feedback_id,customer_id,order_id,restaurant_id,restaurant_name,delivery_time,rating,feedback_text,created_date,source
FB100565,CUS0125,ORD100215,RES006,BiryaniBox Chennai,33 mins,4,"Multiple payment options available including credit cards, debit cards, NetBanking, Paytm, and Amazon Pay. Checkout was effortless and instant OTP verification worked smoothly. Invoice was immediately sent to my registered email and phone number. Great fintech integration! Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Chennai remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-05-22,Uber Eats
FB100566,,ORD100216,RES007,BiryaniBox Pune,45 mins,2,"Frustrating payment failure on the app! Money was debited twice from my bank account via UPI, but the app displayed an 'Order Failed' screen. Customer support phone lines were busy and chat bot provided zero assistance. It took 6 days of continuous follow-ups to get my hard-earned money refunded. Unreliable payment infrastructure!",2024-06-09,Uber Eats
FB100567,CUS0127,ORD100217,RES008,BiryaniBox Mumbai,28 mins,4,"Order placed during peak Sunday lunch hour was delivered in under 30 minutes by the BiryaniBox Mumbai team. Real-time GPS tracking on the mobile app was pinpoint accurate. The driver handled the parcel with care, ensuring the salan pouches and raita cups remained intact without leaking. Kudos to the logistics team for managing rush hour so efficiently.",2024-04-16,Uber Eats
FB100568,CUS0128,ORD100218,RES001,BiryaniBox Vijayawada,38 mins,1,"Failed card transaction error on the POS machine at Vijayawada branch. The cashier charged my card twice asserting the first attempt failed, but both amounts were deducted from my account. Poor billing handling and unhelpful resolution from branch management. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Vijayawada remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-03-27,Uber Eats
FB100569,CUS0129,ORD100219,RES002,BiryaniBox Guntur,30 mins,,"Ordered dinner through the mobile app from the Guntur outlet. The Chicken 65 Biryani combo was absolutely delicious, brimming with authentic Hyderabadi flavor and freshly fried curry leaves. Basmati grains were long, separate, and fragrant. Packaging kept the meal piping hot until it reached our doorstep. It is rare to find such consistent quality across repeat orders. BiryaniBox has earned a loyal customer in me.",2024-07-22,Uber Eats
FB100570,CUS0130,ORD100220,RES003,BiryaniBox Hyderabad,39 mins,4,"Very reasonable pricing considering the premium basmati rice, high quality ingredients, and generous portion sizes. The executive lunch box is priced perfectly for working professionals in Hyderabad. Great combo offers and loyalty reward discounts make dining at BiryaniBox Hyderabad worth every single rupee spent. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Hyderabad remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-07-20,Uber Eats
FB100571,CUS0131,ORD100221,RES004,BiryaniBox Visakhapatnam,32 mins,3,"   Decent  app  design.  Cart  creation  and  coupon  application  work  fine,  though  push  notifications  regarding  promotions  are  a  bit  too  frequent.  A  setting  to  customize  notification  preferences  would  be  appreciated.  Furthermore,  the  staff  hygiene  standards  and  overall  brand  consistency  at  BiryaniBox  Visakhapatnam  remain  commendable  across  repeat  visits.  We  look  forward  to  ordering  our  next  meal  here  soon.   ",2024-06-28,Uber Eats
FB100572,CUS0132,ORD100222,RES005,BiryaniBox Bengaluru,56 mins,2,"Frustrating payment failure on the app! Money was debited twice from my bank account via UPI, but the app displayed an 'Order Failed' screen. Customer support phone lines were busy and chat bot provided zero assistance. It took 6 days of continuous follow-ups to get my hard-earned money refunded. Unreliable payment infrastructure!",2024-03-19,Uber Eats
FB100573,CUS0133,ORD100223,RES006,BiryaniBox Chennai,60 mins,5,"Had an incredible dine-in experience at BiryaniBox Chennai! The waitstaff was exceptionally polite, welcoming, and attentive to our family's needs throughout dinner. The restaurant captain patiently guided us through the menu options and customized the spice level for our children. Service was prompt, hygienic, and courteous. Outstanding hospitality that sets a benchmark in Chennai.",2024-04-15,Uber Eats
FB100574,CUS0134,ORD100224,RES007,BiryaniBox Pune,42 mins,1,"Extremely poor delivery coordination. The rider assigned to our order got lost in Pune and kept arguing over the phone instead of checking GPS directions. By the time he reached our location, the food was stone cold and unappetizing. Furthermore, the delivery partner was rude when handed payment. BiryaniBox must train their delivery personnel properly.",2024-02-11,Uber Eats
FB100575,CUS0135,ORD100225,RES008,BiryaniBox Mumbai,28 mins,2,"Received cold and stale biryani from the Mumbai outlet. The chicken pieces had an unpleasant odor, indicating they were reheated leftovers rather than freshly prepared dum biryani. To make matters worse, the raita had turned sour. When we raised a complaint, the response was indifferent. Extremely unhygienic and poor food quality that completely ruined our family dinner experience.",2024-01-01,Uber Eats
FB100576,CUS0136,ORD100226,RES001,BiryaniBox Vijayawada,55 mins,,"Superb tamper-proof packaging that guarantees hygiene and fresh food delivery. The aluminum handi box preserved the ghee aroma of the biryani perfectly. Starter containers had steam vents to prevent moisture buildup, keeping the chicken crisp. Excellent packaging standards that other restaurants in Vijayawada should emulate. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Vijayawada remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-05-28,Uber Eats
FB100577,CUS0137,ORD100227,RES002,BiryaniBox Guntur,45 mins,2,"Extremely poor delivery coordination. The rider assigned to our order got lost in Guntur and kept arguing over the phone instead of checking GPS directions. By the time he reached our location, the food was stone cold and unappetizing. Furthermore, the delivery partner was rude when handed payment. BiryaniBox must train their delivery personnel properly.",2024-07-14,Uber Eats
FB100578,CUS0138,ORD100228,RES003,BiryaniBox Hyderabad,51 mins,2,"Inattentive and careless floor staff. Waiters ignored our table for 20 minutes while attending exclusively to larger bill groups. Cutlery was dropped noisily without an apology, and our feedback was dismissed casually. Worst customer service experience we have encountered in Hyderabad. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Hyderabad remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-03-15,Uber Eats
FB100579,CUS0139,ORD100229,RES004,BiryaniBox Visakhapatnam,35 mins,4,"The restaurant personnel at BiryaniBox Visakhapatnam were professional and well trained. Staff members wore masks and gloves, maintaining strict hygiene standards. Orders were served hot and fresh with minimal waiting time. Their friendly attitude made our celebration memorable. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Visakhapatnam remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-07-16,Uber Eats
FB100580,CUS0140,ORD100230,RES005,BiryaniBox Bengaluru,57 mins,2,"EXTREME DELAY IN KITCHEN OUTPUT DURING LUNCH HOUR. WE SAT AT THE TABLE FOR 40 MINUTES BEFORE EVEN RECEIVING WATER OR CUTLERY. FOOD ARRIVED LUKEWARM AFTER AN HOUR. TOTAL OPERATIONAL FAILURE AT THE BENGALURU BRANCH. FURTHERMORE, THE STAFF HYGIENE STANDARDS AND OVERALL BRAND CONSISTENCY AT BIRYANIBOX BENGALURU REMAIN COMMENDABLE ACROSS REPEAT VISITS. WE LOOK FORWARD TO ORDERING OUR NEXT MEAL HERE SOON.",2024-07-08,Uber Eats
FB100581,CUS0141,ORD100231,RES006,BiryaniBox Chennai,40 mins,5,"<b>Zero waiting time on a busy Friday night at BiryaniBox Chennai! We were seated immediately upon arrival, and our order of Special Mutton Biryani was served piping hot within 10 minutes. The kitchen operates with incredible speed and efficiency in Chennai. Outstanding table turnover and kitchen management! Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Chennai remain commendable across repeat visits. We look forward to ordering our next meal here soon.</b>",2024-06-03,Uber Eats
FB100582,CUS0142,ORD100232,RES007,BiryaniBox Pune,64 mins,4,"Kudos to the polite and efficient staff at the Pune outlet! From the valet parking attendant to the floor manager, everyone greeted us with warm smiles. When our order was delayed by 5 minutes, the manager apologized humbly and offered a complimentary Double Ka Meetha dessert. Exemplary customer care! Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Pune remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-05-11,Uber Eats
FB100583,CUS0143,ORD100233,RES008,BiryaniBox Mumbai,36 mins,2,Overpriced and disappointing! Prices at BiryaniBox Mumbai have increased by over 20% recently while portion sizes have visibly shrunk. Charging 450 INR for a single biryani with just two small chicken pieces is completely unreasonable. Adding platform fees and packaging charges makes it an exorbitant waste of money in Mumbai.,2024-04-28,Uber Eats
FB100584,CUS0144,ORD100234,RES001,BiryaniBox Vijayawada,45 mins,5,"Affordable and satisfying meals for student groups and families alike. The portion size of the Special Dum Biryani is huge compared to competing restaurants in Vijayawada. Combined with seasonal discounts and cashbacks, BiryaniBox offers the best value biryani in town. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Vijayawada remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-02-27,Uber Eats
FB100585,CUS0145,ORD100235,RES002,BiryaniBox Guntur,58 mins,3,"ExTrEmE DeLaY In kItChEn oUtPuT DuRiNg lUnCh hOuR. wE SaT At tHe tAbLe fOr 40 MiNuTeS BeFoRe eVeN ReCeIvInG WaTeR Or cUtLeRy. FoOd aRrIvEd lUkEwArM AfTeR An hOuR. tOtAl oPeRaTiOnAl fAiLuRe aT ThE GuNtUr bRaNcH. fUrThErMoRe, ThE StAfF HyGiEnE StAnDaRdS AnD OvErAlL BrAnD CoNsIsTeNcY At bIrYaNiBoX GuNtUr rEmAiN CoMmEnDaBlE AcRoSs rEpEaT ViSiTs. We lOoK FoRwArD To oRdErInG OuR NeXt mEaL HeRe sOoN.",2024-02-27,Uber Eats
FB100586,CUS0146,ORD100236,RES003,BiryaniBox Hyderabad,54 mins,2,"Extreme delay in kitchen output during lunch hour. We sat at the table for 40 minutes before even receiving water or cutlery. Food arrived lukewarm after an hour. Total operational failure at the Hyderabad branch. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Hyderabad remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-06-18,Uber Eats
FB100587,CUS0147,ORD100237,RES004,BiryaniBox Visakhapatnam,30 mins,1,"Frustrating payment failure on the app! Money was debited twice from my bank account via UPI, but the app displayed an 'Order Failed' screen. Customer support phone lines were busy and chat bot provided zero assistance. It took 6 days of continuous follow-ups to get my hard-earned money refunded. Unreliable payment infrastructure!",2024-06-11,Uber Eats
FB100588,CUS0148,ORD100238,RES005,BiryaniBox Bengaluru,30 mins,2,"Frustrating payment failure on the app! Money was debited twice from my bank account via UPI, but the app displayed an 'Order Failed' screen. Customer support phone lines were busy and chat bot provided zero assistance. It took 6 days of continuous follow-ups to get my hard-earned money refunded. Unreliable payment infrastructure!",12-Jun-2024,Uber Eats
FB100589,CUS0149,ORD100239,RES006,BiryaniBox Chennai,28 mins,4,"Kudos to the polite and efficient staff at the Chennai outlet! From the valet parking attendant to the floor manager, everyone greeted us with warm smiles. When our order was delayed by 5 minutes, the manager apologized humbly and offered a complimentary Double Ka Meetha dessert. Exemplary customer care! Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Chennai remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-04-04,Uber Eats
FB100590,CUS0150,ORD100240,RES007,BiryaniBox Pune,45 mins,5,"The restaurant personnel at BiryaniBox Pune were professional and well trained. Staff members wore masks and gloves, maintaining strict hygiene standards. Orders were served hot and fresh with minimal waiting time. Their friendly attitude made our celebration memorable. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Pune remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-02-01,Uber Eats
FB100591,CUS0151,ORD100241,RES008,BiryaniBox Mumbai,50 mins,1,"Stood outside in the heat for over 45 minutes despite pre-booking a table online! When we finally got seated, the kitchen took another 35 minutes to bring out two basic chicken biryanis. Unacceptable operational delays that test customer patience. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Mumbai remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-06-13,Uber Eats
FB100592,CUS0152,ORD100242,RES001,BiryaniBox Vijayawada,45 mins,4,"Prompt refund processing when an item was out of stock! The auto-refund was credited back to my UPI bank account within 10 minutes with clear SMS updates. Transparent financial handling that builds immense trust with customers in Vijayawada. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Vijayawada remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-02-16,Uber Eats
FB100593,CUS0153,ORD100243,RES002,BiryaniBox Guntur,62 mins,1,"Extremely disappointed with our dinner order from BiryaniBox Guntur. The Mutton Biryani rice tasted burnt and overcooked, while the mutton pieces were tough and rubbery. The salan was excessively salty and virtually inedible. We expected high standards from the Guntur branch, but quality control was completely missing today. Wasted our money and had to order food elsewhere. Immediate kitchen quality inspection is required.",13-Jan-2024,Uber Eats
FB100594,CUS0154,ORD100244,RES003,BiryaniBox Hyderabad,31 mins,4,"IMPRESSED BY THE ULTRA-FAST DELIVERY SERVICE FROM BIRYANIBOX HYDERABAD! THE FOOD ARRIVED IN JUST 22 MINUTES, WELL AHEAD OF THE ESTIMATED ARRIVAL TIME. THE DELIVERY PARTNER WAS EXTREMELY POLITE, WORE A CLEAN UNIFORM, AND FOLLOWED ALL DROP-OFF INSTRUCTIONS ACCURATELY. THE PACKAGING WAS PIPING HOT AND COMPLETELY SEALED WITH ZERO SPILLAGE. SEAMLESS EXPERIENCE FROM APP ORDER PLACEMENT TO FINAL DELIVERY IN HYDERABAD.",2024-05-21,Uber Eats
FB100595,CUS0155,ORD100245,RES004,BiryaniBox Visakhapatnam,62 mins,4,"Ordered dinner through the mobile app from the Visakhapatnam outlet. The Chicken 65 Biryani combo was absolutely delicious, brimming with authentic Hyderabadi flavor and freshly fried curry leaves. Basmati grains were long, separate, and fragrant. Packaging kept the meal piping hot until it reached our doorstep. It is rare to find such consistent quality across repeat orders. BiryaniBox has earned a loyal customer in me.",2024-01-23,Uber Eats
FB100596,CUS0156,ORD100246,RES005,BiryaniBox Bengaluru,54 mins,4,"Prompt and swift table service! Even with a full dining room, the staff managed orders flawlessly. Starters arrived in 7 minutes and main course biryani was brought out right after. Smooth dining experience without tedious waiting. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Bengaluru remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-03-05,Uber Eats
FB100597,CUS0157,ORD100247,RES006,BiryaniBox Chennai,25 mins,2,"Order tracking on the app showed 'Delivered' 20 minutes before the rider actually arrived at our house! When we contacted support, we received automated unhelpful responses. The delayed delivery resulted in soggy starters and cold biryani. Highly frustrating logistics management that makes us hesitant to order again. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Chennai remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-02-11,Uber Eats
FB100598,CUS0158,ORD100248,RES007,BiryaniBox Pune,31 mins,5,"Fantastic delivery experience for our late-night biryani cravings! The rider located our residence in Pune effortlessly without calling multiple times for directions. The tin containers retained heat exceptionally well, ensuring the biryani and starter were steaming fresh when opened. Prompt, professional, and reliable service that makes ordering online a total pleasure.",2024-06-24,Uber Eats
FB100599,CUS0159,ORD100249,RES008,BiryaniBox Mumbai,32 mins,5,"Multiple payment options available including credit cards, debit cards, NetBanking, Paytm, and Amazon Pay. Checkout was effortless and instant OTP verification worked smoothly. Invoice was immediately sent to my registered email and phone number. Great fintech integration! Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Mumbai remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-01-03,Uber Eats
FB100600,CUS0160,ORD100250,RES001,BiryaniBox Vijayawada,62 mins,1,"Inattentive and careless floor staff. Waiters ignored our table for 20 minutes while attending exclusively to larger bill groups. Cutlery was dropped noisily without an apology, and our feedback was dismissed casually. Worst customer service experience we have encountered in Vijayawada. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Vijayawada remain commendable across repeat visits. We look forward to ordering our next meal here soon. www.swiggy.com/review/98214",2024-06-04,Uber Eats
FB100513,CUS0073,ORD100163,RES002,BiryaniBox Guntur,36 mins,5,"Fantastic delivery experience for our late-night biryani cravings! The rider located our residence in Guntur effortlessly without calling multiple times for directions. The tin containers retained heat exceptionally well, ensuring the biryani and starter were steaming fresh when opened. Prompt, professional, and reliable service that makes ordering online a total pleasure.",2024-01-14,Uber Eats
FB100587,CUS0147,ORD100237,RES004,BiryaniBox Visakhapatnam,30 mins,1,"Frustrating payment failure on the app! Money was debited twice from my bank account via UPI, but the app displayed an 'Order Failed' screen. Customer support phone lines were busy and chat bot provided zero assistance. It took 6 days of continuous follow-ups to get my hard-earned money refunded. Unreliable payment infrastructure!",2024-06-11,Uber Eats
FB100547,CUS0107,ORD100197,RES004,BiryaniBox Visakhapatnam,39 mins,5,"Top marks for packaging! The food arrived piping hot thanks to the insulated container design used by BiryaniBox Visakhapatnam. Even during a long transit across Visakhapatnam, there was zero leakage of gravy or oil. Cutlery, napkins, and mouth fresheners were neatly tucked into a separate pocket inside the delivery bag. Thoughtful packaging that enhances the overall meal experience.",2024-01-13,Uber Eats
FB100528,CUS0088,ORD100178,RES001,BiryaniBox Vijayawada,59 mins,3,"The staff at BiryaniBox Vijayawada was professional but seemed overwhelmed by the weekend crowd in Vijayawada. Service was somewhat formal and hurried, though our table requests were eventually fulfilled. Standard hospitality overall, but hiring additional servers during peak hours would help ease staff stress. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Vijayawada remain commendable across repeat visits. We look forward to ordering our next meal here soon. (Follow up note: Customer re-confirmed feedback via call)",2024-04-04,Uber Eats
FB100547,CUS0107,ORD100197,RES004,BiryaniBox Visakhapatnam,39 mins,5,"Top marks for packaging! The food arrived piping hot thanks to the insulated container design used by BiryaniBox Visakhapatnam. Even during a long transit across Visakhapatnam, there was zero leakage of gravy or oil. Cutlery, napkins, and mouth fresheners were neatly tucked into a separate pocket inside the delivery bag. Thoughtful packaging that enhances the overall meal experience. (Follow up note: Customer re-confirmed feedback via call)",2024-01-13,Uber Eats
