feedback_id,source,app_name,feedback_text,rating,created_date,language,platform,feedback_length,feedback_word_count,has_question,has_exclamation,is_feature_request,issue_type,primary_issue_type,has_rating,has_feedback_text,review,Category,Sentiment,Priority,theme,pain_point
FDBK00377,Support Ticket,DoorDash,Money was deducted but the order was not confirmed. On my android phone. The issue is still happening. It is making the app difficult to use.,,2026-06-24,Hindi,Android,141,26,0,0,0,payment,payment,0,1,Money was deducted but the order was not confirmed. On my android phone. The issue is still happening. It is making the app difficult to use.,UI/UX,Negative,Medium,Payment & Order Processing,Payment deduction occurred without confirming or placing the order.
FDBK00378,Email,Zomato,The order tracking map stopped updating. On my iphone. The issue is still happening. It is making the app difficult to use.,3.0,2026-01-18,Tamil,Android,123,22,0,0,0,order_tracking,order_tracking,1,1,The order tracking map stopped updating. On my iphone. The issue is still happening. It is making the app difficult to use.,UI/UX,Negative,Medium,Order Tracking,Real-time delivery tracking map freezes and stops updating.
FDBK00379,Social Media,Swiggy,I did not receive the order confirmation notification. When using mobile data. The issue is still happening. It is making the app difficult to use.,5.0,2025-11-04,English,Web,147,25,0,0,0,notifications,notifications,1,1,I did not receive the order confirmation notification. When using mobile data. The issue is still happening. It is making the app difficult to use.,UI/UX,Negative,Medium,Notifications,Failure to receive order confirmation notifications.
FDBK00380,Survey,Swiggy,Search results are not relevant to what I type. After reopening the app. The issue is still happening. It is making the app difficult to use.,4.0,2026-01-24,Tamil,Android,141,26,0,0,0,search,search,1,1,Search results are not relevant to what I type. After reopening the app. The issue is still happening. It is making the app difficult to use.,Search,Negative,Medium,Search & Discovery,Search algorithm returns irrelevant results for user queries.
FDBK00381,Survey,DoorDash,Items disappear from my cart before checkout. During a busy lunch period. The issue is still happening. It is making the app difficult to use.,3.0,2025-06-25,Telugu,Android,142,25,0,0,0,cart_checkout,cart_checkout,1,1,Items disappear from my cart before checkout. During a busy lunch period. The issue is still happening. It is making the app difficult to use.,Cart/Checkout,Negative,Medium,Cart Management,Cart state is lost and items unexpectedly disappear prior to checkout.
FDBK00382,App Store,Grubhub,Please add dark mode to the app. While using the latest app version. The issue is still happening. It is making the app difficult to use.,2.0,2026-06-25,Hindi,iOS,137,26,0,0,1,feature_request,feature_request,1,1,Please add dark mode to the app. While using the latest app version. The issue is still happening. It is making the app difficult to use.,UI/UX,Negative,High,Feature Request,Absence of a dark mode option affecting user visual comfort.
FDBK00383,Support Ticket,Grubhub,I cannot reach a real support agent through the app. When trying to complete checkout. The issue is still happening. It is making the app difficult to use.,5.0,2025-02-17,Telugu,Android,155,28,0,0,0,cart_checkout|customer_support,cart_checkout,1,1,I cannot reach a real support agent through the app. When trying to complete checkout. The issue is still happening. It is making the app difficult to use.,Customer Support,Positive,Medium,Customer Support,Difficulty connecting with a live customer support representative.
FDBK00384,App Store,Grubhub,My saved address disappeared after the app update. After returning to the app. The issue is still happening. It is making the app difficult to use.,1.0,2025-03-07,English,Web,147,26,0,0,0,account,account,1,1,My saved address disappeared after the app update. After returning to the app. The issue is still happening. It is making the app difficult to use.,UI/UX,Negative,High,User Profile & Data,Saved addresses were deleted/cleared following an update.
FDBK00385,Email,Zomato,The app gave an inaccurate delivery estimate. While ordering from a saved address. The issue is still happening. It is making the app difficult to use.,2.0,2025-03-20,Telugu,Web,151,26,0,0,0,account,account,1,1,The app gave an inaccurate delivery estimate. While ordering from a saved address. The issue is still happening. It is making the app difficult to use.,UI/UX,Positive,Medium,Delivery Estimation,Inaccurate delivery time calculations when using saved addresses.
FDBK00386,Social Media,Zomato,The app is easy to use and checkout is very smooth. When switching between wi-fi and mobile data. The issue is still happening. It is making the app difficult to use.,5.0,2026-08-07,Tamil,Android,166,31,0,0,0,cart_checkout,cart_checkout,1,1,The app is easy to use and checkout is very smooth. When switching between wi-fi and mobile data. The issue is still happening. It is making the app difficult to use.,UI/UX,Positive,Medium,Network Handling,Ordering disruptions when switching between Wi-Fi and mobile data.
FDBK00387,Google Play,Uber Eats,The app crashes whenever I open the orders page. During the evening. The issue is still happening. It is making the app difficult to use.,1.0,2026-05-28,English,Android,137,25,0,0,0,app_crash,app_crash,1,1,The app crashes whenever I open the orders page. During the evening. The issue is still happening. It is making the app difficult to use.,App Crash,Negative,High,App Stability,App crashes consistently when accessing the orders screen.
FDBK00388,Support Ticket,Swiggy,The new interface is confusing and navigation takes too many steps. After placing a second order. The issue is still happening. It is making the app difficult to use.,,2025-12-15,Tamil,iOS,166,29,0,0,0,ui_ux,ui_ux,0,1,The new interface is confusing and navigation takes too many steps. After placing a second order. The issue is still happening. It is making the app difficult to use.,UI/UX,Negative,Medium,UI / Navigation,Complex navigation flows and confusing UI layout.
FDBK00389,Support Ticket,Grubhub,The app takes too long to load even on a fast connection. When several items are in the cart. The issue is still happening. It is making the app difficult to use.,2.0,2026-04-07,Hindi,Web,162,32,0,0,0,performance|cart_checkout,performance,1,1,The app takes too long to load even on a fast connection. When several items are in the cart. The issue is still happening. It is making the app difficult to use.,UI/UX,Negative,High,Performance & Speed,Sluggish app response and loading delays with multiple items in the cart.
FDBK00390,Email,DoorDash,I cannot log in after the latest update. While checking a previous order. The issue is still happening. It is making the app difficult to use.,1.0,2025-07-10,English,Android,142,26,0,0,0,login_auth,login_auth,1,1,I cannot log in after the latest update. While checking a previous order. The issue is still happening. It is making the app difficult to use.,UI/UX,Negative,High,Authentication,Persistent login failures introduced in the latest update.
FDBK00391,Survey,Zomato,Money was deducted but the order was not confirmed. After the latest update. This worked correctly before. It is making the app difficult to use.,2.0,2025-03-26,Tamil,Web,145,25,0,0,0,payment,payment,1,1,Money was deducted but the order was not confirmed. After the latest update. This worked correctly before. It is making the app difficult to use.,UI/UX,Negative,High,Payment & Order Processing,Payment is deducted while order confirmation fails (regression issue).
FDBK00392,Google Play,Swiggy,The order tracking map stopped updating. On my android phone. This worked correctly before. It is making the app difficult to use.,1.0,2025-11-21,English,Web,130,22,0,0,0,order_tracking,order_tracking,1,1,The order tracking map stopped updating. On my android phone. This worked correctly before. It is making the app difficult to use.,UI/UX,Negative,High,Order Tracking,Live tracking map stops refreshing on Android devices.
FDBK00393,App Store,Swiggy,I did not receive the order confirmation notification. On my iphone. This worked correctly before. It is making the app difficult to use.,1.0,2026-04-01,English,Web,137,23,0,0,0,notifications,notifications,1,1,I did not receive the order confirmation notification. On my iphone. This worked correctly before. It is making the app difficult to use.,UI/UX,Negative,High,Notifications,Order confirmation push notifications not delivering on iOS devices.
FDBK00394,Google Play,Swiggy,Search results are not relevant to what I type. When using mobile data. This worked correctly before. It is making the app difficult to use.,1.0,2026-04-05,English,Android,140,25,0,0,0,search,search,1,1,Search results are not relevant to what I type. When using mobile data. This worked correctly before. It is making the app difficult to use.,Search,Negative,High,Search & Discovery,Poor search relevance degrading product discovery.
FDBK00395,Support Ticket,Uber Eats,Items disappear from my cart before checkout. After reopening the app. This worked correctly before. It is making the app difficult to use.,1.0,2025-11-29,Hindi,Android,139,23,0,0,0,cart_checkout,cart_checkout,1,1,Items disappear from my cart before checkout. After reopening the app. This worked correctly before. It is making the app difficult to use.,Cart/Checkout,Negative,High,Cart Management,Cart contents fail to persist across app sessions.
FDBK00396,Email,Zomato,Please add dark mode to the app. During a busy lunch period. This worked correctly before. It is making the app difficult to use.,4.0,2026-07-27,Tamil,Web,129,24,0,0,1,feature_request,feature_request,1,1,Please add dark mode to the app. During a busy lunch period. This worked correctly before. It is making the app difficult to use.,UI/UX,Negative,Medium,Feature Request,Lack of dark mode support in the app
FDBK00397,Support Ticket,DoorDash,I cannot reach a real support agent through the app. While using the latest app version. This worked correctly before. It is making the app difficult to use.,2.0,2025-06-23,Hindi,Android,157,28,0,0,0,customer_support,customer_support,1,1,I cannot reach a real support agent through the app. While using the latest app version. This worked correctly before. It is making the app difficult to use.,Customer Support,Negative,High,Customer Support,Inability to connect with a live customer support agent
FDBK00398,Support Ticket,Uber Eats,My saved address disappeared after the app update. When trying to complete checkout. This worked correctly before. It is making the app difficult to use.,3.0,2025-06-03,English,Web,153,25,0,0,0,cart_checkout|account,cart_checkout,1,1,My saved address disappeared after the app update. When trying to complete checkout. This worked correctly before. It is making the app difficult to use.,UI/UX,Negative,Medium,Account & Data Management,Loss of saved address information following an update
FDBK00399,App Store,Uber Eats,The app gave an inaccurate delivery estimate. After returning to the app. This worked correctly before. It is making the app difficult to use.,2.0,2025-03-20,Telugu,Android,142,24,0,0,0,general_product_feedback,general_product_feedback,1,1,The app gave an inaccurate delivery estimate. After returning to the app. This worked correctly before. It is making the app difficult to use.,UI/UX,Negative,High,Delivery & Logistics,Inaccurate or unreliable delivery time estimates
FDBK00400,Support Ticket,Swiggy,The app is easy to use and checkout is very smooth. While ordering from a saved address. This worked correctly before. It is making the app difficult to use.,4.0,2026-04-14,Hindi,iOS,157,29,0,0,0,cart_checkout|account,cart_checkout,1,1,The app is easy to use and checkout is very smooth. While ordering from a saved address. This worked correctly before. It is making the app difficult to use.,Cart/Checkout,Positive,Medium,User Experience,None identified (positive feedback on usability and checkout)
FDBK00401,Support Ticket,Uber Eats,The app crashes whenever I open the orders page. When switching between wi-fi and mobile data. This worked correctly before. It is making the app difficult to use.,3.0,2026-01-25,Tamil,Android,163,28,0,0,0,app_crash,app_crash,1,1,The app crashes whenever I open the orders page. When switching between wi-fi and mobile data. This worked correctly before. It is making the app difficult to use.,App Crash,Negative,High,App Stability,App crashes consistently when opening the orders page
FDBK00402,Social Media,Zomato,The new interface is confusing and navigation takes too many steps. During the evening. This worked correctly before. It is making the app difficult to use.,4.0,2025-04-11,Hindi,iOS,156,26,0,0,0,ui_ux,ui_ux,1,1,The new interface is confusing and navigation takes too many steps. During the evening. This worked correctly before. It is making the app difficult to use.,UI/UX,Negative,Medium,UI/UX Design,Confusing interface and excessive steps required for navigation
FDBK00403,Support Ticket,Uber Eats,The app takes too long to load even on a fast connection. After placing a second order. This worked correctly before. It is making the app difficult to use.,2.0,2025-07-01,Telugu,Android,156,29,0,0,0,performance,performance,1,1,The app takes too long to load even on a fast connection. After placing a second order. This worked correctly before. It is making the app difficult to use.,UI/UX,Negative,High,Performance & Speed,Slow app loading times regardless of internet connection speed
FDBK00404,Survey,DoorDash,I cannot log in after the latest update. When several items are in the cart. This worked correctly before. It is making the app difficult to use.,2.0,2025-11-30,English,Android,145,27,0,0,0,login_auth|cart_checkout,login_auth,1,1,I cannot log in after the latest update. When several items are in the cart. This worked correctly before. It is making the app difficult to use.,UI/UX,Negative,High,Authentication & Access,Login failure following the latest app update
FDBK00405,Email,Swiggy,Money was deducted but the order was not confirmed. While checking a previous order. This worked correctly before. It is making the app difficult to use.,5.0,2026-07-13,Tamil,Web,153,26,0,0,0,payment,payment,1,1,Money was deducted but the order was not confirmed. While checking a previous order. This worked correctly before. It is making the app difficult to use.,UI/UX,Negative,Medium,Payments & Billing,Payment is deducted without receiving an order confirmation
FDBK00406,Support Ticket,Swiggy,The order tracking map stopped updating. After the latest update. I expected the app to handle this more smoothly. It is making the app difficult to use.,,2025-08-03,Hindi,Web,153,27,0,0,0,order_tracking,order_tracking,0,1,The order tracking map stopped updating. After the latest update. I expected the app to handle this more smoothly. It is making the app difficult to use.,UI/UX,Negative,Medium,Order Tracking,Real-time order tracking map freezes or stops updating
FDBK00407,Support Ticket,Zomato,I did not receive the order confirmation notification. On my android phone. I expected the app to handle this more smoothly. It is making the app difficult to use.,2.0,2025-05-23,Tamil,Web,163,29,0,0,0,notifications,notifications,1,1,I did not receive the order confirmation notification. On my android phone. I expected the app to handle this more smoothly. It is making the app difficult to use.,UI/UX,Negative,High,Notifications,Failure to receive order confirmation push notifications
FDBK00408,Email,Uber Eats,Search results are not relevant to what I type. On my iphone. I expected the app to handle this more smoothly. It is making the app difficult to use.,3.0,2026-01-22,Telugu,Web,149,29,0,0,0,search,search,1,1,Search results are not relevant to what I type. On my iphone. I expected the app to handle this more smoothly. It is making the app difficult to use.,Search,Negative,Medium,Search & Discovery,Irrelevant and inaccurate search results
FDBK00409,Google Play,DoorDash,Items disappear from my cart before checkout. When using mobile data. I expected the app to handle this more smoothly. It is making the app difficult to use.,4.0,2026-07-02,Tamil,Android,157,28,0,0,0,cart_checkout,cart_checkout,1,1,Items disappear from my cart before checkout. When using mobile data. I expected the app to handle this more smoothly. It is making the app difficult to use.,Cart/Checkout,Negative,Medium,Cart & Checkout,Cart items unexpectedly disappear prior to completing checkout
FDBK00410,Social Media,DoorDash,Please add dark mode to the app. After reopening the app. I expected the app to handle this more smoothly. It is making the app difficult to use.,5.0,2025-04-22,English,Android,145,28,0,0,1,feature_request,feature_request,1,1,Please add dark mode to the app. After reopening the app. I expected the app to handle this more smoothly. It is making the app difficult to use.,UI/UX,Negative,Medium,Feature Request,Absence of a dark mode theme
FDBK00411,Support Ticket,Uber Eats,I cannot reach a real support agent through the app. During a busy lunch period. I expected the app to handle this more smoothly. It is making the app difficult to use.,,2026-07-31,English,Android,168,32,0,0,0,customer_support,customer_support,0,1,I cannot reach a real support agent through the app. During a busy lunch period. I expected the app to handle this more smoothly. It is making the app difficult to use.,Customer Support,Neutral,Medium,Customer Support,Difficulty reaching human customer support representatives
FDBK00412,Email,Grubhub,My saved address disappeared after the app update. While using the latest app version. I expected the app to handle this more smoothly. It is making the app difficult to use.,2.0,2025-11-04,Telugu,Android,174,31,0,0,0,account,account,1,1,My saved address disappeared after the app update. While using the latest app version. I expected the app to handle this more smoothly. It is making the app difficult to use.,UI/UX,Negative,High,Account & Data Management,Saved address data lost after updating the app
FDBK00413,Survey,Grubhub,The app gave an inaccurate delivery estimate. When trying to complete checkout. I expected the app to handle this more smoothly. It is making the app difficult to use.,3.0,2026-02-04,Tamil,Android,167,29,0,0,0,cart_checkout,cart_checkout,1,1,The app gave an inaccurate delivery estimate. When trying to complete checkout. I expected the app to handle this more smoothly. It is making the app difficult to use.,UI/UX,Negative,Medium,Delivery & Logistics,Incorrect delivery time estimation provided to the user
FDBK00414,Google Play,DoorDash,The app is easy to use and checkout is very smooth. After returning to the app. I expected the app to handle this more smoothly. It is making the app difficult to use.,5.0,2025-12-20,Hindi,Android,167,33,0,0,0,cart_checkout,cart_checkout,1,1,The app is easy to use and checkout is very smooth. After returning to the app. I expected the app to handle this more smoothly. It is making the app difficult to use.,UI/UX,Positive,Medium,User Experience,None identified (positive feedback on checkout experience)
FDBK00415,Support Ticket,DoorDash,The app crashes whenever I open the orders page. While ordering from a saved address. I expected the app to handle this more smoothly. It is making the app difficult to use.,2.0,2025-04-29,Hindi,Android,173,32,0,0,0,app_crash|account,app_crash,1,1,The app crashes whenever I open the orders page. While ordering from a saved address. I expected the app to handle this more smoothly. It is making the app difficult to use.,App Crash,Positive,High,App Stability,Application crashes when navigating to the orders screen
FDBK00416,Survey,Swiggy,The new interface is confusing and navigation takes too many steps. When switching between wi-fi and mobile data. I expected the app to handle this more smoothly. It is making the app difficult to use.,2.0,2026-06-18,Hindi,Web,201,35,0,0,0,ui_ux,ui_ux,1,1,The new interface is confusing and navigation takes too many steps. When switching between wi-fi and mobile data. I expected the app to handle this more smoothly. It is making the app difficult to use.,UI/UX,Negative,High,UI/UX Design,Overly complicated navigation and unintuitive new layout
FDBK00417,Google Play,Swiggy,The app takes too long to load even on a fast connection. During the evening. I expected the app to handle this more smoothly. It is making the app difficult to use.,2.0,2025-11-23,English,iOS,165,32,0,0,0,performance,performance,1,1,The app takes too long to load even on a fast connection. During the evening. I expected the app to handle this more smoothly. It is making the app difficult to use.,UI/UX,Negative,High,Performance & Speed,Prolonged loading times despite having a fast network
FDBK00418,App Store,Grubhub,I cannot log in after the latest update. After placing a second order. I expected the app to handle this more smoothly. It is making the app difficult to use.,5.0,2025-04-22,English,Android,158,30,0,0,0,login_auth,login_auth,1,1,I cannot log in after the latest update. After placing a second order. I expected the app to handle this more smoothly. It is making the app difficult to use.,UI/UX,Negative,Medium,Authentication & Access,Unable to log in to user account after recent update
FDBK00419,App Store,Uber Eats,Money was deducted but the order was not confirmed. When several items are in the cart. I expected the app to handle this more smoothly. It is making the app difficult to use.,3.0,2025-12-05,Tamil,Android,175,33,0,0,0,payment|cart_checkout,payment,1,1,Money was deducted but the order was not confirmed. When several items are in the cart. I expected the app to handle this more smoothly. It is making the app difficult to use.,Cart/Checkout,Negative,Medium,Payments & Billing,Charged for order without receiving confirmation
FDBK00420,Google Play,Grubhub,The order tracking map stopped updating. While checking a previous order. I expected the app to handle this more smoothly. It is making the app difficult to use.,3.0,2025-07-10,English,Web,161,28,0,0,0,order_tracking,order_tracking,1,1,The order tracking map stopped updating. While checking a previous order. I expected the app to handle this more smoothly. It is making the app difficult to use.,UI/UX,Negative,Medium,Order Tracking,Order tracking map does not update in real time
FDBK00421,Social Media,Zomato,I did not receive the order confirmation notification. After the latest update. The problem started recently. It is making the app difficult to use.,1.0,2026-03-16,English,iOS,148,24,0,0,0,notifications,notifications,1,1,I did not receive the order confirmation notification. After the latest update. The problem started recently. It is making the app difficult to use.,UI/UX,Negative,High,Notifications,Missing order confirmation notifications after the latest update.
FDBK00422,Email,Zomato,Search results are not relevant to what I type. On my android phone. The problem started recently. It is making the app difficult to use.,,2025-03-06,English,iOS,137,25,0,0,0,search,search,0,1,Search results are not relevant to what I type. On my android phone. The problem started recently. It is making the app difficult to use.,Search,Negative,Medium,Search Functionality,Irrelevant search results on Android devices.
FDBK00423,Support Ticket,Uber Eats,Items disappear from my cart before checkout. On my iphone. The problem started recently. It is making the app difficult to use.,1.0,2025-07-21,Telugu,iOS,128,22,0,0,0,cart_checkout,cart_checkout,1,1,Items disappear from my cart before checkout. On my iphone. The problem started recently. It is making the app difficult to use.,Cart/Checkout,Negative,High,Cart & Checkout,Cart items spontaneously disappear before completing checkout on iOS.
FDBK00424,Google Play,DoorDash,Please add dark mode to the app. When using mobile data. The problem started recently. It is making the app difficult to use.,4.0,2026-02-02,English,Web,125,23,0,0,1,feature_request,feature_request,1,1,Please add dark mode to the app. When using mobile data. The problem started recently. It is making the app difficult to use.,UI/UX,Negative,Medium,UI / Feature Request,Lack of dark mode theme support in the app.
FDBK00425,Email,Swiggy,I cannot reach a real support agent through the app. After reopening the app. The problem started recently. It is making the app difficult to use.,4.0,2025-06-26,Tamil,Android,146,26,0,0,0,customer_support,customer_support,1,1,I cannot reach a real support agent through the app. After reopening the app. The problem started recently. It is making the app difficult to use.,Customer Support,Negative,Medium,Customer Support,Inability to connect with a live customer support representative.
FDBK00426,Support Ticket,Swiggy,My saved address disappeared after the app update. During a busy lunch period. The problem started recently. It is making the app difficult to use.,2.0,2025-11-17,English,iOS,147,25,0,0,0,account,account,1,1,My saved address disappeared after the app update. During a busy lunch period. The problem started recently. It is making the app difficult to use.,UI/UX,Negative,High,Account & Data Persistence,Saved addresses were deleted or lost following an app update.
FDBK00427,Email,Zomato,The app gave an inaccurate delivery estimate. While using the latest app version. The problem started recently. It is making the app difficult to use.,3.0,2025-05-25,Telugu,Web,150,25,0,0,0,general_product_feedback,general_product_feedback,1,1,The app gave an inaccurate delivery estimate. While using the latest app version. The problem started recently. It is making the app difficult to use.,UI/UX,Negative,Medium,Delivery Tracking & ETA,Inaccurate estimated delivery times provided by the app.
FDBK00428,Social Media,Grubhub,The app is easy to use and checkout is very smooth. When trying to complete checkout. The problem started recently. It is making the app difficult to use.,5.0,2026-10-03,Tamil,Android,154,28,0,0,0,cart_checkout,cart_checkout,1,1,The app is easy to use and checkout is very smooth. When trying to complete checkout. The problem started recently. It is making the app difficult to use.,UI/UX,Negative,Medium,User Experience,Intermittent issues encountered when attempting to complete checkout.
FDBK00429,Support Ticket,Zomato,The app crashes whenever I open the orders page. After returning to the app. The problem started recently. It is making the app difficult to use.,3.0,2026-07-23,English,iOS,145,26,0,0,0,app_crash,app_crash,1,1,The app crashes whenever I open the orders page. After returning to the app. The problem started recently. It is making the app difficult to use.,App Crash,Negative,High,App Stability,App crashes consistently when opening the orders page.
FDBK00430,Support Ticket,Swiggy,The new interface is confusing and navigation takes too many steps. While ordering from a saved address. The problem started recently. It is making the app difficult to use.,,2026-04-07,Hindi,Android,173,29,0,0,0,ui_ux|account,ui_ux,0,1,The new interface is confusing and navigation takes too many steps. While ordering from a saved address. The problem started recently. It is making the app difficult to use.,UI/UX,Negative,Medium,UI & Navigation,Confusing interface and overly complex navigation requiring excessive steps.
FDBK00431,Email,Uber Eats,The app takes too long to load even on a fast connection. When switching between wi-fi and mobile data. The problem started recently. It is making the app difficult to use.,4.0,2025-07-19,Hindi,Web,172,31,0,0,0,performance,performance,1,1,The app takes too long to load even on a fast connection. When switching between wi-fi and mobile data. The problem started recently. It is making the app difficult to use.,UI/UX,Negative,Medium,App Performance,Slow loading times regardless of having a fast internet connection.
FDBK00432,App Store,Swiggy,I cannot log in after the latest update. During the evening. The problem started recently. It is making the app difficult to use.,3.0,2026-03-02,Telugu,Android,129,23,0,0,0,login_auth,login_auth,1,1,I cannot log in after the latest update. During the evening. The problem started recently. It is making the app difficult to use.,UI/UX,Negative,Medium,Authentication & Access,Login failure preventing users from accessing their accounts after an update.
FDBK00433,Support Ticket,Zomato,Money was deducted but the order was not confirmed. After placing a second order. The problem started recently. It is making the app difficult to use.,1.0,2025-08-14,Telugu,iOS,150,26,0,0,0,payment,payment,1,1,Money was deducted but the order was not confirmed. After placing a second order. The problem started recently. It is making the app difficult to use.,UI/UX,Negative,High,Payment & Order Processing,Payment is deducted from the user's account without generating an order confirmation.
FDBK00434,Social Media,Uber Eats,The order tracking map stopped updating. When several items are in the cart. The problem started recently. It is making the app difficult to use.,4.0,2025-06-22,Telugu,Android,145,25,0,0,0,order_tracking|cart_checkout,order_tracking,1,1,The order tracking map stopped updating. When several items are in the cart. The problem started recently. It is making the app difficult to use.,Cart/Checkout,Negative,Medium,Delivery Tracking & ETA,Real-time order tracking map freezes or fails to update.
FDBK00435,Email,DoorDash,I did not receive the order confirmation notification. While checking a previous order. The problem started recently. It is making the app difficult to use.,,2025-04-27,Telugu,Android,156,25,0,0,0,notifications,notifications,0,1,I did not receive the order confirmation notification. While checking a previous order. The problem started recently. It is making the app difficult to use.,UI/UX,Negative,Medium,Notifications,Failure to send order confirmation notifications.
FDBK00436,Google Play,Zomato,Search results are not relevant to what I type. After the latest update. I could not complete the task without retrying. It is making the app difficult to use.,3.0,2026-03-28,English,Android,159,29,0,0,0,search,search,1,1,Search results are not relevant to what I type. After the latest update. I could not complete the task without retrying. It is making the app difficult to use.,Search,Negative,Medium,Search Functionality,Poor search relevance requiring repeated queries to find items.
FDBK00437,Google Play,Uber Eats,Items disappear from my cart before checkout. On my android phone. I could not complete the task without retrying. It is making the app difficult to use.,2.0,2026-06-04,English,Android,153,27,0,0,0,cart_checkout,cart_checkout,1,1,Items disappear from my cart before checkout. On my android phone. I could not complete the task without retrying. It is making the app difficult to use.,Cart/Checkout,Negative,High,Cart & Checkout,"Items clearing from cart unexpectedly on Android, forcing users to retry."
FDBK00438,Social Media,Grubhub,Please add dark mode to the app. On my iphone. I could not complete the task without retrying. It is making the app difficult to use.,,2025-03-08,Tamil,Web,133,26,0,0,1,feature_request,feature_request,0,1,Please add dark mode to the app. On my iphone. I could not complete the task without retrying. It is making the app difficult to use.,UI/UX,Negative,Medium,UI / Feature Request,Missing dark mode option causing visual discomfort or usability friction.
FDBK00439,App Store,Zomato,I cannot reach a real support agent through the app. When using mobile data. I could not complete the task without retrying. It is making the app difficult to use.,,2025-06-19,English,iOS,163,30,0,0,0,customer_support,customer_support,0,1,I cannot reach a real support agent through the app. When using mobile data. I could not complete the task without retrying. It is making the app difficult to use.,Customer Support,Neutral,Medium,Customer Support,Difficulty accessing live customer service agents through the in-app support channel.
FDBK00440,Email,Zomato,My saved address disappeared after the app update. After reopening the app. I could not complete the task without retrying. It is making the app difficult to use.,4.0,2026-06-30,English,iOS,162,28,0,0,0,account,account,1,1,My saved address disappeared after the app update. After reopening the app. I could not complete the task without retrying. It is making the app difficult to use.,UI/UX,Negative,Medium,Account & Data Persistence,Loss of saved delivery addresses after updating the app.
FDBK00441,Email,Swiggy,The app gave an inaccurate delivery estimate. During a busy lunch period. I could not complete the task without retrying. It is making the app difficult to use.,,2025-10-24,English,Web,160,28,0,0,0,general_product_feedback,general_product_feedback,0,1,The app gave an inaccurate delivery estimate. During a busy lunch period. I could not complete the task without retrying. It is making the app difficult to use.,UI/UX,Negative,Medium,Delivery Tracking & ETA,Unreliable and inaccurate delivery time estimates during peak hours.
FDBK00442,App Store,Zomato,The app is easy to use and checkout is very smooth. While using the latest app version. I could not complete the task without retrying. It is making the app difficult to use.,5.0,2025-02-03,English,Android,174,33,0,0,0,cart_checkout,cart_checkout,1,1,The app is easy to use and checkout is very smooth. While using the latest app version. I could not complete the task without retrying. It is making the app difficult to use.,UI/UX,Positive,Medium,Cart & Checkout,Inconsistencies or errors during checkout requiring retries despite general ease of use.
FDBK00443,Social Media,Uber Eats,The app crashes whenever I open the orders page. When trying to complete checkout. I could not complete the task without retrying. It is making the app difficult to use.,,2025-11-26,Hindi,Android,169,30,0,0,0,app_crash|cart_checkout,app_crash,0,1,The app crashes whenever I open the orders page. When trying to complete checkout. I could not complete the task without retrying. It is making the app difficult to use.,App Crash,Negative,High,App Stability,Repeated app crashes when navigating to the orders screen.
FDBK00444,Survey,Swiggy,The new interface is confusing and navigation takes too many steps. After returning to the app. I could not complete the task without retrying. It is making the app difficult to use.,3.0,2025-10-03,Tamil,Android,182,32,0,0,0,ui_ux,ui_ux,1,1,The new interface is confusing and navigation takes too many steps. After returning to the app. I could not complete the task without retrying. It is making the app difficult to use.,UI/UX,Negative,Medium,UI & Navigation,Complex UI and multi-step navigation hindering efficient task completion.
FDBK00445,Support Ticket,Uber Eats,The app takes too long to load even on a fast connection. While ordering from a saved address. I could not complete the task without retrying. It is making the app difficult to use.,5.0,2026-02-17,Hindi,iOS,181,34,0,0,0,performance|account,performance,1,1,The app takes too long to load even on a fast connection. While ordering from a saved address. I could not complete the task without retrying. It is making the app difficult to use.,UI/UX,Positive,Medium,App Performance,Excessive app loading latency disrupting the ordering process.
FDBK00446,Survey,DoorDash,I cannot log in after the latest update. When switching between wi-fi and mobile data. I could not complete the task without retrying. It is making the app difficult to use.,5.0,2025-01-03,English,Web,173,31,0,0,0,login_auth,login_auth,1,1,I cannot log in after the latest update. When switching between wi-fi and mobile data. I could not complete the task without retrying. It is making the app difficult to use.,UI/UX,Negative,Medium,Authentication & Login,"Inability to log in after the latest app update, aggravated when switching network connections."
FDBK00447,App Store,Uber Eats,Money was deducted but the order was not confirmed. During the evening. I could not complete the task without retrying. It is making the app difficult to use.,,2025-08-12,English,iOS,158,28,0,0,0,payment,payment,0,1,Money was deducted but the order was not confirmed. During the evening. I could not complete the task without retrying. It is making the app difficult to use.,UI/UX,Negative,Medium,Payment & Order Processing,Payment is deducted from the customer's account without receiving an order confirmation.
FDBK00448,Email,Zomato,The order tracking map stopped updating. After placing a second order. I could not complete the task without retrying. It is making the app difficult to use.,4.0,2025-10-18,Telugu,Web,157,27,0,0,0,order_tracking,order_tracking,1,1,The order tracking map stopped updating. After placing a second order. I could not complete the task without retrying. It is making the app difficult to use.,UI/UX,Negative,Medium,Order Tracking,Live tracking map freezes and fails to update order status.
FDBK00449,Google Play,Uber Eats,I did not receive the order confirmation notification. When several items are in the cart. I could not complete the task without retrying. It is making the app difficult to use.,1.0,2025-12-18,English,Android,177,31,0,0,0,notifications|cart_checkout,notifications,1,1,I did not receive the order confirmation notification. When several items are in the cart. I could not complete the task without retrying. It is making the app difficult to use.,Cart/Checkout,Negative,High,Notifications & Alerts,Order confirmation push notifications/messages are not being delivered.
