feedback_id,source,app_name,feedback_text,rating,created_date,language,platform
FDBK00302,Social Media,DoorDash,The app is easy to use and checkout is very smooth. On my android phone. It happened more than once. It is making the app difficult to use.,4.0,2025-02-16,Hindi,Web
FDBK00303,Email,DoorDash,The app crashes whenever I open the orders page. On my iphone. It happened more than once. It is making the app difficult to use.,2.0,02/06/2025,English,Web
FDBK00304,Email,Grubhub,The new interface is confusing and navigation takes too many steps. When using mobile data. It happened more than once. It is making the app difficult to use.,4.0,03-11-2025,Hindi,iOS
FDBK00305,Support Ticket,Swiggy,The app takes too long to load even on a fast connection. After reopening the app. It happened more than once. It is making the app difficult to use.,2.0,2026-05-02,Hindi,iOS
FDBK00306,Social Media,Grubhub,I cannot log in after the latest update. During a busy lunch period. It happened more than once. It is making the app difficult to use.,2.0,"Jan 28, 2025",Telugu,Android
FDBK00307,Email,Grubhub,Money was deducted but the order was not confirmed. While using the latest app version. It happened more than once. It is making the app difficult to use.,2.0,"Feb 22, 2025",Hindi,Android
FDBK00308,Social Media,Swiggy,The order tracking map stopped updating. When trying to complete checkout. It happened more than once. It is making the app difficult to use.,4.0,2025-09-06,English,Android
FDBK00309,App Store,Uber Eats,I did not receive the order confirmation notification. After returning to the app. It happened more than once. It is making the app difficult to use.,3.0,28-03-2026,Tamil,Android
FDBK00310,Social Media,Swiggy,Search results are not relevant to what I type. While ordering from a saved address. It happened more than once. It is making the app difficult to use.,,"Feb 25, 2026",Tamil,Android
FDBK00311,Support Ticket,Uber Eats,Items disappear from my cart before checkout. When switching between wi-fi and mobile data. It happened more than once. It is making the app difficult to use.,4.0,16/06/2026,Telugu,Web
FDBK00312,Email,DoorDash,Please add dark mode to the app. During the evening. It happened more than once. It is making the app difficult to use.,3.0,18/11/2025,Telugu,iOS
FDBK00313,App Store,DoorDash,I cannot reach a real support agent through the app. After placing a second order. It happened more than once. It is making the app difficult to use.,2.0,"Sep 28, 2025",Telugu,iOS
FDBK00314,Support Ticket,Zomato,My saved address disappeared after the app update. When several items are in the cart. It happened more than once. It is making the app difficult to use.,,19-08-2025,Tamil,Web
FDBK00315,Email,DoorDash,The app gave an inaccurate delivery estimate. While checking a previous order. It happened more than once. It is making the app difficult to use.,2.0,"Nov 21, 2025",English,Android
FDBK00316,Support Ticket,Zomato,The app is easy to use and checkout is very smooth. After the latest update. This has happened several times today. It is making the app difficult to use.,5.0,"Jul 11, 2026",English,Android
FDBK00317,Survey,DoorDash,The app crashes whenever I open the orders page. On my android phone. This has happened several times today. It is making the app difficult to use.,2.0,2025-10-22,Tamil,Web
FDBK00318,Email,DoorDash,The new interface is confusing and navigation takes too many steps. On my iphone. This has happened several times today. It is making the app difficult to use.,,08/08/2025,Telugu,iOS
FDBK00319,Social Media,Grubhub,The app takes too long to load even on a fast connection. When using mobile data. This has happened several times today. It is making the app difficult to use.,4.0,2025-05-21,English,Android
FDBK00320,App Store,Swiggy,I cannot log in after the latest update. After reopening the app. This has happened several times today. It is making the app difficult to use.,5.0,21/02/2025,English,Web
FDBK00321,Social Media,Zomato,Money was deducted but the order was not confirmed. During a busy lunch period. This has happened several times today. It is making the app difficult to use.,1.0,"Dec 05, 2025",English,Android
FDBK00322,Social Media,Zomato,The order tracking map stopped updating. While using the latest app version. This has happened several times today. It is making the app difficult to use.,3.0,"Feb 21, 2026",English,iOS
FDBK00323,Google Play,Grubhub,I did not receive the order confirmation notification. When trying to complete checkout. This has happened several times today. It is making the app difficult to use.,,2025-10-20,English,Android
FDBK00324,App Store,Swiggy,Search results are not relevant to what I type. After returning to the app. This has happened several times today. It is making the app difficult to use.,,"Jun 29, 2025",Hindi,Web
FDBK00325,Google Play,DoorDash,Items disappear from my cart before checkout. While ordering from a saved address. This has happened several times today. It is making the app difficult to use.,1.0,10-07-2025,Telugu,Android
FDBK00326,Social Media,Grubhub,Please add dark mode to the app. When switching between wi-fi and mobile data. This has happened several times today. It is making the app difficult to use.,3.0,10-12-2025,Telugu,Web
FDBK00327,App Store,Swiggy,I cannot reach a real support agent through the app. During the evening. This has happened several times today. It is making the app difficult to use.,2.0,"May 18, 2025",English,Android
FDBK00328,App Store,Swiggy,My saved address disappeared after the app update. After placing a second order. This has happened several times today. It is making the app difficult to use.,5.0,15-04-2026,Tamil,iOS
FDBK00329,Email,Uber Eats,The app gave an inaccurate delivery estimate. When several items are in the cart. This has happened several times today. It is making the app difficult to use.,2.0,30/10/2025,Hindi,iOS
FDBK00330,Google Play,Zomato,The app is easy to use and checkout is very smooth. While checking a previous order. This has happened several times today. It is making the app difficult to use.,5.0,"Mar 30, 2025",English,Web
FDBK00331,Support Ticket,Uber Eats,The app crashes whenever I open the orders page. After the latest update. I had to restart the app to continue. It is making the app difficult to use.,1.0,28/11/2025,English,Web
FDBK00332,Email,Grubhub,The new interface is confusing and navigation takes too many steps. On my android phone. I had to restart the app to continue. It is making the app difficult to use.,2.0,01-10-2025,English,iOS
FDBK00333,Social Media,Swiggy,The app takes too long to load even on a fast connection. On my iphone. I had to restart the app to continue. It is making the app difficult to use.,1.0,04/01/2026,Hindi,iOS
FDBK00334,Email,DoorDash,I cannot log in after the latest update. When using mobile data. I had to restart the app to continue. It is making the app difficult to use.,5.0,"Jun 13, 2025",Tamil,Android
FDBK00335,App Store,Zomato,Money was deducted but the order was not confirmed. After reopening the app. I had to restart the app to continue. It is making the app difficult to use.,4.0,30-10-2025,English,Web
FDBK00336,Email,DoorDash,The order tracking map stopped updating. During a busy lunch period. I had to restart the app to continue. It is making the app difficult to use.,5.0,"Jun 06, 2025",Hindi,Web
FDBK00337,App Store,Grubhub,I did not receive the order confirmation notification. While using the latest app version. I had to restart the app to continue. It is making the app difficult to use.,,05/07/2026,English,Web
FDBK00338,Email,Swiggy,Search results are not relevant to what I type. When trying to complete checkout. I had to restart the app to continue. It is making the app difficult to use.,1.0,25-06-2026,English,Android
FDBK00339,Support Ticket,Grubhub,Items disappear from my cart before checkout. After returning to the app. I had to restart the app to continue. It is making the app difficult to use.,2.0,04/07/2026,Hindi,Android
FDBK00340,Email,Uber Eats,Please add dark mode to the app. While ordering from a saved address. I had to restart the app to continue. It is making the app difficult to use.,1.0,"Jul 30, 2025",English,Web
FDBK00341,Email,Swiggy,I cannot reach a real support agent through the app. When switching between wi-fi and mobile data. I had to restart the app to continue. It is making the app difficult to use.,3.0,"May 16, 2025",Telugu,Web
FDBK00342,Support Ticket,Swiggy,My saved address disappeared after the app update. During the evening. I had to restart the app to continue. It is making the app difficult to use.,3.0,2025-11-12,Tamil,Android
FDBK00343,Support Ticket,Swiggy,The app gave an inaccurate delivery estimate. After placing a second order. I had to restart the app to continue. It is making the app difficult to use.,3.0,2025-03-16,Telugu,Android
FDBK00344,Support Ticket,Uber Eats,The app is easy to use and checkout is very smooth. When several items are in the cart. I had to restart the app to continue. It is making the app difficult to use.,4.0,"Mar 12, 2025",English,Android
FDBK00345,Survey,Uber Eats,The app crashes whenever I open the orders page. While checking a previous order. I had to restart the app to continue. It is making the app difficult to use.,3.0,07-03-2026,Hindi,Android
FDBK00346,Support Ticket,Swiggy,The new interface is confusing and navigation takes too many steps. After the latest update. I had to try the same action again. It is making the app difficult to use.,5.0,07/07/2026,English,Web
FDBK00347,App Store,Swiggy,The app takes too long to load even on a fast connection. On my android phone. I had to try the same action again. It is making the app difficult to use.,5.0,26/06/2026,English,iOS
FDBK00348,Survey,Zomato,I cannot log in after the latest update. On my iphone. I had to try the same action again. It is making the app difficult to use.,4.0,"Apr 20, 2026",English,Web
FDBK00349,App Store,Swiggy,Money was deducted but the order was not confirmed. When using mobile data. I had to try the same action again. It is making the app difficult to use.,2.0,21/12/2025,English,Web
FDBK00350,Google Play,Swiggy,The order tracking map stopped updating. After reopening the app. I had to try the same action again. It is making the app difficult to use.,2.0,17/01/2025,Telugu,Android
FDBK00351,Social Media,Swiggy,I did not receive the order confirmation notification. During a busy lunch period. I had to try the same action again. It is making the app difficult to use.,2.0,2026-04-03,Hindi,Web
FDBK00352,Google Play,Zomato,Search results are not relevant to what I type. While using the latest app version. I had to try the same action again. It is making the app difficult to use.,,28/08/2025,Telugu,iOS
FDBK00353,Email,DoorDash,Items disappear from my cart before checkout. When trying to complete checkout. I had to try the same action again. It is making the app difficult to use.,4.0,28-08-2025,English,iOS
FDBK00354,Support Ticket,DoorDash,Please add dark mode to the app. After returning to the app. I had to try the same action again. It is making the app difficult to use.,3.0,27/05/2025,English,Android
FDBK00355,Support Ticket,Uber Eats,I cannot reach a real support agent through the app. While ordering from a saved address. I had to try the same action again. It is making the app difficult to use.,1.0,"Mar 14, 2026",Telugu,iOS
FDBK00356,Support Ticket,Uber Eats,My saved address disappeared after the app update. When switching between wi-fi and mobile data. I had to try the same action again. It is making the app difficult to use.,2.0,"Mar 03, 2026",English,Web
FDBK00357,Social Media,Zomato,The app gave an inaccurate delivery estimate. During the evening. I had to try the same action again. It is making the app difficult to use.,2.0,04/09/2025,Hindi,Android
FDBK00358,Email,Grubhub,The app is easy to use and checkout is very smooth. After placing a second order. I had to try the same action again. It is making the app difficult to use.,5.0,"Jul 30, 2026",English,Web
FDBK00359,Support Ticket,Swiggy,The app crashes whenever I open the orders page. When several items are in the cart. I had to try the same action again. It is making the app difficult to use.,2.0,06-09-2025,Hindi,iOS
FDBK00360,Support Ticket,Uber Eats,The new interface is confusing and navigation takes too many steps. While checking a previous order. I had to try the same action again. It is making the app difficult to use.,1.0,05/04/2025,Tamil,Android
FDBK00361,Email,Grubhub,The app takes too long to load even on a fast connection. After the latest update. The problem made the order process difficult. It is making the app difficult to use.,,16/03/2025,English,Web
FDBK00362,Google Play,Zomato,I cannot log in after the latest update. On my android phone. The problem made the order process difficult. It is making the app difficult to use.,2.0,02-08-2025,English,Android
FDBK00363,Email,Zomato,Money was deducted but the order was not confirmed. On my iphone. The problem made the order process difficult. It is making the app difficult to use.,5.0,06/05/2026,Hindi,Android
FDBK00364,Support Ticket,Uber Eats,The order tracking map stopped updating. When using mobile data. The problem made the order process difficult. It is making the app difficult to use.,,20-07-2026,Hindi,iOS
FDBK00365,Email,Uber Eats,I did not receive the order confirmation notification. After reopening the app. The problem made the order process difficult. It is making the app difficult to use.,2.0,12-11-2025,Hindi,Android
FDBK00366,Support Ticket,DoorDash,Search results are not relevant to what I type. During a busy lunch period. The problem made the order process difficult. It is making the app difficult to use.,2.0,26-04-2026,Hindi,Android
FDBK00367,App Store,Swiggy,Items disappear from my cart before checkout. While using the latest app version. The problem made the order process difficult. It is making the app difficult to use.,5.0,31/07/2026,English,Web
FDBK00368,Support Ticket,Zomato,Please add dark mode to the app. When trying to complete checkout. The problem made the order process difficult. It is making the app difficult to use.,2.0,30/10/2025,Hindi,Android
FDBK00369,Survey,Uber Eats,I cannot reach a real support agent through the app. After returning to the app. The problem made the order process difficult. It is making the app difficult to use.,2.0,27-05-2026,Hindi,Android
FDBK00370,Social Media,Grubhub,My saved address disappeared after the app update. While ordering from a saved address. The problem made the order process difficult. It is making the app difficult to use.,2.0,27/12/2025,Hindi,Android
FDBK00371,Google Play,Swiggy,The app gave an inaccurate delivery estimate. When switching between wi-fi and mobile data. The problem made the order process difficult. It is making the app difficult to use.,4.0,2026-07-10,Tamil,Android
FDBK00372,Social Media,Zomato,The app is easy to use and checkout is very smooth. During the evening. The problem made the order process difficult. It is making the app difficult to use.,4.0,"Jan 07, 2025",English,Android
FDBK00373,Survey,DoorDash,The app crashes whenever I open the orders page. After placing a second order. The problem made the order process difficult. It is making the app difficult to use.,4.0,10/01/2025,English,Web
FDBK00374,Email,Grubhub,The new interface is confusing and navigation takes too many steps. When several items are in the cart. The problem made the order process difficult. It is making the app difficult to use.,1.0,2026-05-15,Hindi,Android
FDBK00375,Support Ticket,Swiggy,The app takes too long to load even on a fast connection. While checking a previous order. The problem made the order process difficult. It is making the app difficult to use.,4.0,18-01-2025,Telugu,Web
FDBK00376,Email,Zomato,I cannot log in after the latest update. After the latest update. The issue is still happening. It is making the app difficult to use.,1.0,2025-07-03,English,Android
FDBK00377,Support Ticket,DoorDash,Money was deducted but the order was not confirmed. On my android phone. The issue is still happening. It is making the app difficult to use.,,24-06-2026,Hindi,Android
FDBK00378,Email,Zomato,The order tracking map stopped updating. On my iphone. The issue is still happening. It is making the app difficult to use.,3.0,"Jan 18, 2026",Tamil,Android
FDBK00379,Social Media,Swiggy,I did not receive the order confirmation notification. When using mobile data. The issue is still happening. It is making the app difficult to use.,5.0,2025-11-04,English,Web
FDBK00380,Survey,Swiggy,Search results are not relevant to what I type. After reopening the app. The issue is still happening. It is making the app difficult to use.,4.0,"Jan 24, 2026",Tamil,Android
FDBK00381,Survey,DoorDash,Items disappear from my cart before checkout. During a busy lunch period. The issue is still happening. It is making the app difficult to use.,3.0,2025-06-25,Telugu,Android
FDBK00382,App Store,Grubhub,Please add dark mode to the app. While using the latest app version. The issue is still happening. It is making the app difficult to use.,2.0,2026-06-25,Hindi,iOS
FDBK00383,Support Ticket,Grubhub,I cannot reach a real support agent through the app. When trying to complete checkout. The issue is still happening. It is making the app difficult to use.,5.0,2025-02-17,Telugu,Android
FDBK00384,App Store,Grubhub,My saved address disappeared after the app update. After returning to the app. The issue is still happening. It is making the app difficult to use.,1.0,03-07-2025,English,Web
FDBK00385,Email,Zomato,The app gave an inaccurate delivery estimate. While ordering from a saved address. The issue is still happening. It is making the app difficult to use.,2.0,20-03-2025,Telugu,Web
FDBK00386,Social Media,Zomato,The app is easy to use and checkout is very smooth. When switching between wi-fi and mobile data. The issue is still happening. It is making the app difficult to use.,5.0,08-07-2026,Tamil,Android
FDBK00387,Google Play,Uber Eats,The app crashes whenever I open the orders page. During the evening. The issue is still happening. It is making the app difficult to use.,1.0,28-05-2026,English,Android
FDBK00388,Support Ticket,Swiggy,The new interface is confusing and navigation takes too many steps. After placing a second order. The issue is still happening. It is making the app difficult to use.,,"Dec 15, 2025",Tamil,iOS
FDBK00389,Support Ticket,Grubhub,The app takes too long to load even on a fast connection. When several items are in the cart. The issue is still happening. It is making the app difficult to use.,2.0,"Apr 07, 2026",Hindi,Web
FDBK00390,Email,DoorDash,I cannot log in after the latest update. While checking a previous order. The issue is still happening. It is making the app difficult to use.,1.0,"Jul 10, 2025",English,Android
FDBK00391,Survey,Zomato,Money was deducted but the order was not confirmed. After the latest update. This worked correctly before. It is making the app difficult to use.,2.0,26-03-2025,Tamil,Web
FDBK00392,Google Play,Swiggy,The order tracking map stopped updating. On my android phone. This worked correctly before. It is making the app difficult to use.,1.0,21-11-2025,English,Web
FDBK00393,App Store,Swiggy,I did not receive the order confirmation notification. On my iphone. This worked correctly before. It is making the app difficult to use.,1.0,04-01-2026,English,Web
FDBK00394,Google Play,Swiggy,Search results are not relevant to what I type. When using mobile data. This worked correctly before. It is making the app difficult to use.,1.0,"Apr 05, 2026",English,Android
FDBK00395,Support Ticket,Uber Eats,Items disappear from my cart before checkout. After reopening the app. This worked correctly before. It is making the app difficult to use.,1.0,"Nov 29, 2025",Hindi,Android
FDBK00396,Email,Zomato,Please add dark mode to the app. During a busy lunch period. This worked correctly before. It is making the app difficult to use.,4.0,27/07/2026,Tamil,Web
FDBK00397,Support Ticket,DoorDash,I cannot reach a real support agent through the app. While using the latest app version. This worked correctly before. It is making the app difficult to use.,2.0,23/06/2025,Hindi,Android
FDBK00398,Support Ticket,Uber Eats,My saved address disappeared after the app update. When trying to complete checkout. This worked correctly before. It is making the app difficult to use.,3.0,06/03/2025,English,Web
FDBK00399,App Store,Uber Eats,The app gave an inaccurate delivery estimate. After returning to the app. This worked correctly before. It is making the app difficult to use.,2.0,20-03-2025,Telugu,Android
FDBK00400,Support Ticket,Swiggy,The app is easy to use and checkout is very smooth. While ordering from a saved address. This worked correctly before. It is making the app difficult to use.,4.0,2026-04-14,Hindi,iOS
FDBK00401,Support Ticket,Uber Eats,The app crashes whenever I open the orders page. When switching between wi-fi and mobile data. This worked correctly before. It is making the app difficult to use.,3.0,25-01-2026,Tamil,Android
FDBK00402,Social Media,Zomato,The new interface is confusing and navigation takes too many steps. During the evening. This worked correctly before. It is making the app difficult to use.,4.0,04-11-2025,Hindi,iOS
FDBK00403,Support Ticket,Uber Eats,The app takes too long to load even on a fast connection. After placing a second order. This worked correctly before. It is making the app difficult to use.,2.0,"Jul 01, 2025",Telugu,Android
FDBK00404,Survey,DoorDash,I cannot log in after the latest update. When several items are in the cart. This worked correctly before. It is making the app difficult to use.,2.0,"Nov 30, 2025",English,Android
FDBK00405,Email,Swiggy,Money was deducted but the order was not confirmed. While checking a previous order. This worked correctly before. It is making the app difficult to use.,5.0,13/07/2026,Tamil,Web
FDBK00406,Support Ticket,Swiggy,The order tracking map stopped updating. After the latest update. I expected the app to handle this more smoothly. It is making the app difficult to use.,,"Aug 03, 2025",Hindi,Web
FDBK00407,Support Ticket,Zomato,I did not receive the order confirmation notification. On my android phone. I expected the app to handle this more smoothly. It is making the app difficult to use.,2.0,23-05-2025,Tamil,Web
FDBK00408,Email,Uber Eats,Search results are not relevant to what I type. On my iphone. I expected the app to handle this more smoothly. It is making the app difficult to use.,3.0,2026-01-22,Telugu,Web
FDBK00409,Google Play,DoorDash,Items disappear from my cart before checkout. When using mobile data. I expected the app to handle this more smoothly. It is making the app difficult to use.,4.0,"Jul 02, 2026",Tamil,Android
FDBK00410,Social Media,DoorDash,Please add dark mode to the app. After reopening the app. I expected the app to handle this more smoothly. It is making the app difficult to use.,5.0,22/04/2025,English,Android
FDBK00411,Support Ticket,Uber Eats,I cannot reach a real support agent through the app. During a busy lunch period. I expected the app to handle this more smoothly. It is making the app difficult to use.,,"Jul 31, 2026",English,Android
FDBK00412,Email,Grubhub,My saved address disappeared after the app update. While using the latest app version. I expected the app to handle this more smoothly. It is making the app difficult to use.,2.0,11-04-2025,Telugu,Android
FDBK00413,Survey,Grubhub,The app gave an inaccurate delivery estimate. When trying to complete checkout. I expected the app to handle this more smoothly. It is making the app difficult to use.,3.0,02-04-2026,Tamil,Android
FDBK00414,Google Play,DoorDash,The app is easy to use and checkout is very smooth. After returning to the app. I expected the app to handle this more smoothly. It is making the app difficult to use.,5.0,2025-12-20,Hindi,Android
FDBK00415,Support Ticket,DoorDash,The app crashes whenever I open the orders page. While ordering from a saved address. I expected the app to handle this more smoothly. It is making the app difficult to use.,2.0,29/04/2025,Hindi,Android
FDBK00416,Survey,Swiggy,The new interface is confusing and navigation takes too many steps. When switching between wi-fi and mobile data. I expected the app to handle this more smoothly. It is making the app difficult to use.,2.0,"Jun 18, 2026",Hindi,Web
FDBK00417,Google Play,Swiggy,The app takes too long to load even on a fast connection. During the evening. I expected the app to handle this more smoothly. It is making the app difficult to use.,2.0,2025-11-23,English,iOS
FDBK00418,App Store,Grubhub,I cannot log in after the latest update. After placing a second order. I expected the app to handle this more smoothly. It is making the app difficult to use.,5.0,22/04/2025,English,Android
FDBK00419,App Store,Uber Eats,Money was deducted but the order was not confirmed. When several items are in the cart. I expected the app to handle this more smoothly. It is making the app difficult to use.,3.0,"Dec 05, 2025",Tamil,Android
FDBK00420,Google Play,Grubhub,The order tracking map stopped updating. While checking a previous order. I expected the app to handle this more smoothly. It is making the app difficult to use.,3.0,"Jul 10, 2025",English,Web
FDBK00421,Social Media,Zomato,I did not receive the order confirmation notification. After the latest update. The problem started recently. It is making the app difficult to use.,1.0,"Mar 16, 2026",English,iOS
FDBK00422,Email,Zomato,Search results are not relevant to what I type. On my android phone. The problem started recently. It is making the app difficult to use.,,2025-03-06,English,iOS
FDBK00423,Support Ticket,Uber Eats,Items disappear from my cart before checkout. On my iphone. The problem started recently. It is making the app difficult to use.,1.0,"Jul 21, 2025",Telugu,iOS
FDBK00424,Google Play,DoorDash,Please add dark mode to the app. When using mobile data. The problem started recently. It is making the app difficult to use.,4.0,"Feb 02, 2026",English,Web
FDBK00425,Email,Swiggy,I cannot reach a real support agent through the app. After reopening the app. The problem started recently. It is making the app difficult to use.,4.0,26-06-2025,Tamil,Android
FDBK00426,Support Ticket,Swiggy,My saved address disappeared after the app update. During a busy lunch period. The problem started recently. It is making the app difficult to use.,2.0,2025-11-17,English,iOS
FDBK00427,Email,Zomato,The app gave an inaccurate delivery estimate. While using the latest app version. The problem started recently. It is making the app difficult to use.,3.0,"May 25, 2025",Telugu,Web
FDBK00428,Social Media,Grubhub,The app is easy to use and checkout is very smooth. When trying to complete checkout. The problem started recently. It is making the app difficult to use.,5.0,10/03/2026,Tamil,Android
FDBK00429,Support Ticket,Zomato,The app crashes whenever I open the orders page. After returning to the app. The problem started recently. It is making the app difficult to use.,3.0,23/07/2026,English,iOS
FDBK00430,Support Ticket,Swiggy,The new interface is confusing and navigation takes too many steps. While ordering from a saved address. The problem started recently. It is making the app difficult to use.,,2026-04-07,Hindi,Android
FDBK00431,Email,Uber Eats,The app takes too long to load even on a fast connection. When switching between wi-fi and mobile data. The problem started recently. It is making the app difficult to use.,4.0,"Jul 19, 2025",Hindi,Web
FDBK00432,App Store,Swiggy,I cannot log in after the latest update. During the evening. The problem started recently. It is making the app difficult to use.,3.0,"Mar 02, 2026",Telugu,Android
FDBK00433,Support Ticket,Zomato,Money was deducted but the order was not confirmed. After placing a second order. The problem started recently. It is making the app difficult to use.,1.0,14-08-2025,Telugu,iOS
FDBK00434,Social Media,Uber Eats,The order tracking map stopped updating. When several items are in the cart. The problem started recently. It is making the app difficult to use.,4.0,"Jun 22, 2025",Telugu,Android
FDBK00435,Email,DoorDash,I did not receive the order confirmation notification. While checking a previous order. The problem started recently. It is making the app difficult to use.,,27-04-2025,Telugu,Android
FDBK00436,Google Play,Zomato,Search results are not relevant to what I type. After the latest update. I could not complete the task without retrying. It is making the app difficult to use.,3.0,28/03/2026,English,Android
FDBK00437,Google Play,Uber Eats,Items disappear from my cart before checkout. On my android phone. I could not complete the task without retrying. It is making the app difficult to use.,2.0,06-04-2026,English,Android
FDBK00438,Social Media,Grubhub,Please add dark mode to the app. On my iphone. I could not complete the task without retrying. It is making the app difficult to use.,,03-08-2025,Tamil,Web
FDBK00439,App Store,Zomato,I cannot reach a real support agent through the app. When using mobile data. I could not complete the task without retrying. It is making the app difficult to use.,,19/06/2025,English,iOS
FDBK00440,Email,Zomato,My saved address disappeared after the app update. After reopening the app. I could not complete the task without retrying. It is making the app difficult to use.,4.0,30-06-2026,English,iOS
FDBK00441,Email,Swiggy,The app gave an inaccurate delivery estimate. During a busy lunch period. I could not complete the task without retrying. It is making the app difficult to use.,,24-10-2025,English,Web
FDBK00442,App Store,Zomato,The app is easy to use and checkout is very smooth. While using the latest app version. I could not complete the task without retrying. It is making the app difficult to use.,5.0,02-03-2025,English,Android
FDBK00443,Social Media,Uber Eats,The app crashes whenever I open the orders page. When trying to complete checkout. I could not complete the task without retrying. It is making the app difficult to use.,,26/11/2025,Hindi,Android
FDBK00444,Survey,Swiggy,The new interface is confusing and navigation takes too many steps. After returning to the app. I could not complete the task without retrying. It is making the app difficult to use.,3.0,"Oct 03, 2025",Tamil,Android
FDBK00445,Support Ticket,Uber Eats,The app takes too long to load even on a fast connection. While ordering from a saved address. I could not complete the task without retrying. It is making the app difficult to use.,5.0,17-02-2026,Hindi,iOS
FDBK00446,Survey,DoorDash,I cannot log in after the latest update. When switching between wi-fi and mobile data. I could not complete the task without retrying. It is making the app difficult to use.,5.0,2025-01-03,English,Web
FDBK00447,App Store,Uber Eats,Money was deducted but the order was not confirmed. During the evening. I could not complete the task without retrying. It is making the app difficult to use.,,"Aug 12, 2025",English,iOS
FDBK00448,Email,Zomato,The order tracking map stopped updating. After placing a second order. I could not complete the task without retrying. It is making the app difficult to use.,4.0,18-10-2025,Telugu,Web
FDBK00449,Google Play,Uber Eats,I did not receive the order confirmation notification. When several items are in the cart. I could not complete the task without retrying. It is making the app difficult to use.,1.0,2025-12-18,English,Android
FDBK00450,Google Play,Uber Eats,Search results are not relevant to what I type. While checking a previous order. I could not complete the task without retrying. It is making the app difficult to use.,3.0,"Jun 11, 2025",English,Android
FDBK00451,Support Ticket,Swiggy,Items disappear from my cart before checkout. After the latest update. It happened more than once. I hope the next update resolves it.,,06/11/2025,Tamil,iOS
FDBK00452,Social Media,Zomato,Please add dark mode to the app. On my android phone. It happened more than once. I hope the next update resolves it.,2.0,2025-09-14,English,Web
FDBK00453,Social Media,Swiggy,I cannot reach a real support agent through the app. On my iphone. It happened more than once. I hope the next update resolves it.,3.0,09/11/2025,Tamil,Android
FDBK00454,Google Play,Zomato,My saved address disappeared after the app update. When using mobile data. It happened more than once. I hope the next update resolves it.,3.0,02/01/2025,Telugu,Android
FDBK00455,Google Play,DoorDash,The app gave an inaccurate delivery estimate. After reopening the app. It happened more than once. I hope the next update resolves it.,1.0,"Jun 16, 2026",English,Web
FDBK00456,App Store,Uber Eats,The app is easy to use and checkout is very smooth. During a busy lunch period. It happened more than once. I hope the next update resolves it.,4.0,"May 16, 2025",English,Android
FDBK00457,Support Ticket,Zomato,The app crashes whenever I open the orders page. While using the latest app version. It happened more than once. I hope the next update resolves it.,2.0,16-04-2025,Hindi,Android
FDBK00458,Email,Swiggy,The new interface is confusing and navigation takes too many steps. When trying to complete checkout. It happened more than once. I hope the next update resolves it.,4.0,2025-05-27,Telugu,Android
FDBK00459,App Store,Zomato,The app takes too long to load even on a fast connection. After returning to the app. It happened more than once. I hope the next update resolves it.,5.0,27-03-2026,Hindi,Web
FDBK00460,App Store,Swiggy,I cannot log in after the latest update. While ordering from a saved address. It happened more than once. I hope the next update resolves it.,1.0,2025-08-11,Telugu,Web
FDBK00461,App Store,Zomato,Money was deducted but the order was not confirmed. When switching between wi-fi and mobile data. It happened more than once. I hope the next update resolves it.,2.0,"Dec 26, 2025",English,Android
FDBK00462,Social Media,Swiggy,The order tracking map stopped updating. During the evening. It happened more than once. I hope the next update resolves it.,,12-09-2025,Tamil,iOS
FDBK00463,Survey,DoorDash,I did not receive the order confirmation notification. After placing a second order. It happened more than once. I hope the next update resolves it.,5.0,30/07/2025,Tamil,Android
FDBK00464,Google Play,Zomato,Search results are not relevant to what I type. When several items are in the cart. It happened more than once. I hope the next update resolves it.,3.0,"Sep 03, 2025",Hindi,Android
FDBK00465,Support Ticket,Zomato,Items disappear from my cart before checkout. While checking a previous order. It happened more than once. I hope the next update resolves it.,2.0,2026-06-25,Hindi,Web
FDBK00466,Survey,Swiggy,Please add dark mode to the app. After the latest update. This has happened several times today. I hope the next update resolves it.,,10/01/2026,English,Android
FDBK00467,Google Play,Swiggy,I cannot reach a real support agent through the app. On my android phone. This has happened several times today. I hope the next update resolves it.,2.0,15-01-2025,Hindi,iOS
FDBK00468,Social Media,Uber Eats,My saved address disappeared after the app update. On my iphone. This has happened several times today. I hope the next update resolves it.,3.0,"May 29, 2026",English,Android
FDBK00469,Google Play,Grubhub,The app gave an inaccurate delivery estimate. When using mobile data. This has happened several times today. I hope the next update resolves it.,2.0,2025-10-12,English,Android
FDBK00470,Email,Swiggy,The app is easy to use and checkout is very smooth. After reopening the app. This has happened several times today. I hope the next update resolves it.,5.0,04-07-2026,English,Web
FDBK00471,Google Play,Uber Eats,The app crashes whenever I open the orders page. During a busy lunch period. This has happened several times today. I hope the next update resolves it.,2.0,2025-09-02,English,Web
FDBK00472,Social Media,Zomato,The new interface is confusing and navigation takes too many steps. While using the latest app version. This has happened several times today. I hope the next update resolves it.,5.0,26-02-2025,English,Android
FDBK00473,Survey,DoorDash,The app takes too long to load even on a fast connection. When trying to complete checkout. This has happened several times today. I hope the next update resolves it.,2.0,2025-05-21,Telugu,iOS
FDBK00474,Social Media,DoorDash,I cannot log in after the latest update. After returning to the app. This has happened several times today. I hope the next update resolves it.,2.0,20-06-2025,Tamil,Android
