feedback_id,customer_id,restaurant_id,restaurant_name,feedback_text,rating,source,created_date,city,language,reviewer_name,state,review_title,visit_type,food_rating,delivery_rating,order_value,order_id,delivery_partner,delivery_time,survey_id,satisfaction_score,recommend_score,food_quality,service_quality,cleanliness,ticket_id,issue_category,priority,status,email_id,subject,request_id,feature_category,feature_title,staff_rating,ambience_rating,post_id,platform,username,engagement,review,Category,Sentiment,Priority
FB100190,CUS0190,RES007,BiryaniBox Pune,"Top marks for packaging! The food arrived piping hot thanks to the insulated container design used by BiryaniBox Pune. Even during a long transit across Pune, there was zero leakage of gravy or oil. Cutlery, napkins, and mouth fresheners were neatly tucked into a separate pocket inside the delivery bag. Thoughtful packaging that enhances the overall meal experience.",5.0,Google Reviews,2024-03-11,Pune,Telugu,Arjun Chowdary,Maharashtra,Eco Friendly & Fresh Unboxing,Takeaway,,,,,,,,,,,,,,,,,,,,,,,,,,,,top marks for packaging the food arrived piping hot thanks to the insulated container design used by biryanibox pune even during a long transit across pune there was zero leakage of gravy or oil cutlery napkins and mouth fresheners were neatly tucked into a separate pocket inside the delivery bag thoughtful packaging that enhances the overall meal experience,Food,Positive,High
FB100191,CUS0191,RES008,BiryaniBox Mumbai,"The restaurant personnel at BiryaniBox Mumbai were professional and well trained. Staff members wore masks and gloves, maintaining strict hygiene standards. Orders were served hot and fresh with minimal waiting time. Their friendly attitude made our celebration memorable. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Mumbai remain commendable across repeat visits. We look forward to ordering our next meal here soon.",5.0,Google Reviews,2024-06-27,Mumbai,Hindi,Bhavana Banerjee,Maharashtra,Warm Smiles & Quick Service,Dine-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,the restaurant personnel at biryanibox mumbai were professional and well trained staff members wore masks and gloves maintaining strict hygiene standards orders were served hot and fresh with minimal waiting time their friendly attitude made our celebration memorable furthermore the staff hygiene standards and overall brand consistency at biryanibox mumbai remain commendable across repeat visits we look forward to ordering our next meal here soon,Food,Positive,Low
FB100192,CUS0192,RES001,BiryaniBox Vijayawada,"Extremely disappointed with our dinner order from BiryaniBox Vijayawada. The Mutton Biryani rice tasted burnt and overcooked, while the mutton pieces were tough and rubbery. The salan was excessively salty and virtually inedible. We expected high standards from the Vijayawada branch, but quality control was completely missing today. Wasted our money and had to order food elsewhere. Immediate kitchen quality inspection is required.",1.0,Google Reviews,2024-05-22,Vijayawada,English,Gautam Teja,Andhra Pradesh,Burnt Rice and Dry Chicken,Delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,extremely disappointed with our dinner order from biryanibox vijayawada the mutton biryani rice tasted burnt and overcooked while the mutton pieces were tough and rubbery the salan was excessively salty and virtually inedible we expected high standards from the vijayawada branch but quality control was completely missing today wasted our money and had to order food elsewhere immediate kitchen quality inspection is required,Food,Negative,High
FB100193,CUS0193,RES002,BiryaniBox Guntur,"Appalling staff behavior at BiryaniBox Guntur! The waiter was extremely rude, condescending, and indifferent when we politely inquired about our delayed order after 35 minutes of waiting. Rather than resolving the issue, he argued aggressively in front of other guests. Unprofessional conduct that ruined our lunch in Guntur. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Guntur remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2.0,Google Reviews,2024-06-26,Guntur,Telugu,Ramya Iyer,Andhra Pradesh,Appalling Staff Behavior,Takeaway,,,,,,,,,,,,,,,,,,,,,,,,,,,,appalling staff behavior at biryanibox guntur the waiter was extremely rude condescending and indifferent when we politely inquired about our delayed order after minutes of waiting rather than resolving the issue he argued aggressively in front of other guests unprofessional conduct that ruined our lunch in guntur furthermore the staff hygiene standards and overall brand consistency at biryanibox guntur remain commendable across repeat visits we look forward to ordering our next meal here soon,Food,Negative,High
FB100194,CUS0194,RES003,BiryaniBox Hyderabad,"Prompt refund processing when an item was out of stock! The auto-refund was credited back to my UPI bank account within 10 minutes with clear SMS updates. Transparent financial handling that builds immense trust with customers in Hyderabad. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Hyderabad remain commendable across repeat visits. We look forward to ordering our next meal here soon.",3.0,Google Reviews,2024-05-15,Hyderabad,Hindi,Lakshmi Varma,Telangana,Instant Seamless UPI Payment,Dine-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,prompt refund processing when an item was out of stock the autorefund was credited back to my upi bank account within minutes with clear sms updates transparent financial handling that builds immense trust with customers in hyderabad furthermore the staff hygiene standards and overall brand consistency at biryanibox hyderabad remain commendable across repeat visits we look forward to ordering our next meal here soon,Food,Positive,High
FB100195,CUS0195,RES004,BiryaniBox Visakhapatnam,"Fantastic delivery experience for our late-night biryani cravings! The rider located our residence in Visakhapatnam effortlessly without calling multiple times for directions. The tin containers retained heat exceptionally well, ensuring the biryani and starter were steaming fresh when opened. Prompt, professional, and reliable service that makes ordering online a total pleasure.",4.0,Google Reviews,2024-04-12,Visakhapatnam,English,Karthik Raju,Andhra Pradesh,Super Fast Express Delivery,Delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,fantastic delivery experience for our latenight biryani cravings the rider located our residence in visakhapatnam effortlessly without calling multiple times for directions the tin containers retained heat exceptionally well ensuring the biryani and starter were steaming fresh when opened prompt professional and reliable service that makes ordering online a total pleasure,Delivery,Positive,High
FB100196,CUS0196,RES005,BiryaniBox Bengaluru,"We ordered the Hyderabadi Chicken Dum Biryani and Special Boneless Starter from the Bengaluru branch for a weekend family gathering. The aromatic basmati rice was cooked to perfection with rich ghee, cardamom, and authentic spices that elevated every bite. The chicken pieces were remarkably juicy and tender throughout. The mirchi ka salan and refreshing curd raita complemented the main dish beautifully. Portion size was very generous, easily satisfying our entire group. We will definitely order again soon.",4.0,Google Reviews,02-Feb-2024,Bengaluru,Telugu,Aditya Shah,Karnataka,Best Biryani Experience in Town,Takeaway,,,,,,,,,,,,,,,,,,,,,,,,,,,,we ordered the hyderabadi chicken dum biryani and special boneless starter from the bengaluru branch for a weekend family gathering the aromatic basmati rice was cooked to perfection with rich ghee cardamom and authentic spices that elevated every bite the chicken pieces were remarkably juicy and tender throughout the mirchi ka salan and refreshing curd raita complemented the main dish beautifully portion size was very generous easily satisfying our entire group we will definitely order again soon,Food,Positive,High
FB100197,CUS0197,RES006,BiryaniBox Chennai,"FANTASTIC DELIVERY EXPERIENCE FOR OUR LATE-NIGHT BIRYANI CRAVINGS! THE RIDER LOCATED OUR RESIDENCE IN CHENNAI EFFORTLESSLY WITHOUT CALLING MULTIPLE TIMES FOR DIRECTIONS. THE TIN CONTAINERS RETAINED HEAT EXCEPTIONALLY WELL, ENSURING THE BIRYANI AND STARTER WERE STEAMING FRESH WHEN OPENED. PROMPT, PROFESSIONAL, AND RELIABLE SERVICE THAT MAKES ORDERING ONLINE A TOTAL PLEASURE.",3.0,Google Reviews,2024-03-11,Chennai,Hindi,Divya Joshi,Tamil Nadu,Super Fast Express Delivery,Dine-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,fantastic delivery experience for our latenight biryani cravings the rider located our residence in chennai effortlessly without calling multiple times for directions the tin containers retained heat exceptionally well ensuring the biryani and starter were steaming fresh when opened prompt professional and reliable service that makes ordering online a total pleasure,Delivery,Positive,High
FB100198,CUS0198,RES007,BiryaniBox Pune,"Pricing at BiryaniBox Pune is fair and aligns with standard market rates in Pune. While the biryani portion is adequate for one person, additional taxes, packaging charges, and delivery fees push the final bill slightly higher. Good meal overall, though promotional discounts could be made more frequent. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Pune remain commendable across repeat visits. We look forward to ordering our next meal here soon.",3.0,Google Reviews,2024-06-25,Pune,English,Tarun Chatterjee,Maharashtra,Reasonable Bill for Dine In,Delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,pricing at biryanibox pune is fair and aligns with standard market rates in pune while the biryani portion is adequate for one person additional taxes packaging charges and delivery fees push the final bill slightly higher good meal overall though promotional discounts could be made more frequent furthermore the staff hygiene standards and overall brand consistency at biryanibox pune remain commendable across repeat visits we look forward to ordering our next meal here soon,Delivery,Positive,Low
FB100199,CUS0199,RES008,BiryaniBox Mumbai,"Inattentive and careless floor staff. Waiters ignored our table for 20 minutes while attending exclusively to larger bill groups. Cutlery was dropped noisily without an apology, and our feedback was dismissed casually. Worst customer service experience we have encountered in Mumbai. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Mumbai remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2.0,Google Reviews,2024-05-23,Mumbai,Telugu,Aparna Pasupuleti,Maharashtra,Careless Service & Poor Attitude,Takeaway,,,,,,,,,,,,,,,,,,,,,,,,,,,,inattentive and careless floor staff waiters ignored our table for minutes while attending exclusively to larger bill groups cutlery was dropped noisily without an apology and our feedback was dismissed casually worst customer service experience we have encountered in mumbai furthermore the staff hygiene standards and overall brand consistency at biryanibox mumbai remain commendable across repeat visits we look forward to ordering our next meal here soon,Service,Negative,High
FB100200,CUS0200,RES001,BiryaniBox Vijayawada,"Fantastic delivery experience for our late-night biryani cravings! The rider located our residence in Vijayawada effortlessly without calling multiple times for directions. The tin containers retained heat exceptionally well, ensuring the biryani and starter were steaming fresh when opened. Prompt, professional, and reliable service that makes ordering online a total pleasure.",4.0,Google Reviews,2024-07-27,Vijayawada,Hindi,Sravan Pillai,Andhra Pradesh,Polite Rider Excellent Speed,Dine-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,fantastic delivery experience for our latenight biryani cravings the rider located our residence in vijayawada effortlessly without calling multiple times for directions the tin containers retained heat exceptionally well ensuring the biryani and starter were steaming fresh when opened prompt professional and reliable service that makes ordering online a total pleasure,Delivery,Positive,High
FB100201,CUS0021,RES006,BiryaniBox Chennai,"Extremely disappointed with our dinner order from BiryaniBox Chennai. The Mutton Biryani rice tasted burnt and overcooked, while the mutton pieces were tough and rubbery. The salan was excessively salty and virtually inedible. We expected high standards from the Chennai branch, but quality control was completely missing today. Wasted our money and had to order food elsewhere. Immediate kitchen quality inspection is required. 🤢🤮",1.0,Zomato,2024-03-14,Chennai,English,,,,,2.0,1.0,1329.0,,,,,,,,,,,,,,,,,,,,,,,,,extremely disappointed with our dinner order from biryanibox chennai the mutton biryani rice tasted burnt and overcooked while the mutton pieces were tough and rubbery the salan was excessively salty and virtually inedible we expected high standards from the chennai branch but quality control was completely missing today wasted our money and had to order food elsewhere immediate kitchen quality inspection is required 🤢🤮,Food,Negative,High
FB100202,CUS0022,RES007,BiryaniBox Pune,Overpriced and disappointing! Prices at BiryaniBox Pune have increased by over 20% recently while portion sizes have visibly shrunk. Charging 450 INR for a single biryani with just two small chicken pieces is completely unreasonable. Adding platform fees and packaging charges makes it an exorbitant waste of money in Pune.,3.0,Zomato,2024-05-25,Pune,Telugu,,,,,3.0,4.0,375.0,,,,,,,,,,,,,,,,,,,,,,,,,overpriced and disappointing prices at biryanibox pune have increased by over recently while portion sizes have visibly shrunk charging inr for a single biryani with just two small chicken pieces is completely unreasonable adding platform fees and packaging charges makes it an exorbitant waste of money in pune,Food,Negative,High
FB100203,CUS0023,RES008,BiryaniBox Mumbai,"ThE BiRyAnIbOx aPp iS PlAgUeD WiTh sEvErE BuGs! It cRaShEd tHrEe tImEs wHiLe sElEcTiNg dElIvErY AdDrEsS In mUmBaI, rEsEtTiNg mY CaRt cOnTeNtS RePeAtEdLy. WhEn i aTtEmPtEd pAyMeNt, ThE ScReEn fRoZe oN A BlAnK WhItE BoX. wOrSt uSeR ExPeRiEnCe oN AnDrOiD. pLeAsE ReLeAsE An uRgEnT BuG FiX UpDaTe! FuRtHeRmOrE, tHe sTaFf hYgIeNe sTaNdArDs aNd oVeRaLl bRaNd cOnSiStEnCy aT BiRyAnIbOx mUmBaI ReMaIn cOmMeNdAbLe aCrOsS RePeAt vIsItS. wE LoOk fOrWaRd tO OrDeRiNg oUr nExT MeAl hErE SoOn.",1.0,Zomato,2024-07-02,Mumbai,Hindi,,,,,1.0,1.0,1375.0,,,,,,,,,,,,,,,,,,,,,,,,,the biryanibox app is plagued with severe bugs it crashed three times while selecting delivery address in mumbai resetting my cart contents repeatedly when i attempted payment the screen froze on a blank white box worst user experience on android please release an urgent bug fix update furthermore the staff hygiene standards and overall brand consistency at biryanibox mumbai remain commendable across repeat visits we look forward to ordering our next meal here soon,Delivery,Negative,High
FB100204,CUS0024,RES001,BiryaniBox Vijayawada,"Prompt refund processing when an item was out of stock! The auto-refund was credited back to my UPI bank account within 10 minutes with clear SMS updates. Transparent financial handling that builds immense trust with customers in Vijayawada. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Vijayawada remain commendable across repeat visits. We look forward to ordering our next meal here soon.",5.0,Zomato,2024-06-26,Vijayawada,English,,,,,5.0,4.0,1255.0,,,,,,,,,,,,,,,,,,,,,,,,,prompt refund processing when an item was out of stock the autorefund was credited back to my upi bank account within minutes with clear sms updates transparent financial handling that builds immense trust with customers in vijayawada furthermore the staff hygiene standards and overall brand consistency at biryanibox vijayawada remain commendable across repeat visits we look forward to ordering our next meal here soon,Food,Positive,High
FB100205,CUS0025,RES002,BiryaniBox Guntur,"The management at the Guntur branch showed complete apathy when we pointed out a wrong item on our bill. Instead of rectifying the billing error politely, the cashier argued loudly. Shocking lack of basic hospitality training at BiryaniBox Guntur. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Guntur remain commendable across repeat visits. We look forward to ordering our next meal here soon. ⭐⭐⭐⭐⭐",2.0,Zomato,2024-05-23,Guntur,Telugu,,,,,1.0,2.0,1327.0,,,,,,,,,,,,,,,,,,,,,,,,,the management at the guntur branch showed complete apathy when we pointed out a wrong item on our bill instead of rectifying the billing error politely the cashier argued loudly shocking lack of basic hospitality training at biryanibox guntur furthermore the staff hygiene standards and overall brand consistency at biryanibox guntur remain commendable across repeat visits we look forward to ordering our next meal here soon ⭐⭐⭐⭐⭐,Food,Negative,High
FB100206,CUS0026,RES003,BiryaniBox Hyderabad,"We ordered the Hyderabadi Chicken Dum Biryani and Special Boneless Starter from the Hyderabad branch for a weekend family gathering. The aromatic basmati rice was cooked to perfection with rich ghee, cardamom, and authentic spices that elevated every bite. The chicken pieces were remarkably juicy and tender throughout. The mirchi ka salan and refreshing curd raita complemented the main dish beautifully. Portion size was very generous, easily satisfying our entire group. We will definitely order again soon.",5.0,Zomato,2024-03-06,Hyderabad,Hindi,,,,,4.0,4.0,779.0,,,,,,,,,,,,,,,,,,,,,,,,,we ordered the hyderabadi chicken dum biryani and special boneless starter from the hyderabad branch for a weekend family gathering the aromatic basmati rice was cooked to perfection with rich ghee cardamom and authentic spices that elevated every bite the chicken pieces were remarkably juicy and tender throughout the mirchi ka salan and refreshing curd raita complemented the main dish beautifully portion size was very generous easily satisfying our entire group we will definitely order again soon,Food,Positive,High
FB100207,CUS0027,RES004,BiryaniBox Visakhapatnam,"The delivery from BiryaniBox Visakhapatnam took approximately 42 minutes, which felt slightly long given the short distance in Visakhapatnam. However, the food was still reasonably warm upon arrival. The driver had minor difficulty navigating our street, requiring a quick phone call for directions. Overall, an acceptable delivery experience, though app tracking could be updated more frequently during transit.",3.0,Zomato,24/01/2024,Visakhapatnam,English,,,,,3.0,3.0,549.0,,,,,,,,,,,,,,,,,,,,,,,,,the delivery from biryanibox visakhapatnam took approximately minutes which felt slightly long given the short distance in visakhapatnam however the food was still reasonably warm upon arrival the driver had minor difficulty navigating our street requiring a quick phone call for directions overall an acceptable delivery experience though app tracking could be updated more frequently during transit,Delivery,Positive,Medium
FB100208,CUS0028,RES005,BiryaniBox Bengaluru,"Fantastic delivery experience for our late-night biryani cravings! The rider located our residence in Bengaluru effortlessly without calling multiple times for directions. The tin containers retained heat exceptionally well, ensuring the biryani and starter were steaming fresh when opened. Prompt, professional, and reliable service that makes ordering online a total pleasure. ⚡",5.0,Zomato,2024-07-08,Bengaluru,Telugu,,,,,4.0,5.0,658.0,,,,,,,,,,,,,,,,,,,,,,,,,fantastic delivery experience for our latenight biryani cravings the rider located our residence in bengaluru effortlessly without calling multiple times for directions the tin containers retained heat exceptionally well ensuring the biryani and starter were steaming fresh when opened prompt professional and reliable service that makes ordering online a total pleasure ⚡,Delivery,Positive,High
FB100209,CUS0029,RES006,BiryaniBox Chennai,"The new BiryaniBox mobile application is brilliant! Clean, modern UI with smooth category navigation and quick customization sliders for spice levels and extra salan. The live GPS rider tracking feature works with pinpoint accuracy. Ordering biryani in Chennai has never been easier or faster. Kudos to the tech development team!",5.0,Zomato,2024-01-31,Chennai,Hindi,,,,,5.0,5.0,436.0,,,,,,,,,,,,,,,,,,,,,,,,,the new biryanibox mobile application is brilliant clean modern ui with smooth category navigation and quick customization sliders for spice levels and extra salan the live gps rider tracking feature works with pinpoint accuracy ordering biryani in chennai has never been easier or faster kudos to the tech development team,Food,Positive,Low
FB100210,CUS0030,RES007,BiryaniBox Pune,"Zero waiting time on a busy Friday night at BiryaniBox Pune! We were seated immediately upon arrival, and our order of Special Mutton Biryani was served piping hot within 10 minutes. The kitchen operates with incredible speed and efficiency in Pune. Outstanding table turnover and kitchen management! Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Pune remain commendable across repeat visits. We look forward to ordering our next meal here soon.",3.0,Zomato,2024-04-23,Pune,English,,,,,4.0,2.0,597.0,,,,,,,,,,,,,,,,,,,,,,,,,zero waiting time on a busy friday night at biryanibox pune we were seated immediately upon arrival and our order of special mutton biryani was served piping hot within minutes the kitchen operates with incredible speed and efficiency in pune outstanding table turnover and kitchen management furthermore the staff hygiene standards and overall brand consistency at biryanibox pune remain commendable across repeat visits we look forward to ordering our next meal here soon,Food,Positive,Low
FB100211,CUS0031,RES008,BiryaniBox Mumbai,"Excellent queue management system using SMS notifications. We were given a token number and received an automated text when our table was ready in 8 minutes. Organized and hassle-free waiting experience at the Mumbai location. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Mumbai remain commendable across repeat visits. We look forward to ordering our next meal here soon.",4.0,Zomato,2024-03-22,Mumbai,Telugu,,,,,4.0,4.0,1016.0,,,,,,,,,,,,,,,,,,,,,,,,,excellent queue management system using sms notifications we were given a token number and received an automated text when our table was ready in minutes organized and hasslefree waiting experience at the mumbai location furthermore the staff hygiene standards and overall brand consistency at biryanibox mumbai remain commendable across repeat visits we look forward to ordering our next meal here soon,Food,Positive,Low
FB100212,CUS0032,RES001,BiryaniBox Vijayawada,"The BiryaniBox app is plagued with severe bugs! It crashed three times while selecting delivery address in Vijayawada, resetting my cart contents repeatedly. When I attempted payment, the screen froze on a blank white box. Worst user experience on Android. Please release an urgent bug fix update! Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Vijayawada remain commendable across repeat visits. We look forward to ordering our next meal here soon.",1.0,Zomato,2024-02-12,Vijayawada,Hindi,,,,,2.0,1.0,503.0,,,,,,,,,,,,,,,,,,,,,,,,,the biryanibox app is plagued with severe bugs it crashed three times while selecting delivery address in vijayawada resetting my cart contents repeatedly when i attempted payment the screen froze on a blank white box worst user experience on android please release an urgent bug fix update furthermore the staff hygiene standards and overall brand consistency at biryanibox vijayawada remain commendable across repeat visits we look forward to ordering our next meal here soon,Delivery,Negative,High
FB100213,,RES002,BiryaniBox Guntur,"Very poor packaging quality. The delivery bag arrived torn at the bottom due to grease leakage from unsealed biryani containers. The food was lukewarm and unhygienic because the lid had popped open during transport. Unacceptable quality standards for a reputed brand like BiryaniBox in Guntur. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Guntur remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2.0,Zomato,22/03/2024,Guntur,English,,,,,2.0,3.0,1376.0,,,,,,,,,,,,,,,,,,,,,,,,,very poor packaging quality the delivery bag arrived torn at the bottom due to grease leakage from unsealed biryani containers the food was lukewarm and unhygienic because the lid had popped open during transport unacceptable quality standards for a reputed brand like biryanibox in guntur furthermore the staff hygiene standards and overall brand consistency at biryanibox guntur remain commendable across repeat visits we look forward to ordering our next meal here soon,Food,Negative,High
FB100214,CUS0034,RES003,BiryaniBox Hyderabad,"Extremely disappointed with our dinner order from BiryaniBox Hyderabad. The Mutton Biryani rice tasted burnt and overcooked, while the mutton pieces were tough and rubbery. The salan was excessively salty and virtually inedible. We expected high standards from the Hyderabad branch, but quality control was completely missing today. Wasted our money and had to order food elsewhere. Immediate kitchen quality inspection is required.",1.0,Zomato,2024-05-20,Hyderabad,Telugu,,,,,1.0,2.0,645.0,,,,,,,,,,,,,,,,,,,,,,,,,extremely disappointed with our dinner order from biryanibox hyderabad the mutton biryani rice tasted burnt and overcooked while the mutton pieces were tough and rubbery the salan was excessively salty and virtually inedible we expected high standards from the hyderabad branch but quality control was completely missing today wasted our money and had to order food elsewhere immediate kitchen quality inspection is required,Food,Negative,High
FB100215,CUS0035,RES004,BiryaniBox Visakhapatnam,"Top marks for packaging! The food arrived piping hot thanks to the insulated container design used by biryaniiBox Visakhapatnam. Even during a long transit across Visakhapatnam, there was zero leakage of gravy or oil. Cutlery, napkins, and mouth fresheners were neatly tucked into a separate pocket inside the delvery bag. Thoughtful packaging that enhances the overall meal experience.",5.0,Zomato,2024-07-07,Visakhapatnam,Hindi,,,,,5.0,5.0,860.0,,,,,,,,,,,,,,,,,,,,,,,,,top marks for packaging the food arrived piping hot thanks to the insulated container design used by biryaniibox visakhapatnam even during a long transit across visakhapatnam there was zero leakage of gravy or oil cutlery napkins and mouth fresheners were neatly tucked into a separate pocket inside the delvery bag thoughtful packaging that enhances the overall meal experience,Food,Positive,High
FB100216,CUS0036,RES005,BiryaniBox Bengaluru,"Extremely poor delivery coordination. The rider assigned to our order got lost in Bengaluru and kept arguing over the phone instead of checking GPS directions. By the time he reached our location, the food was stone cold and unappetizing. Furthermore, the delivery partner was rude when handed payment. BiryaniBox must train their delivery personnel properly.",3.0,Zomato,2024-07-05,Bengaluru,English,,,,,4.0,2.0,597.0,,,,,,,,,,,,,,,,,,,,,,,,,extremely poor delivery coordination the rider assigned to our order got lost in bengaluru and kept arguing over the phone instead of checking gps directions by the time he reached our location the food was stone cold and unappetizing furthermore the delivery partner was rude when handed payment biryanibox must train their delivery personnel properly,Food,Negative,High
FB100217,CUS0037,RES006,BiryaniBox Chennai,"Smooth and seamless payment experience on the official BiryaniBox app! The UPI payment gateway processed our transaction instantly in under 3 seconds without any lagging or error screens. I also received an instant 50 INR cashback coupon applied automatically to my wallet. Fast, secure, and hassle-free payment system for Chennai customers.",4.0,Zomato,2024-01-28,Chennai,Telugu,,,,,3.0,4.0,753.0,,,,,,,,,,,,,,,,,,,,,,,,,smooth and seamless payment experience on the official biryanibox app the upi payment gateway processed our transaction instantly in under seconds without any lagging or error screens i also received an instant inr cashback coupon applied automatically to my wallet fast secure and hasslefree payment system for chennai customers,Food,Positive,Low
FB100218,CUS0038,RES007,BiryaniBox Pune,"Impressed by the ultra-fast delivery service from BiryaniBox Pune! The food arrived in just 22 minutes, well ahead of the estimated arrival time. The delivery partner was extremely polite, wore a clean uniform, and followed all drop-off instructions accurately. The packaging was piping hot and completely sealed with zero spillage. Seamless experience from app order placement to final delivery in Pune.",5.0,Zomato,2024-07-07,Pune,Hindi,,,,,5.0,5.0,750.0,,,,,,,,,,,,,,,,,,,,,,,,,impressed by the ultrafast delivery service from biryanibox pune the food arrived in just minutes well ahead of the estimated arrival time the delivery partner was extremely polite wore a clean uniform and followed all dropoff instructions accurately the packaging was piping hot and completely sealed with zero spillage seamless experience from app order placement to final delivery in pune,Delivery,Positive,Low
FB100219,CUS0039,RES008,BiryaniBox Mumbai,"Visited BiryaniBox Mumbai with colleagues for lunch and ordered the Mutton Fry Piece Biryani along with Apollo Fish. The meat was tender, falling off the bone effortlesly, and the ghee flavor in the rice was rich without feeling excessively heavy. The spices were perfectly balanced, satisfying everyone at our table. The starters were served piping hot with fresh onion rings and lemon wedges. Excellent culinary quality and great value for money in the Mumbai dining scene. ️",,Zomato,2024-05-05,Mumbai,English,,,,,5.0,5.0,1047.0,,,,,,,,,,,,,,,,,,,,,,,,,visited biryanibox mumbai with colleagues for lunch and ordered the mutton fry piece biryani along with apollo fish the meat was tender falling off the bone effortlesly and the ghee flavor in the rice was rich without feeling excessively heavy the spices were perfectly balanced satisfying everyone at our table the starters were served piping hot with fresh onion rings and lemon wedges excellent culinary quality and great value for money in the mumbai dining scene ️,Food,Positive,Low
FB100220,CUS0040,RES001,BiryaniBox Vijayawada,"The staff at BiryaniBox Vijayawada was professional but seemed overwhelmed by the weekend crowd in Vijayawada. Service was somewhat formal and hurried, though our table requests were eventually fulfilled. Standard hospitality overall, but hiring additional servers during peak hours would help ease staff stress. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Vijayawada remain commendable across repeat visits. We look forward to ordering our next meal here soon.",3.0,Zomato,2024-01-14,Vijayawada,Telugu,,,,,4.0,2.0,766.0,,,,,,,,,,,,,,,,,,,,,,,,,the staff at biryanibox vijayawada was professional but seemed overwhelmed by the weekend crowd in vijayawada service was somewhat formal and hurried though our table requests were eventually fulfilled standard hospitality overall but hiring additional servers during peak hours would help ease staff stress furthermore the staff hygiene standards and overall brand consistency at biryanibox vijayawada remain commendable across repeat visits we look forward to ordering our next meal here soon,Food,Positive,Low
FB100221,CUS0041,RES002,BiryaniBox Guntur,"Exorbitant waiting time exceeding 50 minutes at BiryaniBox Guntur! Staff kept repeatedly assuring us 'just 5 more minutes' without tracking the actual queue. People who arrived after us were seated earlier due to favoritism. Terribly mismanaged crowd handling that ruined our Sunday evening in Guntur. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Guntur remain commendable across repeat visits. We look forward to ordering our next meal here soon. www.swiggy.com/review/98214",1.0,Zomato,2024-03-22,Guntur,Hindi,,,,,1.0,1.0,1315.0,,,,,,,,,,,,,,,,,,,,,,,,,exorbitant waiting time exceeding minutes at biryanibox guntur staff kept repeatedly assuring us just more minutes without tracking the actual queue people who arrived after us were seated earlier due to favoritism terribly mismanaged crowd handling that ruined our sunday evening in guntur furthermore the staff hygiene standards and overall brand consistency at biryanibox guntur remain commendable across repeat visits we look forward to ordering our next meal here soon,Food,Negative,High
FB100222,CUS0042,RES003,BiryaniBox Hyderabad,"Moderate waiting queue at the entrance. The host managed seating fairly, taking around 15 minutes to assign us a table for four. Standard weekend waiting time. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Hyderabad remain commendable across repeat visits. We look forward to ordering our next meal here soon.",3.0,Zomato,2024-01-22,Hyderabad,English,,,,,3.0,2.0,1244.0,,,,,,,,,,,,,,,,,,,,,,,,,moderate waiting queue at the entrance the host managed seating fairly taking around minutes to assign us a table for four standard weekend waiting time furthermore the staff hygiene standards and overall brand consistency at biryanibox hyderabad remain commendable across repeat visits we look forward to ordering our next meal here soon,Food,Neutral,High
FB100223,CUS0043,RES004,BiryaniBox Visakhapatnam,"The Chicken Dum Biryani delivered today from BiryaniBox Visakhapatnam was dripping in excess oil, making the bottom layer of rice completely soggy. The spices tasted raw and unblended, causing severe stomach discomfort later in the evening. Quality has visibly declined at the Visakhapatnam branch over recent months. I cannot recommend this place until strict quality standards are restored.",1.0,Zomato,2024-03-09,Visakhapatnam,Telugu,,,,,1.0,1.0,941.0,,,,,,,,,,,,,,,,,,,,,,,,,the chicken dum biryani delivered today from biryanibox visakhapatnam was dripping in excess oil making the bottom layer of rice completely soggy the spices tasted raw and unblended causing severe stomach discomfort later in the evening quality has visibly declined at the visakhapatnam branch over recent months i cannot recommend this place until strict quality standards are restored,Food,Negative,High
