feedback_id,source,app_name,feedback_text,rating,created_date,language,platform,feedback_length,feedback_word_count,has_question,has_exclamation,is_feature_request,issue_type,primary_issue_type,has_rating,has_feedback_text
FDBK00315,Email,DoorDash,The app gave an inaccurate delivery estimate. While checking a previous order. It happened more than once. It is making the app difficult to use.,2.0,2025-11-21,English,Android,145,25,0,0,0,general_product_feedback,general_product_feedback,1,1
FDBK00316,Support Ticket,Zomato,The app is easy to use and checkout is very smooth. After the latest update. This has happened several times today. It is making the app difficult to use.,5.0,2026-07-11,English,Android,154,29,0,0,0,cart_checkout,cart_checkout,1,1
FDBK00317,Survey,DoorDash,The app crashes whenever I open the orders page. On my android phone. This has happened several times today. It is making the app difficult to use.,2.0,2025-10-22,Tamil,Web,147,27,0,0,0,app_crash,app_crash,1,1
FDBK00318,Email,DoorDash,The new interface is confusing and navigation takes too many steps. On my iphone. This has happened several times today. It is making the app difficult to use.,,2025-08-08,Telugu,iOS,159,28,0,0,0,ui_ux,ui_ux,0,1
FDBK00319,Social Media,Grubhub,The app takes too long to load even on a fast connection. When using mobile data. This has happened several times today. It is making the app difficult to use.,4.0,2025-05-21,English,Android,159,30,0,0,0,performance,performance,1,1
FDBK00320,App Store,Swiggy,I cannot log in after the latest update. After reopening the app. This has happened several times today. It is making the app difficult to use.,5.0,2025-02-21,English,Web,143,26,0,0,0,login_auth,login_auth,1,1
FDBK00321,Social Media,Zomato,Money was deducted but the order was not confirmed. During a busy lunch period. This has happened several times today. It is making the app difficult to use.,1.0,2025-12-05,English,Android,157,28,0,0,0,payment,payment,1,1
FDBK00322,Social Media,Zomato,The order tracking map stopped updating. While using the latest app version. This has happened several times today. It is making the app difficult to use.,3.0,2026-02-21,English,iOS,154,26,0,0,0,order_tracking,order_tracking,1,1
FDBK00323,Google Play,Grubhub,I did not receive the order confirmation notification. When trying to complete checkout. This has happened several times today. It is making the app difficult to use.,,2025-10-20,English,Android,166,27,0,0,0,notifications|cart_checkout,notifications,0,1
FDBK00324,App Store,Swiggy,Search results are not relevant to what I type. After returning to the app. This has happened several times today. It is making the app difficult to use.,,2025-06-29,Hindi,Web,153,28,0,0,0,search,search,0,1
FDBK00325,Google Play,DoorDash,Items disappear from my cart before checkout. While ordering from a saved address. This has happened several times today. It is making the app difficult to use.,1.0,2025-10-07,Telugu,Android,160,27,0,0,0,cart_checkout|account,cart_checkout,1,1
FDBK00326,Social Media,Grubhub,Please add dark mode to the app. When switching between wi-fi and mobile data. This has happened several times today. It is making the app difficult to use.,3.0,2025-10-12,Telugu,Web,156,28,0,0,1,feature_request,feature_request,1,1
FDBK00327,App Store,Swiggy,I cannot reach a real support agent through the app. During the evening. This has happened several times today. It is making the app difficult to use.,2.0,2025-05-18,English,Android,150,27,0,0,0,customer_support,customer_support,1,1
FDBK00328,App Store,Swiggy,My saved address disappeared after the app update. After placing a second order. This has happened several times today. It is making the app difficult to use.,5.0,2026-04-15,Tamil,iOS,158,27,0,0,0,account,account,1,1
FDBK00329,Email,Uber Eats,The app gave an inaccurate delivery estimate. When several items are in the cart. This has happened several times today. It is making the app difficult to use.,2.0,2025-10-30,Hindi,iOS,159,28,0,0,0,cart_checkout,cart_checkout,1,1
FDBK00330,Google Play,Zomato,The app is easy to use and checkout is very smooth. While checking a previous order. This has happened several times today. It is making the app difficult to use.,5.0,2025-03-30,English,Web,162,30,0,0,0,cart_checkout,cart_checkout,1,1
FDBK00331,Support Ticket,Uber Eats,The app crashes whenever I open the orders page. After the latest update. I had to restart the app to continue. It is making the app difficult to use.,1.0,2025-11-28,English,Web,150,29,0,0,0,app_crash,app_crash,1,1
FDBK00332,Email,Grubhub,The new interface is confusing and navigation takes too many steps. On my android phone. I had to restart the app to continue. It is making the app difficult to use.,2.0,2025-01-10,English,iOS,165,31,0,0,0,ui_ux,ui_ux,1,1
FDBK00333,Social Media,Swiggy,The app takes too long to load even on a fast connection. On my iphone. I had to restart the app to continue. It is making the app difficult to use.,1.0,2026-04-01,Hindi,iOS,148,31,0,0,0,performance,performance,1,1
FDBK00334,Email,DoorDash,I cannot log in after the latest update. When using mobile data. I had to restart the app to continue. It is making the app difficult to use.,5.0,2025-06-13,Tamil,Android,141,28,0,0,0,login_auth,login_auth,1,1
FDBK00335,App Store,Zomato,Money was deducted but the order was not confirmed. After reopening the app. I had to restart the app to continue. It is making the app difficult to use.,4.0,2025-10-30,English,Web,153,29,0,0,0,payment,payment,1,1
FDBK00336,Email,DoorDash,The order tracking map stopped updating. During a busy lunch period. I had to restart the app to continue. It is making the app difficult to use.,5.0,2025-06-06,Hindi,Web,145,27,0,0,0,order_tracking,order_tracking,1,1
FDBK00337,App Store,Grubhub,I did not receive the order confirmation notification. While using the latest app version. I had to restart the app to continue. It is making the app difficult to use.,,2026-05-07,English,Web,167,30,0,0,0,notifications,notifications,0,1
FDBK00338,Email,Swiggy,Search results are not relevant to what I type. When trying to complete checkout. I had to restart the app to continue. It is making the app difficult to use.,1.0,2026-06-25,English,Android,158,30,0,0,0,search|cart_checkout,search,1,1
FDBK00339,Support Ticket,Grubhub,Items disappear from my cart before checkout. After returning to the app. I had to restart the app to continue. It is making the app difficult to use.,2.0,2026-04-07,Hindi,Android,150,28,0,0,0,cart_checkout,cart_checkout,1,1
FDBK00340,Email,Uber Eats,Please add dark mode to the app. While ordering from a saved address. I had to restart the app to continue. It is making the app difficult to use.,1.0,2025-07-30,English,Web,146,29,0,0,1,feature_request|account,feature_request,1,1
FDBK00341,Email,Swiggy,I cannot reach a real support agent through the app. When switching between wi-fi and mobile data. I had to restart the app to continue. It is making the app difficult to use.,3.0,2025-05-16,Telugu,Web,175,33,0,0,0,customer_support,customer_support,1,1
FDBK00342,Support Ticket,Swiggy,My saved address disappeared after the app update. During the evening. I had to restart the app to continue. It is making the app difficult to use.,3.0,2025-11-12,Tamil,Android,147,27,0,0,0,account,account,1,1
FDBK00343,Support Ticket,Swiggy,The app gave an inaccurate delivery estimate. After placing a second order. I had to restart the app to continue. It is making the app difficult to use.,3.0,2025-03-16,Telugu,Android,152,28,0,0,0,general_product_feedback,general_product_feedback,1,1
FDBK00344,Support Ticket,Uber Eats,The app is easy to use and checkout is very smooth. When several items are in the cart. I had to restart the app to continue. It is making the app difficult to use.,4.0,2025-03-12,English,Android,164,34,0,0,0,cart_checkout,cart_checkout,1,1
FDBK00345,Survey,Uber Eats,The app crashes whenever I open the orders page. While checking a previous order. I had to restart the app to continue. It is making the app difficult to use.,3.0,2026-07-03,Hindi,Android,158,30,0,0,0,app_crash,app_crash,1,1
FDBK00346,Support Ticket,Swiggy,The new interface is confusing and navigation takes too many steps. After the latest update. I had to try the same action again. It is making the app difficult to use.,5.0,2026-07-07,English,Web,167,31,0,0,0,ui_ux,ui_ux,1,1
FDBK00347,App Store,Swiggy,The app takes too long to load even on a fast connection. On my android phone. I had to try the same action again. It is making the app difficult to use.,5.0,2026-06-26,English,iOS,153,32,0,0,0,performance,performance,1,1
FDBK00348,Survey,Zomato,I cannot log in after the latest update. On my iphone. I had to try the same action again. It is making the app difficult to use.,4.0,2026-04-20,English,Web,129,27,0,0,0,login_auth,login_auth,1,1
FDBK00349,App Store,Swiggy,Money was deducted but the order was not confirmed. When using mobile data. I had to try the same action again. It is making the app difficult to use.,2.0,2025-12-21,English,Web,150,29,0,0,0,payment,payment,1,1
FDBK00350,Google Play,Swiggy,The order tracking map stopped updating. After reopening the app. I had to try the same action again. It is making the app difficult to use.,2.0,2025-01-17,Telugu,Android,140,26,0,0,0,order_tracking,order_tracking,1,1
FDBK00351,Social Media,Swiggy,I did not receive the order confirmation notification. During a busy lunch period. I had to try the same action again. It is making the app difficult to use.,2.0,2026-04-03,Hindi,Web,157,29,0,0,0,notifications,notifications,1,1
FDBK00352,Google Play,Zomato,Search results are not relevant to what I type. While using the latest app version. I had to try the same action again. It is making the app difficult to use.,,2025-08-28,Telugu,iOS,158,31,0,0,0,search,search,0,1
FDBK00353,Email,DoorDash,Items disappear from my cart before checkout. When trying to complete checkout. I had to try the same action again. It is making the app difficult to use.,4.0,2025-08-28,English,iOS,154,28,0,0,0,cart_checkout,cart_checkout,1,1
FDBK00354,Support Ticket,DoorDash,Please add dark mode to the app. After returning to the app. I had to try the same action again. It is making the app difficult to use.,3.0,2025-05-27,English,Android,135,28,0,0,1,feature_request,feature_request,1,1
FDBK00355,Support Ticket,Uber Eats,I cannot reach a real support agent through the app. While ordering from a saved address. I had to try the same action again. It is making the app difficult to use.,1.0,2026-03-14,Telugu,iOS,164,32,0,0,0,customer_support|account,customer_support,1,1
FDBK00356,Support Ticket,Uber Eats,My saved address disappeared after the app update. When switching between wi-fi and mobile data. I had to try the same action again. It is making the app difficult to use.,2.0,2026-03-03,English,Web,171,31,0,0,0,account,account,1,1
FDBK00357,Social Media,Zomato,The app gave an inaccurate delivery estimate. During the evening. I had to try the same action again. It is making the app difficult to use.,2.0,2025-04-09,Hindi,Android,140,26,0,0,0,general_product_feedback,general_product_feedback,1,1
FDBK00358,Email,Grubhub,The app is easy to use and checkout is very smooth. After placing a second order. I had to try the same action again. It is making the app difficult to use.,5.0,2026-07-30,English,Web,156,32,0,0,0,cart_checkout,cart_checkout,1,1
FDBK00359,Support Ticket,Swiggy,The app crashes whenever I open the orders page. When several items are in the cart. I had to try the same action again. It is making the app difficult to use.,2.0,2025-06-09,Hindi,iOS,159,32,0,0,0,app_crash|cart_checkout,app_crash,1,1
FDBK00360,Support Ticket,Uber Eats,The new interface is confusing and navigation takes too many steps. While checking a previous order. I had to try the same action again. It is making the app difficult to use.,1.0,2025-05-04,Tamil,Android,175,32,0,0,0,ui_ux,ui_ux,1,1
FDBK00361,Email,Grubhub,The app takes too long to load even on a fast connection. After the latest update. The problem made the order process difficult. It is making the app difficult to use.,,2025-03-16,English,Web,167,31,0,0,0,performance,performance,0,1
FDBK00362,Google Play,Zomato,I cannot log in after the latest update. On my android phone. The problem made the order process difficult. It is making the app difficult to use.,2.0,2025-02-08,English,Android,146,27,0,0,0,login_auth,login_auth,1,1
FDBK00363,Email,Zomato,Money was deducted but the order was not confirmed. On my iphone. The problem made the order process difficult. It is making the app difficult to use.,5.0,2026-06-05,Hindi,Android,150,27,0,0,0,payment,payment,1,1
FDBK00364,Support Ticket,Uber Eats,The order tracking map stopped updating. When using mobile data. The problem made the order process difficult. It is making the app difficult to use.,,2026-07-20,Hindi,iOS,149,25,0,0,0,order_tracking,order_tracking,0,1
FDBK00365,Email,Uber Eats,I did not receive the order confirmation notification. After reopening the app. The problem made the order process difficult. It is making the app difficult to use.,2.0,2025-12-11,Hindi,Android,164,27,0,0,0,notifications,notifications,1,1
FDBK00366,Support Ticket,DoorDash,Search results are not relevant to what I type. During a busy lunch period. The problem made the order process difficult. It is making the app difficult to use.,2.0,2026-04-26,Hindi,Android,160,29,0,0,0,search,search,1,1
FDBK00367,App Store,Swiggy,Items disappear from my cart before checkout. While using the latest app version. The problem made the order process difficult. It is making the app difficult to use.,5.0,2026-07-31,English,Web,166,28,0,0,0,cart_checkout,cart_checkout,1,1
FDBK00368,Support Ticket,Zomato,Please add dark mode to the app. When trying to complete checkout. The problem made the order process difficult. It is making the app difficult to use.,2.0,2025-10-30,Hindi,Android,151,27,0,0,1,cart_checkout|feature_request,cart_checkout,1,1
FDBK00369,Survey,Uber Eats,I cannot reach a real support agent through the app. After returning to the app. The problem made the order process difficult. It is making the app difficult to use.,2.0,2026-05-27,Hindi,Android,165,30,0,0,0,customer_support,customer_support,1,1
FDBK00370,Social Media,Grubhub,My saved address disappeared after the app update. While ordering from a saved address. The problem made the order process difficult. It is making the app difficult to use.,2.0,2025-12-27,Hindi,Android,172,29,0,0,0,account,account,1,1
FDBK00371,Google Play,Swiggy,The app gave an inaccurate delivery estimate. When switching between wi-fi and mobile data. The problem made the order process difficult. It is making the app difficult to use.,4.0,2026-07-10,Tamil,Android,176,29,0,0,0,general_product_feedback,general_product_feedback,1,1
FDBK00372,Social Media,Zomato,The app is easy to use and checkout is very smooth. During the evening. The problem made the order process difficult. It is making the app difficult to use.,4.0,2025-01-07,English,Android,156,29,0,0,0,cart_checkout,cart_checkout,1,1
FDBK00373,Survey,DoorDash,The app crashes whenever I open the orders page. After placing a second order. The problem made the order process difficult. It is making the app difficult to use.,4.0,2025-10-01,English,Web,163,29,0,0,0,app_crash,app_crash,1,1
FDBK00374,Email,Grubhub,The new interface is confusing and navigation takes too many steps. When several items are in the cart. The problem made the order process difficult. It is making the app difficult to use.,1.0,2026-05-15,Hindi,Android,188,33,0,0,0,ui_ux|cart_checkout,ui_ux,1,1
FDBK00375,Support Ticket,Swiggy,The app takes too long to load even on a fast connection. While checking a previous order. The problem made the order process difficult. It is making the app difficult to use.,4.0,2025-01-18,Telugu,Web,175,32,0,0,0,performance,performance,1,1
FDBK00376,Email,Zomato,I cannot log in after the latest update. After the latest update. The issue is still happening. It is making the app difficult to use.,1.0,2025-07-03,English,Android,134,25,0,0,0,login_auth,login_auth,1,1
FDBK00377,Support Ticket,DoorDash,Money was deducted but the order was not confirmed. On my android phone. The issue is still happening. It is making the app difficult to use.,,2026-06-24,Hindi,Android,141,26,0,0,0,payment,payment,0,1
FDBK00378,Email,Zomato,The order tracking map stopped updating. On my iphone. The issue is still happening. It is making the app difficult to use.,3.0,2026-01-18,Tamil,Android,123,22,0,0,0,order_tracking,order_tracking,1,1
FDBK00379,Social Media,Swiggy,I did not receive the order confirmation notification. When using mobile data. The issue is still happening. It is making the app difficult to use.,5.0,2025-11-04,English,Web,147,25,0,0,0,notifications,notifications,1,1
FDBK00380,Survey,Swiggy,Search results are not relevant to what I type. After reopening the app. The issue is still happening. It is making the app difficult to use.,4.0,2026-01-24,Tamil,Android,141,26,0,0,0,search,search,1,1
FDBK00381,Survey,DoorDash,Items disappear from my cart before checkout. During a busy lunch period. The issue is still happening. It is making the app difficult to use.,3.0,2025-06-25,Telugu,Android,142,25,0,0,0,cart_checkout,cart_checkout,1,1
FDBK00382,App Store,Grubhub,Please add dark mode to the app. While using the latest app version. The issue is still happening. It is making the app difficult to use.,2.0,2026-06-25,Hindi,iOS,137,26,0,0,1,feature_request,feature_request,1,1
FDBK00383,Support Ticket,Grubhub,I cannot reach a real support agent through the app. When trying to complete checkout. The issue is still happening. It is making the app difficult to use.,5.0,2025-02-17,Telugu,Android,155,28,0,0,0,cart_checkout|customer_support,cart_checkout,1,1
FDBK00384,App Store,Grubhub,My saved address disappeared after the app update. After returning to the app. The issue is still happening. It is making the app difficult to use.,1.0,2025-03-07,English,Web,147,26,0,0,0,account,account,1,1
FDBK00385,Email,Zomato,The app gave an inaccurate delivery estimate. While ordering from a saved address. The issue is still happening. It is making the app difficult to use.,2.0,2025-03-20,Telugu,Web,151,26,0,0,0,account,account,1,1
FDBK00386,Social Media,Zomato,The app is easy to use and checkout is very smooth. When switching between wi-fi and mobile data. The issue is still happening. It is making the app difficult to use.,5.0,2026-08-07,Tamil,Android,166,31,0,0,0,cart_checkout,cart_checkout,1,1
FDBK00387,Google Play,Uber Eats,The app crashes whenever I open the orders page. During the evening. The issue is still happening. It is making the app difficult to use.,1.0,2026-05-28,English,Android,137,25,0,0,0,app_crash,app_crash,1,1
FDBK00388,Support Ticket,Swiggy,The new interface is confusing and navigation takes too many steps. After placing a second order. The issue is still happening. It is making the app difficult to use.,,2025-12-15,Tamil,iOS,166,29,0,0,0,ui_ux,ui_ux,0,1
FDBK00389,Support Ticket,Grubhub,The app takes too long to load even on a fast connection. When several items are in the cart. The issue is still happening. It is making the app difficult to use.,2.0,2026-04-07,Hindi,Web,162,32,0,0,0,performance|cart_checkout,performance,1,1
FDBK00390,Email,DoorDash,I cannot log in after the latest update. While checking a previous order. The issue is still happening. It is making the app difficult to use.,1.0,2025-07-10,English,Android,142,26,0,0,0,login_auth,login_auth,1,1
FDBK00391,Survey,Zomato,Money was deducted but the order was not confirmed. After the latest update. This worked correctly before. It is making the app difficult to use.,2.0,2025-03-26,Tamil,Web,145,25,0,0,0,payment,payment,1,1
FDBK00392,Google Play,Swiggy,The order tracking map stopped updating. On my android phone. This worked correctly before. It is making the app difficult to use.,1.0,2025-11-21,English,Web,130,22,0,0,0,order_tracking,order_tracking,1,1
FDBK00393,App Store,Swiggy,I did not receive the order confirmation notification. On my iphone. This worked correctly before. It is making the app difficult to use.,1.0,2026-04-01,English,Web,137,23,0,0,0,notifications,notifications,1,1
FDBK00394,Google Play,Swiggy,Search results are not relevant to what I type. When using mobile data. This worked correctly before. It is making the app difficult to use.,1.0,2026-04-05,English,Android,140,25,0,0,0,search,search,1,1
FDBK00395,Support Ticket,Uber Eats,Items disappear from my cart before checkout. After reopening the app. This worked correctly before. It is making the app difficult to use.,1.0,2025-11-29,Hindi,Android,139,23,0,0,0,cart_checkout,cart_checkout,1,1
FDBK00396,Email,Zomato,Please add dark mode to the app. During a busy lunch period. This worked correctly before. It is making the app difficult to use.,4.0,2026-07-27,Tamil,Web,129,24,0,0,1,feature_request,feature_request,1,1
FDBK00397,Support Ticket,DoorDash,I cannot reach a real support agent through the app. While using the latest app version. This worked correctly before. It is making the app difficult to use.,2.0,2025-06-23,Hindi,Android,157,28,0,0,0,customer_support,customer_support,1,1
FDBK00398,Support Ticket,Uber Eats,My saved address disappeared after the app update. When trying to complete checkout. This worked correctly before. It is making the app difficult to use.,3.0,2025-06-03,English,Web,153,25,0,0,0,cart_checkout|account,cart_checkout,1,1
FDBK00399,App Store,Uber Eats,The app gave an inaccurate delivery estimate. After returning to the app. This worked correctly before. It is making the app difficult to use.,2.0,2025-03-20,Telugu,Android,142,24,0,0,0,general_product_feedback,general_product_feedback,1,1
FDBK00400,Support Ticket,Swiggy,The app is easy to use and checkout is very smooth. While ordering from a saved address. This worked correctly before. It is making the app difficult to use.,4.0,2026-04-14,Hindi,iOS,157,29,0,0,0,cart_checkout|account,cart_checkout,1,1
FDBK00401,Support Ticket,Uber Eats,The app crashes whenever I open the orders page. When switching between wi-fi and mobile data. This worked correctly before. It is making the app difficult to use.,3.0,2026-01-25,Tamil,Android,163,28,0,0,0,app_crash,app_crash,1,1
FDBK00402,Social Media,Zomato,The new interface is confusing and navigation takes too many steps. During the evening. This worked correctly before. It is making the app difficult to use.,4.0,2025-04-11,Hindi,iOS,156,26,0,0,0,ui_ux,ui_ux,1,1
FDBK00403,Support Ticket,Uber Eats,The app takes too long to load even on a fast connection. After placing a second order. This worked correctly before. It is making the app difficult to use.,2.0,2025-07-01,Telugu,Android,156,29,0,0,0,performance,performance,1,1
FDBK00404,Survey,DoorDash,I cannot log in after the latest update. When several items are in the cart. This worked correctly before. It is making the app difficult to use.,2.0,2025-11-30,English,Android,145,27,0,0,0,login_auth|cart_checkout,login_auth,1,1
FDBK00405,Email,Swiggy,Money was deducted but the order was not confirmed. While checking a previous order. This worked correctly before. It is making the app difficult to use.,5.0,2026-07-13,Tamil,Web,153,26,0,0,0,payment,payment,1,1
FDBK00406,Support Ticket,Swiggy,The order tracking map stopped updating. After the latest update. I expected the app to handle this more smoothly. It is making the app difficult to use.,,2025-08-03,Hindi,Web,153,27,0,0,0,order_tracking,order_tracking,0,1
FDBK00407,Support Ticket,Zomato,I did not receive the order confirmation notification. On my android phone. I expected the app to handle this more smoothly. It is making the app difficult to use.,2.0,2025-05-23,Tamil,Web,163,29,0,0,0,notifications,notifications,1,1
FDBK00408,Email,Uber Eats,Search results are not relevant to what I type. On my iphone. I expected the app to handle this more smoothly. It is making the app difficult to use.,3.0,2026-01-22,Telugu,Web,149,29,0,0,0,search,search,1,1
FDBK00409,Google Play,DoorDash,Items disappear from my cart before checkout. When using mobile data. I expected the app to handle this more smoothly. It is making the app difficult to use.,4.0,2026-07-02,Tamil,Android,157,28,0,0,0,cart_checkout,cart_checkout,1,1
FDBK00410,Social Media,DoorDash,Please add dark mode to the app. After reopening the app. I expected the app to handle this more smoothly. It is making the app difficult to use.,5.0,2025-04-22,English,Android,145,28,0,0,1,feature_request,feature_request,1,1
FDBK00411,Support Ticket,Uber Eats,I cannot reach a real support agent through the app. During a busy lunch period. I expected the app to handle this more smoothly. It is making the app difficult to use.,,2026-07-31,English,Android,168,32,0,0,0,customer_support,customer_support,0,1
FDBK00412,Email,Grubhub,My saved address disappeared after the app update. While using the latest app version. I expected the app to handle this more smoothly. It is making the app difficult to use.,2.0,2025-11-04,Telugu,Android,174,31,0,0,0,account,account,1,1
FDBK00413,Survey,Grubhub,The app gave an inaccurate delivery estimate. When trying to complete checkout. I expected the app to handle this more smoothly. It is making the app difficult to use.,3.0,2026-02-04,Tamil,Android,167,29,0,0,0,cart_checkout,cart_checkout,1,1
FDBK00414,Google Play,DoorDash,The app is easy to use and checkout is very smooth. After returning to the app. I expected the app to handle this more smoothly. It is making the app difficult to use.,5.0,2025-12-20,Hindi,Android,167,33,0,0,0,cart_checkout,cart_checkout,1,1
FDBK00415,Support Ticket,DoorDash,The app crashes whenever I open the orders page. While ordering from a saved address. I expected the app to handle this more smoothly. It is making the app difficult to use.,2.0,2025-04-29,Hindi,Android,173,32,0,0,0,app_crash|account,app_crash,1,1
FDBK00416,Survey,Swiggy,The new interface is confusing and navigation takes too many steps. When switching between wi-fi and mobile data. I expected the app to handle this more smoothly. It is making the app difficult to use.,2.0,2026-06-18,Hindi,Web,201,35,0,0,0,ui_ux,ui_ux,1,1
FDBK00417,Google Play,Swiggy,The app takes too long to load even on a fast connection. During the evening. I expected the app to handle this more smoothly. It is making the app difficult to use.,2.0,2025-11-23,English,iOS,165,32,0,0,0,performance,performance,1,1
FDBK00418,App Store,Grubhub,I cannot log in after the latest update. After placing a second order. I expected the app to handle this more smoothly. It is making the app difficult to use.,5.0,2025-04-22,English,Android,158,30,0,0,0,login_auth,login_auth,1,1
FDBK00419,App Store,Uber Eats,Money was deducted but the order was not confirmed. When several items are in the cart. I expected the app to handle this more smoothly. It is making the app difficult to use.,3.0,2025-12-05,Tamil,Android,175,33,0,0,0,payment|cart_checkout,payment,1,1
FDBK00420,Google Play,Grubhub,The order tracking map stopped updating. While checking a previous order. I expected the app to handle this more smoothly. It is making the app difficult to use.,3.0,2025-07-10,English,Web,161,28,0,0,0,order_tracking,order_tracking,1,1
FDBK00421,Social Media,Zomato,I did not receive the order confirmation notification. After the latest update. The problem started recently. It is making the app difficult to use.,1.0,2026-03-16,English,iOS,148,24,0,0,0,notifications,notifications,1,1
FDBK00422,Email,Zomato,Search results are not relevant to what I type. On my android phone. The problem started recently. It is making the app difficult to use.,,2025-03-06,English,iOS,137,25,0,0,0,search,search,0,1
FDBK00423,Support Ticket,Uber Eats,Items disappear from my cart before checkout. On my iphone. The problem started recently. It is making the app difficult to use.,1.0,2025-07-21,Telugu,iOS,128,22,0,0,0,cart_checkout,cart_checkout,1,1
FDBK00424,Google Play,DoorDash,Please add dark mode to the app. When using mobile data. The problem started recently. It is making the app difficult to use.,4.0,2026-02-02,English,Web,125,23,0,0,1,feature_request,feature_request,1,1
FDBK00425,Email,Swiggy,I cannot reach a real support agent through the app. After reopening the app. The problem started recently. It is making the app difficult to use.,4.0,2025-06-26,Tamil,Android,146,26,0,0,0,customer_support,customer_support,1,1
FDBK00426,Support Ticket,Swiggy,My saved address disappeared after the app update. During a busy lunch period. The problem started recently. It is making the app difficult to use.,2.0,2025-11-17,English,iOS,147,25,0,0,0,account,account,1,1
FDBK00427,Email,Zomato,The app gave an inaccurate delivery estimate. While using the latest app version. The problem started recently. It is making the app difficult to use.,3.0,2025-05-25,Telugu,Web,150,25,0,0,0,general_product_feedback,general_product_feedback,1,1
FDBK00428,Social Media,Grubhub,The app is easy to use and checkout is very smooth. When trying to complete checkout. The problem started recently. It is making the app difficult to use.,5.0,2026-10-03,Tamil,Android,154,28,0,0,0,cart_checkout,cart_checkout,1,1
FDBK00429,Support Ticket,Zomato,The app crashes whenever I open the orders page. After returning to the app. The problem started recently. It is making the app difficult to use.,3.0,2026-07-23,English,iOS,145,26,0,0,0,app_crash,app_crash,1,1
FDBK00430,Support Ticket,Swiggy,The new interface is confusing and navigation takes too many steps. While ordering from a saved address. The problem started recently. It is making the app difficult to use.,,2026-04-07,Hindi,Android,173,29,0,0,0,ui_ux|account,ui_ux,0,1
FDBK00431,Email,Uber Eats,The app takes too long to load even on a fast connection. When switching between wi-fi and mobile data. The problem started recently. It is making the app difficult to use.,4.0,2025-07-19,Hindi,Web,172,31,0,0,0,performance,performance,1,1
FDBK00432,App Store,Swiggy,I cannot log in after the latest update. During the evening. The problem started recently. It is making the app difficult to use.,3.0,2026-03-02,Telugu,Android,129,23,0,0,0,login_auth,login_auth,1,1
FDBK00433,Support Ticket,Zomato,Money was deducted but the order was not confirmed. After placing a second order. The problem started recently. It is making the app difficult to use.,1.0,2025-08-14,Telugu,iOS,150,26,0,0,0,payment,payment,1,1
FDBK00434,Social Media,Uber Eats,The order tracking map stopped updating. When several items are in the cart. The problem started recently. It is making the app difficult to use.,4.0,2025-06-22,Telugu,Android,145,25,0,0,0,order_tracking|cart_checkout,order_tracking,1,1
FDBK00435,Email,DoorDash,I did not receive the order confirmation notification. While checking a previous order. The problem started recently. It is making the app difficult to use.,,2025-04-27,Telugu,Android,156,25,0,0,0,notifications,notifications,0,1
FDBK00436,Google Play,Zomato,Search results are not relevant to what I type. After the latest update. I could not complete the task without retrying. It is making the app difficult to use.,3.0,2026-03-28,English,Android,159,29,0,0,0,search,search,1,1
FDBK00437,Google Play,Uber Eats,Items disappear from my cart before checkout. On my android phone. I could not complete the task without retrying. It is making the app difficult to use.,2.0,2026-06-04,English,Android,153,27,0,0,0,cart_checkout,cart_checkout,1,1
FDBK00438,Social Media,Grubhub,Please add dark mode to the app. On my iphone. I could not complete the task without retrying. It is making the app difficult to use.,,2025-03-08,Tamil,Web,133,26,0,0,1,feature_request,feature_request,0,1
FDBK00439,App Store,Zomato,I cannot reach a real support agent through the app. When using mobile data. I could not complete the task without retrying. It is making the app difficult to use.,,2025-06-19,English,iOS,163,30,0,0,0,customer_support,customer_support,0,1
FDBK00440,Email,Zomato,My saved address disappeared after the app update. After reopening the app. I could not complete the task without retrying. It is making the app difficult to use.,4.0,2026-06-30,English,iOS,162,28,0,0,0,account,account,1,1
FDBK00441,Email,Swiggy,The app gave an inaccurate delivery estimate. During a busy lunch period. I could not complete the task without retrying. It is making the app difficult to use.,,2025-10-24,English,Web,160,28,0,0,0,general_product_feedback,general_product_feedback,0,1
FDBK00442,App Store,Zomato,The app is easy to use and checkout is very smooth. While using the latest app version. I could not complete the task without retrying. It is making the app difficult to use.,5.0,2025-02-03,English,Android,174,33,0,0,0,cart_checkout,cart_checkout,1,1
FDBK00443,Social Media,Uber Eats,The app crashes whenever I open the orders page. When trying to complete checkout. I could not complete the task without retrying. It is making the app difficult to use.,,2025-11-26,Hindi,Android,169,30,0,0,0,app_crash|cart_checkout,app_crash,0,1
FDBK00444,Survey,Swiggy,The new interface is confusing and navigation takes too many steps. After returning to the app. I could not complete the task without retrying. It is making the app difficult to use.,3.0,2025-10-03,Tamil,Android,182,32,0,0,0,ui_ux,ui_ux,1,1
FDBK00445,Support Ticket,Uber Eats,The app takes too long to load even on a fast connection. While ordering from a saved address. I could not complete the task without retrying. It is making the app difficult to use.,5.0,2026-02-17,Hindi,iOS,181,34,0,0,0,performance|account,performance,1,1
FDBK00446,Survey,DoorDash,I cannot log in after the latest update. When switching between wi-fi and mobile data. I could not complete the task without retrying. It is making the app difficult to use.,5.0,2025-01-03,English,Web,173,31,0,0,0,login_auth,login_auth,1,1
FDBK00447,App Store,Uber Eats,Money was deducted but the order was not confirmed. During the evening. I could not complete the task without retrying. It is making the app difficult to use.,,2025-08-12,English,iOS,158,28,0,0,0,payment,payment,0,1
