feedback_id,customer_id,restaurant_id,restaurant_name,city,rating,food_rating,delivery_rating,feedback_text,order_value,created_date,source,language
FB100264,CUS0084,RES005,BiryaniBox Bengaluru,Bengaluru,3,3,4,"Appalling staff behavior at BiryaniBox Bengaluru! The waiter was extremely rude, condescending, and indifferent when we politely inquired about our delayed order after 35 minutes of waiting. Rather than resolving the issue, he argued aggressively in front of other guests. Unprofessional conduct that ruined our lunch in Bengaluru. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Bengaluru remain commendable across repeat visits. We look forward to ordering our next meal here soon.",1485,2024-06-26,Zomato,English
FB100265,CUS0085,RES006,BiryaniBox Chennai,Chennai,3,3,3,"Had lunch at BiryaniBox Chennai today and tried the Special Chicken Dum Biryani. The rice quality was good and the spice blend tasted authentic, but the chicken pieces felt a bit dry in the center. The raita was fresh, though the salan portion was slightly inadequate for two people. Overall, the meal was satisfactory for a quick weekday lunch, but there is definite room for improvement in meat tenderness and gravy consistency.",539,07/07/2024,Zomato,Telugu
FB100266,CUS0086,RES007,BiryaniBox Pune,Pune,4,4,4,"Prompt and swift table service! Even with a full dining room, the staff managed orders flawlessly. Starters arrived in 7 minutes and main course biryani was brought out right after. Smooth dining experience without tedious waiting. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Pune remain commendable across repeat visits. We look forward to ordering our next meal here soon.",718,2024-02-02,Zomato,Hindi
FB100267,CUS0087,RES008,BiryaniBox Mumbai,Mumbai,4,4,4,"Flawless digital experience from menu browsing to final payment. The search bar auto-suggests popular starters and combos intelligently. Zero bugs or crashes encountered on Android. Highly refined mobile app! Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Mumbai remain commendable across repeat visits. We look forward to ordering our next meal here soon.",932,2024-01-16,Zomato,English
FB100268,CUS0088,RES001,BiryaniBox Vijayawada,Vijayawada,,2,1,"No cutlery or napkins were included despite ticking the request box in the app. The curry container was cracked on one side, allowing oil to seep through the paper bag onto my car seat during pickup. Careless packaging management that reflects poor attention to detail at BiryaniBox Vijayawada. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Vijayawada remain commendable across repeat visits. We look forward to ordering our next meal here soon.",1541,2024-03-06,Zomato,Telugu
FB100269,CUS0089,RES002,BiryaniBox Guntur,Guntur,5,5,5,"Slick app experience with instant login via OTP. Saving favorite delivery addresses and re-ordering past meals takes just two taps. Notifications regarding order status and discount offers are timely without feeling spammy. 5 stars for app usability! Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Guntur remain commendable across repeat visits. We look forward to ordering our next meal here soon.",1273,2024-04-13,Zomato,Hindi
FB100270,CUS0090,RES003,BiryaniBox Hyderabad,Hyderabad,5,5,5,"Excellent queue management system using SMS notifications. We were given a token number and received an automated text when our table was ready in 8 minutes. Organized and hassle-free waiting experience at the Hyderabad location. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Hyderabad remain commendable across repeat visits. We look forward to ordering our next meal here soon.",1368,2024-07-05,Zomato,English
FB100271,CUS0091,RES004,BiryaniBox Visakhapatnam,Visakhapatnam,4,5,4,"The restaurant personnel at BiryaniBox Visakhapatnam were professional and well trained. Staff members wore masks and gloves, maintaining strict hygiene standards. Orders were served hot and fresh with minimal waiting time. Their friendly attitude made our celebration memorable. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Visakhapatnam remain commendable across repeat visits. We look forward to ordering our next meal here soon.",1477,15/05/2024,Zomato,Telugu
FB100272,CUS0092,RES005,BiryaniBox Bengaluru,Bengaluru,4,4,5,"Excellent queue management system using SMS notifications. We were given a token number and received an automated text when our table was ready in 8 minutes. Organized and hassle-free waiting experience at the Bengaluru location. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Bengaluru remain commendable across repeat visits. We look forward to ordering our next meal here soon.",1525,2024-07-24,Zomato,Hindi
FB100273,CUS0093,RES006,BiryaniBox Chennai,Chennai,1,1,1,"Frequent app glitches and login errors! My saved addresses and loyalty points vanished after the latest app update. Customer support chat feature within the app loops endlessly without connecting to an agent. Unusable mobile application! Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Chennai remain commendable across repeat visits. We look forward to ordering our next meal here soon.",988,2024-01-25,Zomato,English
FB100274,CUS0094,RES007,BiryaniBox Pune,Pune,4,4,4,"Prompt refund processing when an item was out of stock! The auto-refund was credited back to my UPI bank account within 10 minutes with clear SMS updates. Transparent financial handling that builds immense trust with customers in Pune. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Pune remain commendable across repeat visits. We look forward to ordering our next meal here soon.",1391,2024-05-10,Zomato,Telugu
FB100275,CUS0095,RES008,BiryaniBox Mumbai,Mumbai,1,2,2,"Appalling staff behavior at BiryaniBox Mumbai! The waiter was extremely rude, condescending, and indifferent when we politely inquired about our delayed order after 35 minutes of waiting. Rather than resolving the issue, he argued aggressively in front of other guests. Unprofessional conduct that ruined our lunch in Mumbai. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Mumbai remain commendable across repeat visits. We look forward to ordering our next meal here soon.",780,2024-07-05,Zomato,Hindi
FB100276,CUS0096,RES001,BiryaniBox Vijayawada,Vijayawada,5,5,5,"Top marks for packaging! The food arrived piping hot thanks to the insulated container design used by BiryaniBox Vijayawada. Even during a long transit across Vijayawada, there was zero leakage of gravy or oil. Cutlery, napkins, and mouth fresheners were neatly tucked into a separate pocket inside the delivery bag. Thoughtful packaging that enhances the overall meal experience.",904,2024-02-17,Zomato,English
FB100277,CUS0097,RES002,BiryaniBox Guntur,Guntur,3,2,2,"We ordered the Hyderabadi Chicken Dum Biryani and Special Boneless Starter from the Guntur branch for a weekend family gathering. The aromatic basmati rice was cooked to perfection with rich ghee, cardamom, and authentic spices that elevated every bite. The chicken pieces were remarkably juicy and tender throughout. The mirchi ka salan and refreshing curd raita complemented the main dish beautifully. Portion size was very generous, easily satisfying our entire group. We will definitely order again soon.",1373,2024-03-05,Zomato,Telugu
FB100278,,RES003,BiryaniBox Hyderabad,Hyderabad,1,1,1,"Extremely poor delivery coordination. The rider assigned to our order got lost in Hyderabad and kept arguing over the phone instead of checking GPS directions. By the time he reached our location, the food was stone cold and unappetizing. Furthermore, the delivery partner was rude when handed payment. BiryaniBox must train their delivery personnel properly.",780,2024-02-18,Zomato,Hindi
FB100279,CUS0099,RES004,BiryaniBox Visakhapatnam,Visakhapatnam,4,4,3,"Exceptional value for money at BiryaniBox Visakhapatnam! The family biryani combo easily fed four adults with generous portions of juicy chicken, fragrant rice, two starters, and desserts. Applying the promotional coupon on the app gave us a flat 20% discount, making the meal amazingly affordable. Outstanding price-to-quality ratio in Visakhapatnam. Highly recommended!",458,2024-04-17,Zomato,English
FB100280,CUS0100,RES005,BiryaniBox Bengaluru,Bengaluru,4,3,4,"Excellent queue management system using SMS notifications. We were given a token number and received an automated text when our table was ready in 8 minutes. Organized and hassle-free waiting experience at the Bengaluru location. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Bengaluru remain commendable across repeat visits. We look forward to ordering our next meal here soon.",1153,2024-05-21,Zomato,Telugu
FB100281,CUS0101,RES006,BiryaniBox Chennai,Chennai,2,1,2,"Hidden charges and inflated prices ruined our ordering experience. The app displayed a lower price initially, but added excessive surge charges, packaging fees, and delivery markups at checkout. Not worth the steep cost for average tasting biryani. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Chennai remain commendable across repeat visits. We look forward to ordering our next meal here soon.",1032,2024-01-12,Zomato,Hindi
FB100282,CUS0102,RES007,BiryaniBox Pune,Pune,5,5,5,"The packaging quality from biryaniiBox Pune is top-class! They use sturdy, eco-friendly tin containers with tamper-evident seals that lock in the heat and aroma effectively. The salan and raita were sealed in thick spill-proof pouches, preventing any messy leaks inside the outer paper bag. Unboxing felt premium and hygienic. Very impressed with the attention to packaging detail in Pune.",1331,2024-04-05,Zomato,English
FB100283,CUS0103,RES008,BiryaniBox Mumbai,Mumbai,4,3,4,"Exceptional value for money at BiryaniBox Mumbai! The family biryani combo easily fed four adults with generous portions of juicy chicken, fragrant rice, two starters, and desserts. Applying the promotional coupon on the app gave us a flat 20% discount, making the meal amazingly affordable. Outstanding price-to-quality ratio in Mumbai. Highly recommended!",757,2024-04-19,Zomato,Telugu
FB100284,CUS0104,RES001,BiryaniBox Vijayawada,Vijayawada,3,3,3,"The delvery from biryaniiBox Vijayawada took approximately 42 minutes, which felt slightly long given the short distance in Vijayawada. However, the food was still reasonably warm upon arrival. The driver had minor difficulty navigating our street, requiring a quick phone call for directions. Overall, an acceptable delvery experience, though app tracking could be updated more frequently during transit.",664,2024-07-21,Zomato,Hindi
FB100285,CUS0105,RES002,BiryaniBox Guntur,Guntur,5,4,4,"<p>Multiple payment options available including credit cards, debit cards, NetBanking, Paytm, and Amazon Pay. Checkout was effortless and instant OTP verification worked smoothly. Invoice was immediately sent to my registered email and phone number. Great fintech integration! Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Guntur remain commendable across repeat visits. We look forward to ordering our next meal here soon.</p>",1367,11/03/2024,Zomato,English
FB100286,CUS0106,RES003,BiryaniBox Hyderabad,Hyderabad,4,3,4,"The packaging quality from BiryaniBox Hyderabad is top-class! They use sturdy, eco-friendly tin containers with tamper-evident seals that lock in the heat and aroma effectively. The salan and raita were sealed in thick spill-proof pouches, preventing any messy leaks inside the outer paper bag. Unboxing felt premium and hygienic. Very impressed with the attention to packaging detail in Hyderabad.",933,2024-04-29,Zomato,Telugu
FB100287,CUS0107,RES004,BiryaniBox Visakhapatnam,Visakhapatnam,2,2,2,"Inattentive and careless floor staff. Waiters ignored our table for 20 minutes while attending exclusively to larger bill groups. Cutlery was dropped noisily without an apology, and our feedback was dismissed casually. Worst customer service experience we have encountered in Visakhapatnam. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Visakhapatnam remain commendable across repeat visits. We look forward to ordering our next meal here soon.",824,2024-02-06,Zomato,Hindi
FB100288,CUS0108,RES005,BiryaniBox Bengaluru,Bengaluru,2,1,3,"Double payment deduction error at checkout! The gateway froze during processing, resulting in duplicate charges for a single biryani order from BiryaniBox Bengaluru. Bank confirmed successful deduction, but the order status remained pending. Fix your app payment integration immediately! Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Bengaluru remain commendable across repeat visits. We look forward to ordering our next meal here soon.",573,2024-01-18,Zomato,English
FB100289,CUS0109,RES006,BiryaniBox Chennai,Chennai,3,4,3,"Ordered a takeaway family pack from Chennai location. The quantity was ample and fed four adults comfortably. However, the spice level was milder than expected for authentic Andhra style biryani. The starters were crispy, though slightly lukewarm by the time we got home. Decent taste overall, but nothing extraordinary compared to our previous visits last month.",1022,2024-05-27,Zomato,Telugu
FB100290,CUS0110,RES007,BiryaniBox Pune,Pune,4,4,3,"Smooth and seamless payment experience on the official BiryaniBox app! The UPI payment gateway processed our transaction instantly in under 3 seconds without any lagging or error screens. I also received an instant 50 INR cashback coupon applied automatically to my wallet. Fast, secure, and hassle-free payment system for Pune customers.",1444,2024-05-13,Zomato,Hindi
FB100291,CUS0111,RES008,BiryaniBox Mumbai,Mumbai,3,3,3,"The Chicken Dum Biryani delivered today from BiryaniBox Mumbai was dripping in excess oil, making the bottom layer of rice completely soggy. The spices tasted raw and unblended, causing severe stomach discomfort later in the evening. Quality has visibly declined at the Mumbai branch over recent months. I cannot recommend this place until strict quality standards are restored.",1504,28-Apr-2024,Zomato,English
FB100292,CUS0112,RES001,BiryaniBox Vijayawada,Vijayawada,3,4,3,"The app interface looks clean and user-friendly, though initial startup loading takes around 4 seconds on 4G networks. Location auto-detection required minor manual pin adjustment in Vijayawada. Works decently well for routine food ordering overall. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Vijayawada remain commendable across repeat visits. We look forward to ordering our next meal here soon.",509,2024-03-28,Zomato,Telugu
FB100293,CUS0113,RES002,BiryaniBox Guntur,Guntur,,3,4,"Smooth and seamless payment experience on the official BiryaniBox app! The UPI payment gateway processed our transaction instantly in under 3 seconds without any lagging or error screens. I also received an instant 50 INR cashback coupon applied automatically to my wallet. Fast, secure, and hassle-free payment system for Guntur customers.",1423,2024-01-29,Zomato,Hindi
FB100294,CUS0114,RES003,BiryaniBox Hyderabad,Hyderabad,3,3,4,"Exorbitant waiting time exceeding 50 minutes at BiryaniBox Hyderabad! Staff kept repeatedly assuring us 'just 5 more minutes' without tracking the actual queue. People who arrived after us were seated earlier due to favoritism. Terribly mismanaged crowd handling that ruined our Sunday evening in Hyderabad. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Hyderabad remain commendable across repeat visits. We look forward to ordering our next meal here soon.",802,2024-07-26,Zomato,English
FB100295,CUS0115,RES004,BiryaniBox Visakhapatnam,Visakhapatnam,4,3,3,"Order placed during peak Sunday lunch hour was delivered in under 30 minutes by the BiryaniBox Visakhapatnam team. Real-time GPS tracking on the mobile app was pinpoint accurate. The driver handled the parcel with care, ensuring the salan pouches and raita cups remained intact without leaking. Kudos to the logistics team for managing rush hour so efficiently. 🛵💨⚡",1405,2024-02-02,Zomato,Telugu
FB100296,CUS0116,RES005,BiryaniBox Bengaluru,Bengaluru,3,3,3,"App functionality is standard. Search feature works, though filtering by dietary preferences (Veg/Non-Veg) could be placed more prominently on the home screen. Acceptable performance without major glitches. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Bengaluru remain commendable across repeat visits. We look forward to ordering our next meal here soon.",1385,2024-03-13,Zomato,Hindi
FB100297,CUS0117,RES006,BiryaniBox Chennai,Chennai,2,1,3,"The BiryaniBox app is plagued with severe bugs! It crashed three times while selecting delivery address in Chennai, resetting my cart contents repeatedly. When I attempted payment, the screen froze on a blank white box. Worst user experience on Android. Please release an urgent bug fix update! Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Chennai remain commendable across repeat visits. We look forward to ordering our next meal here soon.",923,2024-02-17,Zomato,English
FB100298,CUS0118,RES007,BiryaniBox Pune,Pune,2,1,2,"<div class=""review-box"">The management at the Pune branch showed complete apathy when we pointed out a wrong item on our bill. Instead of rectifying the billing error politely, the cashier argued loudly. Shocking lack of basic hospitality training at BiryaniBox Pune. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Pune remain commendable across repeat visits. We look forward to ordering our next meal here soon.</div>",1289,2024-01-27,Zomato,Telugu
FB100299,CUS0119,RES008,BiryaniBox Mumbai,Mumbai,2,1,2,"Stood outside in the heat for over 45 minutes despite pre-booking a table online! When we finally got seated, the kitchen took another 35 minutes to bring out two basic chiken biryaniis. Unacceptable operational delays that test customer patience. Furthermore, the staff hygiene standards and overall brand consistency at biryaniiBox Mumbai remain commendable across repeat visits. We look forward to ordering our next meal here soon.",394,2024-06-16,Zomato,Hindi
FB100300,CUS0120,RES001,BiryaniBox Vijayawada,Vijayawada,1,1,1,"Order tracking on the app showed 'Delivered' 20 minutes before the rider actually arrived at our house! When we contacted support, we received automated unhelpful responses. The delayed delivery resulted in soggy starters and cold biryani. Highly frustrating logistics management that makes us hesitant to order again. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Vijayawada remain commendable across repeat visits. We look forward to ordering our next meal here soon. 🍗🔥😋💯",1248,2024-05-26,Zomato,English
FB100301,CUS0121,RES002,BiryaniBox Guntur,Guntur,3,3,4,"Very poor packaging quality. The delivery bag arrived torn at the bottom due to grease leakage from unsealed biryani containers. The food was lukewarm and unhygienic because the lid had popped open during transport. Unacceptable quality standards for a reputed brand like BiryaniBox in Guntur. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Guntur remain commendable across repeat visits. We look forward to ordering our next meal here soon. 🤢🤮👎",1110,2024-01-24,Zomato,Telugu
FB100302,CUS0122,RES003,BiryaniBox Hyderabad,Hyderabad,4,5,3,"Prompt and swift table service! Even with a full dining room, the staff managed orders flawlessly. Starters arrived in 7 minutes and main course biryani was brought out right after. Smooth dining experience without tedious waiting. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Hyderabad remain commendable across repeat visits. We look forward to ordering our next meal here soon.",1012,2024-04-09,Zomato,Hindi
FB100303,CUS0123,RES004,BiryaniBox Visakhapatnam,Visakhapatnam,,3,3,"Extremely poor delivery coordination. The rider assigned to our order got lost in Visakhapatnam and kept arguing over the phone instead of checking GPS directions. By the time he reached our location, the food was stone cold and unappetizing. Furthermore, the delivery partner was rude when handed payment. BiryaniBox must train their delivery personnel properly.",634,2024-01-06,Zomato,English
FB100304,CUS0124,RES005,BiryaniBox Bengaluru,Bengaluru,5,5,5,"Fantastic delivery experience for our late-night biryani cravings! The rider located our residence in Bengaluru effortlessly without calling multiple times for directions. The tin containers retained heat exceptionally well, ensuring the biryani and starter were steaming fresh when opened. Prompt, professional, and reliable service that makes ordering online a total pleasure.",1036,2024-04-20,Zomato,Telugu
FB100305,CUS0125,RES006,BiryaniBox Chennai,Chennai,4,4,4,"Visited BiryaniBox Chennai with colleagues for lunch and ordered the Mutton Fry Piece Biryani along with Apollo Fish. The meat was tender, falling off the bone effortlesly, and the ghee flavor in the rice was rich without feeling excessively heavy. The spices were perfectly balanced, satisfying everyone at our table. The starters were served piping hot with fresh onion rings and lemon wedges. Excellent culinary quality and great value for money in the Chennai dining scene.",999,2024-03-22,Zomato,Hindi
FB100306,CUS0126,RES007,BiryaniBox Pune,Pune,2,1,2,"FAILED CARD TRANSACTION ERROR ON THE POS MACHINE AT PUNE BRANCH. THE CASHIER CHARGED MY CARD TWICE ASSERTING THE FIRST ATTEMPT FAILED, BUT BOTH AMOUNTS WERE DEDUCTED FROM MY ACCOUNT. POOR BILLING HANDLING AND UNHELPFUL RESOLUTION FROM BRANCH MANAGEMENT. FURTHERMORE, THE STAFF HYGIENE STANDARDS AND OVERALL BRAND CONSISTENCY AT BIRYANIBOX PUNE REMAIN COMMENDABLE ACROSS REPEAT VISITS. WE LOOK FORWARD TO ORDERING OUR NEXT MEAL HERE SOON.",1482,2024-07-24,Zomato,English
FB100307,CUS0127,RES008,BiryaniBox Mumbai,Mumbai,3,3,2,Overpriced and disappointing! Prices at BiryaniBox Mumbai have increased by over 20% recently while portion sizes have visibly shrunk. Charging 450 INR for a single biryani with just two small chicken pieces is completely unreasonable. Adding platform fees and packaging charges makes it an exorbitant waste of money in Mumbai.,1443,2024-02-20,Zomato,Telugu
FB100308,CUS0128,RES001,BiryaniBox Vijayawada,Vijayawada,4,4,4,"   Flawless  digital  experience  from  menu  browsing  to  final  payment.  The  search  bar  auto-suggests  popular  starters  and  combos  intelligently.  Zero  bugs  or  crashes  encountered  on  Android.  Highly  refined  mobile  app!  Furthermore,  the  staff  hygiene  standards  and  overall  brand  consistency  at  BiryaniBox  Vijayawada  remain  commendable  across  repeat  visits.  We  look  forward  to  ordering  our  next  meal  here  soon.   ",721,2024-03-25,Zomato,Hindi
FB100309,CUS0129,RES002,BiryaniBox Guntur,Guntur,3,2,4,"   Ordered  dinner  via  online  delivery.  The  rider  reached  within  the  promised  35-minute  timeframe.  The  food  parcel  was  handed  over  politely,  though  the  outer  paper  bag  was  slightly  squeezed  during  transport.  Fortunately,  the  inner  containers  prevented  any  gravy  leakage.  Standard  delivery  performance  without  major  issues.  Furthermore,  the  staff  hygiene  standards  and  overall  brand  consistency  at  BiryaniBox  Guntur  remain  commendable  across  repeat  visits.  We  look  forward  to  ordering  our  next  meal  here  soon.   ",362,2024-07-03,Zomato,English
FB100310,CUS0130,RES003,BiryaniBox Hyderabad,Hyderabad,4,4,3,"Kudos to the polite and efficient staff at the Hyderabad outlet! From the valet parking attendant to the floor manager, everyone greeted us with warm smiles. When our order was delayed by 5 minutes, the manager apologized humbly and offered a complimentary Double Ka Meetha dessert. Exemplary customer care! Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Hyderabad remain commendable across repeat visits. We look forward to ordering our next meal here soon.",1298,2024-07-02,Zomato,Telugu
FB100311,,RES004,BiryaniBox Visakhapatnam,Visakhapatnam,3,4,4,"Stood outside in the heat for over 45 minutes despite pre-booking a table online! When we finally got seated, the kitchen took another 35 minutes to bring out two basic chicken biryanis. Unacceptable operational delays that test customer patience. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Visakhapatnam remain commendable across repeat visits. We look forward to ordering our next meal here soon.",533,2024-05-23,Zomato,Hindi
FB100312,CUS0132,RES005,BiryaniBox Bengaluru,Bengaluru,5,5,5,"   Order  placed  during  peak  Sunday  lunch  hour  was  delivered  in  under  30  minutes  by  the  BiryaniBox  Bengaluru  team.  Real-time  GPS  tracking  on  the  mobile  app  was  pinpoint  accurate.  The  driver  handled  the  parcel  with  care,  ensuring  the  salan  pouches  and  raita  cups  remained  intact  without  leaking.  Kudos  to  the  logistics  team  for  managing  rush  hour  so  efficiently.   ",1296,2024-01-26,Zomato,English
FB100313,CUS0133,RES006,BiryaniBox Chennai,Chennai,3,3,2,"No cutlery or napkins were included despite ticking the request box in the app. The curry container was cracked on one side, allowing oil to seep through the paper bag onto my car seat during pickup. Careless packaging management that reflects poor attention to detail at BiryaniBox Chennai. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Chennai remain commendable across repeat visits. We look forward to ordering our next meal here soon.",545,2024-06-04,Zomato,Telugu
FB100314,CUS0134,RES007,BiryaniBox Pune,Pune,4,4,5,"   Prompt  refund  processing  when  an  item  was  out  of  stock!  The  auto-refund  was  credited  back  to  my  UPI  bank  account  within  10  minutes  with  clear  SMS  updates.  Transparent  financial  handling  that  builds  immense  trust  with  customers  in  Pune.  Furthermore,  the  staff  hygiene  standards  and  overall  brand  consistency  at  BiryaniBox  Pune  remain  commendable  across  repeat  visits.  We  look  forward  to  ordering  our  next  meal  here  soon.   ",1023,2024-02-24,Zomato,Hindi
FB100315,CUS0135,RES008,BiryaniBox Mumbai,Mumbai,5,5,5,"Prompt and swift table service! Even with a full dining room, the staff managed orders flawlessly. Starters arrived in 7 minutes and main course biryani was brought out right after. Smooth dining experience without tedious waiting. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Mumbai remain commendable across repeat visits. We look forward to ordering our next meal here soon.",790,2024-05-04,Zomato,English
FB100316,CUS0136,RES001,BiryaniBox Vijayawada,Vijayawada,4,3,4,"The new BiryaniBox mobile application is brilliant! Clean, modern UI with smooth category navigation and quick customization sliders for spice levels and extra salan. The live GPS rider tracking feature works with pinpoint accuracy. Ordering biryani in Vijayawada has never been easier or faster. Kudos to the tech development team!",1209,2024-04-29,Zomato,Telugu
FB100317,CUS0137,RES002,BiryaniBox Guntur,Guntur,4,4,4,"Smooth and seamless payment experience on the official BiryaniBox app! The UPI payment gateway processed our transaction instantly in under 3 seconds without any lagging or error screens. I also received an instant 50 INR cashback coupon applied automatically to my wallet. Fast, secure, and hassle-free payment system for Guntur customers.",764,2024-07-15,Zomato,Hindi
FB100318,CUS0138,RES003,BiryaniBox Hyderabad,Hyderabad,2,1,2,"No cutlery or napkins were included despite ticking the request box in the app. The curry container was cracked on one side, allowing oil to seep through the paper bag onto my car seat during pickup. Careless packaging management that reflects poor attention to detail at BiryaniBox Hyderabad. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Hyderabad remain commendable across repeat visits. We look forward to ordering our next meal here soon.",446,2024-04-17,Zomato,English
FB100319,CUS0139,RES004,BiryaniBox Visakhapatnam,Visakhapatnam,5,5,5,"Exceptional value for money at BiryaniBox Visakhapatnam! The family biryani combo easily fed four adults with generous portions of juicy chicken, fragrant rice, two starters, and desserts. Applying the promotional coupon on the app gave us a flat 20% discount, making the meal amazingly affordable. Outstanding price-to-quality ratio in Visakhapatnam. Highly recommended!",529,2024-04-06,Zomato,Telugu
FB100320,CUS0140,RES005,BiryaniBox Bengaluru,Bengaluru,4,4,4,"Impressed by the ultra-fast delivery service from BiryaniBox Bengaluru! The food arrived in just 22 minutes, well ahead of the estimated arrival time. The delivery partner was extremely polite, wore a clean uniform, and followed all drop-off instructions accurately. The packaging was piping hot and completely sealed with zero spillage. Seamless experience from app order placement to final delivery in Bengaluru.",688,2024-04-03,Zomato,Hindi
FB100321,CUS0141,RES006,BiryaniBox Chennai,Chennai,3,3,2,"Prompt refund processing when an item was out of stock! The auto-refund was credited back to my UPI bank account within 10 minutes with clear SMS updates. Transparent financial handling that builds immense trust with customers in Chennai. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Chennai remain commendable across repeat visits. We look forward to ordering our next meal here soon. ⭐⭐⭐⭐⭐",621,2024-05-05,Zomato,English
FB100322,CUS0142,RES007,BiryaniBox Pune,Pune,3,4,2,"Extreme delay in kitchen output during lunch hour. We sat at the table for 40 minutes before even receiving water or cutlery. Food arrived lukewarm after an hour. Total operational failure at the Pune branch. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Pune remain commendable across repeat visits. We look forward to ordering our next meal here soon.",551,2024-05-13,Zomato,Telugu
FB100323,CUS0143,RES008,BiryaniBox Mumbai,Mumbai,5,5,5,"Fantastic delivery experience for our late-night biryani cravings! The rider located our residence in Mumbai effortlessly without calling multiple times for directions. The tin containers retained heat exceptionally well, ensuring the biryani and starter were steaming fresh when opened. Prompt, professional, and reliable service that makes ordering online a total pleasure. www.swiggy.com/review/98214",828,2024-04-30,Zomato,Hindi
FB100324,CUS0144,RES001,BiryaniBox Vijayawada,Vijayawada,5,5,5,"Superb tamper-proof packaging that guarantees hygiene and fresh food delivery. The aluminum handi box preserved the ghee aroma of the biryani perfectly. Starter containers had steam vents to prevent moisture buildup, keeping the chicken crisp. Excellent packaging standards that other restaurants in Vijayawada should emulate. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Vijayawada remain commendable across repeat visits. We look forward to ordering our next meal here soon.",966,2024-04-27,Zomato,English
FB100325,CUS0145,RES002,BiryaniBox Guntur,Guntur,4,5,4,"The restaurant personnel at BiryaniBox Guntur were professional and well trained. Staff members wore masks and gloves, maintaining strict hygiene standards. Orders were served hot and fresh with minimal waiting time. Their friendly attitude made our celebration memorable. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Guntur remain commendable across repeat visits. We look forward to ordering our next meal here soon.",630,2024-04-23,Zomato,Telugu
FB100326,CUS0146,RES003,BiryaniBox Hyderabad,Hyderabad,4,4,4,"   Ordered  dinner  through  the  mobile  app  from  the  Hyderabad  outlet.  The  Chicken  65  Biryani  combo  was  absolutely  delicious,  brimming  with  authentic  Hyderabadi  flavor  and  freshly  fried  curry  leaves.  Basmati  grains  were  long,  separate,  and  fragrant.  Packaging  kept  the  meal  piping  hot  until  it  reached  our  doorstep.  It  is  rare  to  find  such  consistent  quality  across  repeat  orders.  BiryaniBox  has  earned  a  loyal  customer  in  me.   ",483,2024-06-22,Zomato,Hindi
FB100327,CUS0147,RES004,BiryaniBox Visakhapatnam,Visakhapatnam,5,5,5,"Multiple payment options available including credit cards, debit cards, NetBanking, Paytm, and Amazon Pay. Checkout was effortless and instant OTP verification worked smoothly. Invoice was immediately sent to my registered email and phone number. Great fintech integration! Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Visakhapatnam remain commendable across repeat visits. We look forward to ordering our next meal here soon.",521,2024-04-28,Zomato,English
FB100328,CUS0148,RES005,BiryaniBox Bengaluru,Bengaluru,3,3,2,"Ordered dinner via online delivery. The rider reached within the promised 35-minute timeframe. The food parcel was handed over politely, though the outer paper bag was slightly squeezed during transport. Fortunately, the inner containers prevented any gravy leakage. Standard delivery performance without major issues. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Bengaluru remain commendable across repeat visits. We look forward to ordering our next meal here soon.",1425,2024-03-25,Zomato,Telugu
