ticket_id,customer_id,restaurant_id,issue_category,priority,status,feedback_text,created_date,source
TCK10068,CUS0168,RES001,App Issues,Low,Resolved,"The BiryaniBox app is plagued with severe bugs! It crashed three times while selecting delivery address in Vijayawada, resetting my cart contents repeatedly. When I attempted payment, the screen froze on a blank white box. Worst user experience on Android. Please release an urgent bug fix update! Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Vijayawada remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-04-23,Support Portal
TCK10069,CUS0169,RES002,Delivery,Critical,Open,"Extremely poor delivery coordination. The rider assigned to our order got lost in Guntur and kept arguing over the phone instead of checking GPS directions. By the time he reached our location, the food was stone cold and unappetizing. Furthermore, the delivery partner was rude when handed payment. BiryaniBox must train their delivery personnel properly.",2024-04-23,Support Portal
TCK10070,CUS0170,RES003,Staff Behaviour,High,In Progress,"The management at the Hyderabad branch showed complete apathy when we pointed out a wrong item on our bill. Instead of rectifying the billing error politely, the cashier argued loudly. Shocking lack of basic hospitality training at BiryaniBox Hyderabad. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Hyderabad remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-07-05,Support Portal
TCK10071,CUS0171,RES004,Waiting Time,Medium,Closed,"Extreme delay in kitchen output during lunch hour. We sat at the table for 40 minutes before even receiving water or cutlery. Food arrived lukewarm after an hour. Total operational failure at the Visakhapatnam branch. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Visakhapatnam remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-06-08,Support Portal
TCK10072,CUS0172,RES005,Payment,High,Closed,"Failed card transaction error on the POS machine at Bengaluru branch. The cashier charged my card twice asserting the first attempt failed, but both amounts were deducted from my account. Poor billing handling and unhelpful resolution from branch management. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Bengaluru remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-02-07,Support Portal
TCK10073,CUS0173,RES006,Staff Behaviour,Medium,Resolved,"Inattentive and careless floor staff. Waiters ignored our table for 20 minutes while attending exclusively to larger bill groups. Cutlery was dropped noisily without an apology, and our feedback was dismissed casually. Worst customer service experience we have encountered in Chennai. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Chennai remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-03-13,Support Portal
TCK10074,CUS0174,RES007,App Issues,Critical,Closed,"Frequent app glitches and login errors! My saved addresses and loyalty points vanished after the latest app update. Customer support chat feature within the app loops endlessly without connecting to an agent. Unusable mobile application! Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Pune remain commendable across repeat visits. We look forward to ordering our next meal here soon.",01/06/2024,Support Portal
TCK10075,CUS0175,RES008,Staff Behaviour,Critical,Resolved,"The management at the Mumbai branch showed complete apathy when we pointed out a wrong item on our bill. Instead of rectifying the billing error politely, the cashier argued loudly. Shocking lack of basic hospitality training at BiryaniBox Mumbai. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Mumbai remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-01-16,Support Portal
TCK10076,CUS0176,RES001,App Issues,Critical,Open,"Frequent app glitches and login errors! My saved addresses and loyalty points vanished after the latest app update. Customer support chat feature within the app loops endlessly without connecting to an agent. Unusable mobile application! Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Vijayawada remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-03-13,Support Portal
TCK10077,CUS0177,RES002,Waiting Time,Low,Resolved,"Extreme delay in kitchen output during lunch hour. We sat at the table for 40 minutes before even receiving water or cutlery. Food arrived lukewarm after an hour. Total operational failure at the Guntur branch. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Guntur remain commendable across repeat visits. We look forward to ordering our next meal here soon.",17-Jun-2024,Support Portal
TCK10078,CUS0178,RES003,Waiting Time,High,In Progress,"Stood outside in the heat for over 45 minutes despite pre-booking a table online! When we finally got seated, the kitchen took another 35 minutes to bring out two basic chicken biryanis. Unacceptable operational delays that test customer patience. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Hyderabad remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-06-14,Support Portal
TCK10079,CUS0179,RES004,Pricing,Medium,In Progress,"Hidden charges and inflated prices ruined our ordering experience. The app displayed a lower price initially, but added excessive surge charges, packaging fees, and delivery markups at checkout. Not worth the steep cost for average tasting biryani. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Visakhapatnam remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-06-18,Support Portal
TCK10080,CUS0180,RES005,Payment,Low,Closed,"Double payment deduction error at checkout! The gateway froze during processing, resulting in duplicate charges for a single biryani order from BiryaniBox Bengaluru. Bank confirmed successful deduction, but the order status remained pending. Fix your app payment integration immediately! Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Bengaluru remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-03-10,Support Portal
TCK10081,CUS0181,RES006,Pricing,Medium,Resolved,Overpriced and disappointing! Prices at BiryaniBox Chennai have increased by over 20% recently while portion sizes have visibly shrunk. Charging 450 INR for a single biryani with just two small chicken pieces is completely unreasonable. Adding platform fees and packaging charges makes it an exorbitant waste of money in Chennai. https://zoma.to/r/12894_biryani,2024-07-10,Support Portal
TCK10082,CUS0182,RES007,Delivery,Critical,Closed,"   Unacceptable  delivery  delay  from  BiryaniBox  Pune!  The  order  arrived  50  minutes  late,  taking  over  an  hour  and  fifteen  minutes  in  total.  The  delivery  agent  refused  to  answer  phone  calls  while  we  waited  anxiously.  When  the  parcel  finally  arrived,  the  biryani  was  completely  cold  and  the  paper  bag  was  soaked  in  spilled  curry.  Terrible  delivery  service  that  ruined  our  evening  plans  in  Pune.   ",08-Feb-2024,Support Portal
TCK10083,CUS0183,RES008,Waiting Time,Critical,Closed,"Stood outside in the heat for over 45 minutes despite pre-booking a table online! When we finally got seated, the kitchen took another 35 minutes to bring out two basic chicken biryanis. Unacceptable operational delays that test customer patience. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Mumbai remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-04-10,Support Portal
TCK10084,CUS0184,RES001,Food Quality,High,Open,"Extremely disappointed with our dinner order from BiryaniBox Vijayawada. The Mutton Biryani rice tasted burnt and overcooked, while the mutton pieces were tough and rubbery. The salan was excessively salty and virtually inedible. We expected high standards from the Vijayawada branch, but quality control was completely missing today. Wasted our money and had to order food elsewhere. Immediate kitchen quality inspection is required.",2024-05-13,Support Portal
TCK10085,CUS0185,RES002,Waiting Time,Low,Resolved,"Extreme delay in kitchen output during lunch hour. We sat at the table for 40 minutes before even receiving water or cutlery. Food arrived lukewarm after an hour. Total operational failure at the Guntur branch. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Guntur remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-07-24,Support Portal
TCK10086,CUS0186,RES003,Staff Behaviour,Medium,Resolved,"Appalling staff behavior at BiryaniBox Hyderabad! The waiter was extremely rude, condescending, and indifferent when we politely inquired about our delayed order after 35 minutes of waiting. Rather than resolving the issue, he argued aggressively in front of other guests. Unprofessional conduct that ruined our lunch in Hyderabad. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Hyderabad remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-05-18,Support Portal
TCK10087,CUS0187,RES004,App Issues,High,In Progress,"Frequent app glitches and login errors! My saved addresses and loyalty points vanished after the latest app update. Customer support chat feature within the app loops endlessly without connecting to an agent. Unusable mobile application! Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Visakhapatnam remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-05-05,Support Portal
TCK10088,CUS0188,RES005,Payment,High,In Progress,"Double payment deduction error at checkout! The gateway froze during processing, resulting in duplicate charges for a single biryani order from BiryaniBox Bengaluru. Bank confirmed successful deduction, but the order status remained pending. Fix your app payment integration immediately! Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Bengaluru remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-02-26,Support Portal
TCK10089,CUS0189,RES006,Delivery,High,Resolved,"Order tracking on the app showed 'Delivered' 20 minutes before the rider actually arrived at our house! When we contacted support, we received automated unhelpful responses. The delayed delivery resulted in soggy starters and cold biryani. Highly frustrating logistics management that makes us hesitant to order again. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Chennai remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-02-17,Support Portal
TCK10090,CUS0190,RES007,Delivery,Medium,In Progress,"Extremely poor delivery coordination. The rider assigned to our order got lost in Pune and kept arguing over the phone instead of checking GPS directions. By the time he reached our location, the food was stone cold and unappetizing. Furthermore, the delivery partner was rude when handed payment. BiryaniBox must train their delivery personnel properly.",2024-05-20,Support Portal
TCK10091,CUS0191,RES008,Delivery,Low,In Progress,"Extremely poor delivery coordination. The rider assigned to our order got lost in Mumbai and kept arguing over the phone instead of checking GPS directions. By the time he reached our location, the food was stone cold and unappetizing. Furthermore, the delivery partner was rude when handed payment. BiryaniBox must train their delivery personnel properly.",2024-06-14,Support Portal
TCK10092,CUS0192,RES001,App Issues,High,Resolved,"Frequent app glitches and login errors! My saved addresses and loyalty points vanished after the latest app update. Customer support chat feature within the app loops endlessly without connecting to an agent. Unusable mobile application! Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Vijayawada remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-02-03,Support Portal
TCK10093,CUS0193,RES002,App Issues,Low,Resolved,"Location GPS auto-detect places the delivery pin miles away from my actual residence in Guntur, leading to wrong address assignments and canceled orders. Terrible GPS mapping integration that frustrates customers. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Guntur remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-03-24,Support Portal
TCK10094,CUS0194,RES003,Food Quality,Medium,In Progress,"Extremely disappointed with our dinner order from BiryaniBox Hyderabad. The Mutton Biryani rice tasted burnt and overcooked, while the mutton pieces were tough and rubbery. The salan was excessively salty and virtually inedible. We expected high standards from the Hyderabad branch, but quality control was completely missing today. Wasted our money and had to order food elsewhere. Immediate kitchen quality inspection is required.",2024-04-04,Support Portal
TCK10095,CUS0195,RES004,Delivery,Low,Open,"Order tracking on the app showed 'Delivered' 20 minutes before the rider actually arrived at our house! When we contacted support, we received automated unhelpful responses. The delayed delivery resulted in soggy starters and cold biryani. Highly frustrating logistics management that makes us hesitant to order again. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Visakhapatnam remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-07-22,Support Portal
TCK10096,CUS0196,RES005,Pricing,Medium,In Progress,"HIDDEN CHARGES AND INFLATED PRICES RUINED OUR ORDERING EXPERIENCE. THE APP DISPLAYED A LOWER PRICE INITIALLY, BUT ADDED EXCESSIVE SURGE CHARGES, PACKAGING FEES, AND DELIVERY MARKUPS AT CHECKOUT. NOT WORTH THE STEEP COST FOR AVERAGE TASTING BIRYANI. FURTHERMORE, THE STAFF HYGIENE STANDARDS AND OVERALL BRAND CONSISTENCY AT BIRYANIBOX BENGALURU REMAIN COMMENDABLE ACROSS REPEAT VISITS. WE LOOK FORWARD TO ORDERING OUR NEXT MEAL HERE SOON.",2024-02-06,Support Portal
TCK10097,CUS0197,RES006,App Issues,Low,Closed,"THE BIRYANIBOX APP IS PLAGUED WITH SEVERE BUGS! IT CRASHED THREE TIMES WHILE SELECTING DELIVERY ADDRESS IN CHENNAI, RESETTING MY CART CONTENTS REPEATEDLY. WHEN I ATTEMPTED PAYMENT, THE SCREEN FROZE ON A BLANK WHITE BOX. WORST USER EXPERIENCE ON ANDROID. PLEASE RELEASE AN URGENT BUG FIX UPDATE! FURTHERMORE, THE STAFF HYGIENE STANDARDS AND OVERALL BRAND CONSISTENCY AT BIRYANIBOX CHENNAI REMAIN COMMENDABLE ACROSS REPEAT VISITS. WE LOOK FORWARD TO ORDERING OUR NEXT MEAL HERE SOON.",2024-01-14,Support Portal
TCK10098,CUS0198,RES007,Waiting Time,Medium,Resolved,"EXORBITANT WAITING TIME EXCEEDING 50 MINUTES AT BIRYANIBOX PUNE! STAFF KEPT REPEATEDLY ASSURING US 'JUST 5 MORE MINUTES' WITHOUT TRACKING THE ACTUAL QUEUE. PEOPLE WHO ARRIVED AFTER US WERE SEATED EARLIER DUE TO FAVORITISM. TERRIBLY MISMANAGED CROWD HANDLING THAT RUINED OUR SUNDAY EVENING IN PUNE. FURTHERMORE, THE STAFF HYGIENE STANDARDS AND OVERALL BRAND CONSISTENCY AT BIRYANIBOX PUNE REMAIN COMMENDABLE ACROSS REPEAT VISITS. WE LOOK FORWARD TO ORDERING OUR NEXT MEAL HERE SOON.",2024-07-12,Support Portal
TCK10099,CUS0199,RES008,Packaging,High,Closed,"No cutlery or napkins were included despite ticking the request box in the app. The curry container was cracked on one side, allowing oil to seep through the paper bag onto my car seat during pickup. Careless packaging management that reflects poor attention to detail at BiryaniBox Mumbai. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Mumbai remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-01-19,Support Portal
TCK10100,CUS0200,RES001,Staff Behaviour,High,Closed,"Inattentive and careless floor staff. Waiters ignored our table for 20 minutes while attending exclusively to larger bill groups. Cutlery was dropped noisily without an apology, and our feedback was dismissed casually. Worst customer service experience we have encountered in Vijayawada. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Vijayawada remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-05-01,Support Portal
TCK10084,CUS0184,RES001,Food Quality,High,Open,"Extremely disappointed with our dinner order from BiryaniBox Vijayawada. The Mutton Biryani rice tasted burnt and overcooked, while the mutton pieces were tough and rubbery. The salan was excessively salty and virtually inedible. We expected high standards from the Vijayawada branch, but quality control was completely missing today. Wasted our money and had to order food elsewhere. Immediate kitchen quality inspection is required.",2024-05-13,Support Portal
TCK10060,CUS0160,RES001,App Issues,Critical,Closed,"<div class=""review-box"">Location GPS auto-detect places the delivery pin miles away from my actual residence in Vijayawada, leading to wrong address assignments and canceled orders. Terrible GPS mapping integration that frustrates customers. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Vijayawada remain commendable across repeat visits. We look forward to ordering our next meal here soon.</div>",2024-03-04,Support Portal
TCK10013,CUS0113,RES002,Delivery,Critical,Closed,"Unacceptable delivery delay from BiryaniBox Guntur! The order arrived 50 minutes late, taking over an hour and fifteen minutes in total. The delivery agent refused to answer phone calls while we waited anxiously. When the parcel finally arrived, the biryani was completely cold and the paper bag was soaked in spilled curry. Terrible delivery service that ruined our evening plans in Guntur.",05-Jun-2024,Support Portal
TCK10041,CUS0141,RES006,Food Quality,High,Closed,"Received cold and stale biryani from the Chennai outlet. The chicken pieces had an unpleasant odor, indicating they were reheated leftovers rather than freshly prepared dum biryani. To make matters worse, the raita had turned sour. When we raised a complaint, the response was indifferent. Extremely unhygienic and poor food quality that completely ruined our family dinner experience. (Follow up note: Customer re-confirmed feedback via call)",2024-02-17,Support Portal
TCK10013,CUS0113,RES002,Delivery,Critical,Closed,"Unacceptable delivery delay from BiryaniBox Guntur! The order arrived 50 minutes late, taking over an hour and fifteen minutes in total. The delivery agent refused to answer phone calls while we waited anxiously. When the parcel finally arrived, the biryani was completely cold and the paper bag was soaked in spilled curry. Terrible delivery service that ruined our evening plans in Guntur. (Follow up note: Customer re-confirmed feedback via call)",05-Jun-2024,Support Portal
