survey_id,customer_id,restaurant_id,satisfaction_score,recommend_score,food_quality,service_quality,cleanliness,feedback_text,created_date,source
SUR10072,CUS0152,RES001,3,1,4,3,3,"Ordered dinner via online delivery. The rider reached within the promised 35-minute timeframe. The food parcel was handed over politely, though the outer paper bag was slightly squeezed during transport. Fortunately, the inner containers prevented any gravy leakage. Standard delivery performance without major issues. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Vijayawada remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-07-05,Customer Survey
SUR10073,CUS0153,RES002,3,4,4,3,3,"DECENT APP DESIGN. CART CREATION AND COUPON APPLICATION WORK FINE, THOUGH PUSH NOTIFICATIONS REGARDING PROMOTIONS ARE A BIT TOO FREQUENT. A SETTING TO CUSTOMIZE NOTIFICATION PREFERENCES WOULD BE APPRECIATED. FURTHERMORE, THE STAFF HYGIENE STANDARDS AND OVERALL BRAND CONSISTENCY AT BIRYANIBOX GUNTUR REMAIN COMMENDABLE ACROSS REPEAT VISITS. WE LOOK FORWARD TO ORDERING OUR NEXT MEAL HERE SOON.",2024-01-11,Customer Survey
SUR10074,CUS0154,RES003,3,6,4,3,2,"Ordered dinner via online delivery. The rider reached within the promised 35-minute timeframe. The food parcel was handed over politely, though the outer paper bag was slightly squeezed during transport. Fortunately, the inner containers prevented any gravy leakage. Standard delivery performance without major issues. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Hyderabad remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-04-18,Customer Survey
SUR10075,CUS0155,RES004,1,9,2,1,1,"Location GPS auto-detect places the delivery pin miles away from my actual residence in Visakhapatnam, leading to wrong address assignments and canceled orders. Terrible GPS mapping integration that frustrates customers. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Visakhapatnam remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-07-26,Customer Survey
SUR10076,CUS0156,RES005,5,8,5,5,5,"Visited BiryaniBox Bengaluru with colleagues for lunch and ordered the Mutton Fry Piece Biryani along with Apollo Fish. The meat was tender, falling off the bone effortlesly, and the ghee flavor in the rice was rich without feeling excessively heavy. The spices were perfectly balanced, satisfying everyone at our table. The starters were served piping hot with fresh onion rings and lemon wedges. Excellent culinary quality and great value for money in the Bengaluru dining scene.",2024-01-06,Customer Survey
SUR10077,CUS0157,RES006,1,8,1,1,0,"Unacceptable delivery delay from BiryaniBox Chennai! The order arrived 50 minutes late, taking over an hour and fifteen minutes in total. The delivery agent refused to answer phone calls while we waited anxiously. When the parcel finally arrived, the biryani was completely cold and the paper bag was soaked in spilled curry. Terrible delivery service that ruined our evening plans in Chennai.",2024-07-06,Customer Survey
SUR10078,CUS0158,RES007,2,10,2,2,1,"The Chicken Dum Biryani delivered today from BiryaniBox Pune was dripping in excess oil, making the bottom layer of rice completely soggy. The spices tasted raw and unblended, causing severe stomach discomfort later in the evening. Quality has visibly declined at the Pune branch over recent months. I cannot recommend this place until strict quality standards are restored.",2024-05-25,Customer Survey
SUR10079,CUS0159,RES008,3,7,3,3,3,"Staff conduct was fair. The waiter took our order accurately, though getting water refills required multiple reminders. Respectful behavior overall, but responsiveness during rush hours could be improved. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Mumbai remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-02-07,Customer Survey
SUR10080,CUS0160,RES001,2,9,3,2,2,"Frustrating payment failure on the app! Money was debited twice from my bank account via UPI, but the app displayed an 'Order Failed' screen. Customer support phone lines were busy and chat bot provided zero assistance. It took 6 days of continuous follow-ups to get my hard-earned money refunded. Unreliable payment infrastructure! www.swiggy.com/review/98214",2024-04-19,Customer Survey
SUR10081,CUS0161,RES002,5,7,5,5,4,"Kudos to the polite and efficient staff at the Guntur outlet! From the valet parking attendant to the floor manager, everyone greeted us with warm smiles. When our order was delayed by 5 minutes, the manager apologized humbly and offered a complimentary Double Ka Meetha dessert. Exemplary customer care! Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Guntur remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-03-22,Customer Survey
SUR10082,CUS0162,RES003,1,1,2,1,0,"The management at the Hyderabad branch showed complete apathy when we pointed out a wrong item on our bill. Instead of rectifying the billing error politely, the cashier argued loudly. Shocking lack of basic hospitality training at BiryaniBox Hyderabad. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Hyderabad remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-04-10,Customer Survey
SUR10083,CUS0163,RES004,4,9,4,4,3,"Prompt refund processing when an item was out of stock! The auto-refund was credited back to my UPI bank account within 10 minutes with clear SMS updates. Transparent financial handling that builds immense trust with customers in Visakhapatnam. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Visakhapatnam remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-06-20,Customer Survey
SUR10084,CUS0164,RES005,4,4,5,4,3,"The new biryaniiBox mobile application is brilliant! Clean, modern UI with smooth category navigation and quick customization sliders for spice levels and extra salan. The live GPS rider tracking feature works with pinpoint accuracy. Ordering biryanii in Bengaluru has never been easier or faster. Kudos to the tech development team!",2024-07-12,Customer Survey
SUR10085,CUS0165,RES006,5,3,5,5,5,"Kudos to the polite and efficient staff at the Chennai outlet! From the valet parking attendant to the floor manager, everyone greeted us with warm smiles. When our order was delayed by 5 minutes, the manager apologized humbly and offered a complimentary Double Ka Meetha dessert. Exemplary customer care! Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Chennai remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-04-22,Customer Survey
SUR10086,CUS0166,RES007,3,1,3,3,2,"Ordered dinner via online delivery. The rider reached within the promised 35-minute timeframe. The food parcel was handed over politely, though the outer paper bag was slightly squeezed during transport. Fortunately, the inner containers prevented any gravy leakage. Standard delivery performance without major issues. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Pune remain commendable across repeat visits. We look forward to ordering our next meal here soon. https://zoma.to/r/12894_biryani",2024-06-25,Customer Survey
SUR10087,CUS0167,RES008,1,2,2,1,0,"Extremely poor delivery coordination. The rider assigned to our order got lost in Mumbai and kept arguing over the phone instead of checking GPS directions. By the time he reached our location, the food was stone cold and unappetizing. Furthermore, the delivery partner was rude when handed payment. BiryaniBox must train their delivery personnel properly.",2024-05-20,Customer Survey
SUR10088,CUS0168,RES001,1,9,1,1,0,"Extremely poor delivery coordination. The rider assigned to our order got lost in Vijayawada and kept arguing over the phone instead of checking GPS directions. By the time he reached our location, the food was stone cold and unappetizing. Furthermore, the delivery partner was rude when handed payment. BiryaniBox must train their delivery personnel properly.",2024-06-05,Customer Survey
SUR10089,CUS0169,RES002,1,4,1,1,0,"Order tracking on the app showed 'Delivered' 20 minutes before the rider actually arrived at our house! When we contacted support, we received automated unhelpful responses. The delayed delivery resulted in soggy starters and cold biryani. Highly frustrating logistics management that makes us hesitant to order again. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Guntur remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-05-16,Customer Survey
SUR10090,CUS0170,RES003,4,8,4,4,3,"SUPERB TAMPER-PROOF PACKAGING THAT GUARANTEES HYGIENE AND FRESH FOOD DELIVERY. THE ALUMINUM HANDI BOX PRESERVED THE GHEE AROMA OF THE BIRYANI PERFECTLY. STARTER CONTAINERS HAD STEAM VENTS TO PREVENT MOISTURE BUILDUP, KEEPING THE CHICKEN CRISP. EXCELLENT PACKAGING STANDARDS THAT OTHER RESTAURANTS IN HYDERABAD SHOULD EMULATE. FURTHERMORE, THE STAFF HYGIENE STANDARDS AND OVERALL BRAND CONSISTENCY AT BIRYANIBOX HYDERABAD REMAIN COMMENDABLE ACROSS REPEAT VISITS. WE LOOK FORWARD TO ORDERING OUR NEXT MEAL HERE SOON.",2024-04-10,Customer Survey
SUR10091,CUS0171,RES004,3,5,4,3,2,"The prices are reasonable for dine-in, but online delivery prices carry a noticeable markup along with packaging fees. Quantity is sufficient, though pricing transparency regarding extra taxes could be improved on the mobile checkout screen. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Visakhapatnam remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-05-16,Customer Survey
SUR10092,CUS0172,RES005,4,5,4,4,3,"Exceptional value for money at BiryaniBox Bengaluru! The family biryani combo easily fed four adults with generous portions of juicy chicken, fragrant rice, two starters, and desserts. Applying the promotional coupon on the app gave us a flat 20% discount, making the meal amazingly affordable. Outstanding price-to-quality ratio in Bengaluru. Highly recommended!",2024-01-29,Customer Survey
SUR10093,CUS0173,RES006,4,10,5,4,4,"Zero waiting time on a busy Friday night at BiryaniBox Chennai! We were seated immediately upon arrival, and our order of Special Mutton Biryani was served piping hot within 10 minutes. The kitchen operates with incredible speed and efficiency in Chennai. Outstanding table turnover and kitchen management! Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Chennai remain commendable across repeat visits. We look forward to ordering our next meal here soon.",02-Mar-2024,Customer Survey
SUR10094,CUS0174,RES007,4,4,4,4,4,"Ordered dinner through the mobile app from the Pune outlet. The Chicken 65 Biryani combo was absolutely delicious, brimming with authentic Hyderabadi flavor and freshly fried curry leaves. Basmati grains were long, separate, and fragrant. Packaging kept the meal piping hot until it reached our doorstep. It is rare to find such consistent quality across repeat orders. BiryaniBox has earned a loyal customer in me.",2024-02-15,Customer Survey
SUR10095,CUS0175,RES008,3,9,4,3,3,"Delivery speed was moderate for a Friday evening. It took around 40 minutes from order confirmation to handover in Mumbai. Food temperature was acceptable, though the starters lost some crispiness while sitting in the delivery bag. Satisfactory overall, but faster dispatch during peak hours would improve customer satisfaction. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Mumbai remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-07-24,Customer Survey
SUR10096,CUS0176,RES001,4,5,5,4,3,"Slick app experience with instant login via OTP. Saving favorite delivery addresses and re-ordering past meals takes just two taps. Notifications regarding order status and discount offers are timely without feeling spammy. 5 stars for app usability! Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Vijayawada remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-05-15,Customer Survey
SUR10097,CUS0177,RES002,2,8,3,2,2,"Extremely poor delivery coordination. The rider assigned to our order got lost in Guntur and kept arguing over the phone instead of checking GPS directions. By the time he reached our location, the food was stone cold and unappetizing. Furthermore, the delivery partner was rude when handed payment. BiryaniBox must train their delivery personnel properly. 🍗🔥😋💯",2024-07-11,Customer Survey
SUR10098,CUS0178,RES003,1,3,1,1,1,"Frustrating payment failure on the app! Money was debited twice from my bank account via UPI, but the app displayed an 'Order Failed' screen. Customer support phone lines were busy and chat bot provided zero assistance. It took 6 days of continuous follow-ups to get my hard-earned money refunded. Unreliable payment infrastructure!",2024-07-12,Customer Survey
SUR10099,CUS0179,RES004,,8,5,5,5,"We ordered the Hyderabadi Chicken Dum Biryani and Special Boneless Starter from the Visakhapatnam branch for a weekend family gathering. The aromatic basmati rice was cooked to perfection with rich ghee, cardamom, and authentic spices that elevated every bite. The chicken pieces were remarkably juicy and tender throughout. The mirchi ka salan and refreshing curd raita complemented the main dish beautifully. Portion size was very generous, easily satisfying our entire group. We will definitely order again soon.",21/06/2024,Customer Survey
SUR10100,CUS0180,RES005,,2,5,4,3,"Slick app experience with instant login via OTP. Saving favorite delivery addresses and re-ordering past meals takes just two taps. Notifications regarding order status and discount offers are timely without feeling spammy. 5 stars for app usability! Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Bengaluru remain commendable across repeat visits. We look forward to ordering our next meal here soon.",17/07/2024,Customer Survey
SUR10069,CUS0149,RES006,1,6,1,1,0,"   Extremely  poor  value  for  money.  The  portion  size  delivered  today  was  barely  enough  for  one  person  despite  paying  for  a  'Special  Jumbo'  pack.  High  prices  combined  with  mediocre  food  quality  make  BiryaniBox  Chennai  uncompetitive  compared  to  other  top  biryani  spots  in  Chennai.  Furthermore,  the  staff  hygiene  standards  and  overall  brand  consistency  at  BiryaniBox  Chennai  remain  commendable  across  repeat  visits.  We  look  forward  to  ordering  our  next  meal  here  soon.   ",2024-02-07,Customer Survey
SUR10056,CUS0136,RES001,1,5,1,1,0,"Received cold and stale biryani from the Vijayawada outlet. The chicken pieces had an unpleasant odor, indicating they were reheated leftovers rather than freshly prepared dum biryani. To make matters worse, the raita had turned sour. When we raised a complaint, the response was indifferent. Extremely unhygienic and poor food quality that completely ruined our family dinner experience.",2024-02-15,Customer Survey
SUR10066,CUS0146,RES003,4,5,4,4,4,"Prompt and swift table service! Even with a full dining room, the staff managed orders flawlessly. Starters arrived in 7 minutes and main course biryani was brought out right after. Smooth dining experience without tedious waiting. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Hyderabad remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2024-04-03,Customer Survey
SUR10051,CUS0131,RES004,,10,5,4,4,"<br/>Very reasonable pricing considering the premium basmati rice, high quality ingredients, and generous portion sizes. The executive lunch box is priced perfectly for working professionals in Visakhapatnam. Great combo offers and loyalty reward discounts make dining at BiryaniBox Visakhapatnam worth every single rupee spent. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Visakhapatnam remain commendable across repeat visits. We look forward to ordering our next meal here soon. (Follow up note: Customer re-confirmed feedback via call)",2024-01-17,Customer Survey
SUR10099,CUS0179,RES004,,8,5,5,5,"We ordered the Hyderabadi Chicken Dum Biryani and Special Boneless Starter from the Visakhapatnam branch for a weekend family gathering. The aromatic basmati rice was cooked to perfection with rich ghee, cardamom, and authentic spices that elevated every bite. The chicken pieces were remarkably juicy and tender throughout. The mirchi ka salan and refreshing curd raita complemented the main dish beautifully. Portion size was very generous, easily satisfying our entire group. We will definitely order again soon. (Follow up note: Customer re-confirmed feedback via call)",21/06/2024,Customer Survey
